time,track,number_of_runners,CardNo,horse_name,todayor,lastwinoffrat,offratlr,offrat2,offrat3,offrat4,offrat5,offrat6,offrat7,offrat8,offrat9,offrat10,ormove10,minlr,min2,min3,min4,min5,min6,min7,min8,min9,min10,avglr,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,maxlr,max2,max3,max4,max5,max6,max7,max8,max9,max10,winlr,win2,win3,win4,win5,win6,win7,win8,win9,win10,placing1,placing2,placing3,placing4,placing5,placing6,placing7,placing8,placing9,placing10,runnerslr,runners2,runners3,runners4,runners5,runners6,runners7,runners8,runners9,runners10,racetypelr,racetype2,racetype3,racetype4,racetype5,racetype6,racetype7,racetype8,racetype9,racetype10,highor,highwinor,highflator,highflatwinor,highawor,highawwinor,highhurdleor,highhurdlewinor,highchaseor,highchasewinor,
"13:40:00","Bath","17","3","Byefornow","55","0","57","60","62","63","65","68","69","0","0","0","-14","50","46","57","45","49","61","64","0","0",,"61","57","61","58","67","65","71","0","0",,"67","62","65","64","72","70","75","0","0",,"63","52","57","58","70","63","74","0","0",,"8","8","7","4","4","5","3","4","1","0","10","11","8","8","10","9","7","9","6","0","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","n/a","69","0","69","0","68",,,,,,
"13:40:00","Bath","17","15","Captain Dandy (IRE)","52","46","46","46","47","48","49","0","0","0","0","0","3","46","46","47","48","45","0","0","0",,,"56","55","56","57","57","12","8","12",,,"62","62","66","62","67","72","71","69",,,"46","56","60","59","51","0","0","0",,,"1","6","7","4","7","6","9","6","0","0","11","11","7","8","14","6","9","11","0","0","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Maiden (Flat - AW)","Novices (Flat - AW)","Novices (Flat - Turf)","n/a","n/a","49","46","0",,"49","46",,,,,
"13:40:00","Bath","17","11","Enterprising Lady (IRE)","52",,"0","0","0","0","0","0","0","0","0","0","52","0","0","0",,,,,,,,"0","42","11",,,,,,,,"0","90","73",,,,,,,,"0","90","0",,,,,,,,"11","6","12","0","0","0","0","0","0","0","13","6","13","0","0","0","0","0","0","0","Novices (Flat - AW)","Novices (Flat - AW)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0",,"0",,"0",,,,,,
"13:40:00","Bath","17","12","Exceed (IRE)","52",,"52","54","0","0","0","0","0","0","0","0","-2","46","46","0","0","0",,,,,,"54","54","11","7","5",,,,,,"61","62","77","66","62",,,,,,"61","57","0","0","62",,,,,,"2","4","5","5","9","0","0","0","0","0","10","11","7","10","13","0","0","0","0","0","Handicap (Flat - AW)","Handicap (Flat - AW)","Novices (Flat - AW)","Maiden (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","54",,"0",,"54",,,,,,
"13:40:00","Bath","17","7","Furnicoe (IRE)","54",,"56","56","57","57","57","57","57","58","58","58","-4","56","56","48","49","54","46","46","45","52","45","62","68","57","52","59","53","55","59","66","55","67","77","62","57","62","57","62","65","72","62","65","76","62","52","59","57","54","56","71","58","7","4","5","2","2","2","2","5","4","2","8","7","7","6","8","7","8","9","7","9","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","58",,"0",,"58",,,,,,
"13:40:00","Bath","17","13","Harry With Style","52",,"52","53","53","55","57","57","0","0","0","0","-5","46","46","46","46","51","45","0","0","0",,"50","52","52","53","59","56","16","0","0",,"56","56","57","57","65","68","77","0","0",,"46","53","52","57","59","68","0","0","0",,"8","10","3","4","8","4","6","6","14","0","11","10","11","7","10","10","13","6","15","0","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Novices (Flat - AW)","Novices (Flat - Turf)","Novices (Flat - Turf)","n/a","57",,"0",,"57",,,,,,
"13:40:00","Bath","17","9","Kodi Dancer (IRE)","53","54","56","59","61","62","62","61","61","62","64","66","-13","50","48","59","49","45","58","45","53","64","66","61","57","64","62","56","63","58","61","67","77","67","62","69","70","68","70","67","70","72","87","63","62","69","65","68","70","61","54","65","87","10","7","4","8","2","6","2","6","4","3","10","7","7","8","10","10","17","8","8","3","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","66","54","66",,"62","54",,,,,
"13:40:00","Bath","17","17","Lashes (IRE)","51",,"51","54","54","59","62","0","0","0","0","0","-11","49","0","51","48","53","0","0","0","0",,"58","64","61","56","61","52","6","10","0",,"62","86","70","64","65","103","78","70","0",,"61","81","67","50","63","91","0","0","0",,"7","5","8","6","9","14","10","5","8","0","8","6","14","13","11","19","14","7","13","0","Handicap (Flat - AW)","Non-Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Non-Handicap (Flat - Turf)","Maiden (Flat - Turf)","Maiden (Flat - Turf)","Maiden (Flat - Turf)","n/a","62",,"0",,"62",,,,,,
"13:40:00","Bath","17","6","Lukla","55",,"56","56","0","0","0","0","0","0","0","0","-1","53","45","0","0","0",,,,,,"61","52","0","0","0",,,,,,"70","59","0","0","0",,,,,,"54","59","0","0","0",,,,,,"4","4","13","7","10","0","0","0","0","0","8","8","15","8","18","0","0","0","0","0","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","56",,"56",,,,,,,,
"13:40:00","Bath","17","5","Ma Famille (IRE)","55",,"0","0","0","0","0","0","0","0","0","0","55","0","0","0",,,,,,,,"17","35","12",,,,,,,,"68","75","78",,,,,,,,"0","75","0",,,,,,,,"2","3","13","0","0","0","0","0","0","0","7","10","13","0","0","0","0","0","0","0","Maiden (Flat - AW)","Maiden (Flat - AW)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0",,"0",,"0",,,,,,
"13:40:00","Bath","17","4","Mintana","55","52","56","56","52","52","47","49","51","51","53","0","-1","56","46","49","46","22","45","46","46","53","0","62","57","52","53","42","60","51","52","65","15","67","62","57","59","50","67","56","57","72","72","65","52","52","59","47","65","52","52","70","69","5","4","1","5","1","13","3","6","4","11","8","11","6","10","4","17","8","11","7","14","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Non-Handicap (Flat - AW)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Maiden (Flat - AW)","56","52","51",,"56","52",,,,,
"13:40:00","Bath","17","14","Ok Pal","52","48","52","48","50","50","52","53","52","0","0","0","-1","48","46","49","32","41","52","45","0","0","0","53","50","52","45","48","57","51","31","13","11","57","55","57","50","54","60","54","76","89","79","56","48","52","47","54","59","52","72","0","0","4","1","4","3","4","6","2","5","11","7","8","8","6","7","10","14","12","9","13","7","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Non-Handicap (Flat - AW)","Non-Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Novices (Flat - AW)","Novices (Flat - AW)","Novices (Flat - Turf)","53","48","0",,"53","48",,,,,
"13:40:00","Bath","17","8","Regal Glory (IRE)","53","50","53","53","53","50","51","52","0","0","0","0","0","46","50","46","45","45","45","0","0","0",,"50","56","60","55","59","51","16","15","0",,"56","60","65","62","65","54","71","73","0",,"46","60","64","50","63","52","0","0","0",,"4","4","3","1","4","4","7","6","7","0","11","8","11","11","11","12","9","10","10","0","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - AW)","Novices (Flat - AW)","Novices (Flat - AW)","Novices (Flat - AW)","n/a","53","50",,,"53","50",,,,,
"13:40:00","Bath","17","16","Tranquillity","51",,"54","0","0","0","0","0","0","0","0","0","-3","45","0","0","0",,,,,,,"60","0","0","0",,,,,,,"67","0","0","0",,,,,,,"65","0","0","0",,,,,,,"12","8","4","11","0","0","0","0","0","0","17","10","12","12","0","0","0","0","0","0","Handicap Nursery (Flat - Turf)","Maiden (Flat - Turf)","Novices (Flat - Turf)","Maiden (Flat - AW)","n/a","n/a","n/a","n/a","n/a","n/a","54",,"54",,"0",,,,,,
"13:40:00","Bath","17","1","Twayblade","55",,"57","60","0","0","0","0","0","0","0","0","-5","46","47","0","0","0",,,,,,"56","57","18","0","0",,,,,,"62","60","89","0","0",,,,,,"46","60","73","0","0",,,,,,"8","8","7","6","11","0","0","0","0","0","11","10","9","9","12","0","0","0","0","0","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","Novices (Flat - AW)","Novices (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","60",,"0",,"60",,,,,,
"13:40:00","Bath","17","10","Wrenegade Lad (IRE)","52",,"56","0","0","0","0","0","0","0","0","0","-4","46","0","0","0",,,,,,,"54","0","7","5",,,,,,,"62","0","66","62",,,,,,,"57","0","0","62",,,,,,,"11","7","9","12","0","0","0","0","0","0","11","15","10","13","0","0","0","0","0","0","Handicap (Flat - AW)","Novices (Flat - Turf)","Maiden (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","56",,"0",,"56",,,,,,
"13:40:00","Bath","17","2","Zous Baby","55",,"55","0","0","0","0","0","0","0","0","0","0","45","0","0","0",,,,,,,"55","7","0","13",,,,,,,"62","66","0","75",,,,,,,"58","66","0","0",,,,,,,"9","7","6","5","0","0","0","0","0","0","9","9","11","6","0","0","0","0","0","0","Handicap Nursery (Flat - AW)","Maiden (Flat - Turf)","Novices (Flat - AW)","Maiden (Flat - AW)","n/a","n/a","n/a","n/a","n/a","n/a","55",,"0",,"55",,,,,,
"14:15:00","Bath","17","5","Alaskan Jewel (IRE)","66","65","67","65","65","66","67","67","65","67","69","72","-6","59","46","53","47","63","58","46","0","55","0","66","57","65","60","68","65","61","38","67","42","69","65","71","71","70","71","66","83","77","75","66","65","71","67","68","58","65","0","73","74","7","1","8","3","12","3","1","3","5","3","7","9","8","8","12","7","9","9","10","7","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Seller (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Novices (Flat - AW)","Handicap Nursery (Flat - Turf)","Non-Handicap (Flat - Turf)","72","65","72","65","67","65",,,,,
"14:15:00","Bath","17","10","Autumn Angel (IRE)","62","59","62","59","59","60","59","60","60","61","61","67","-5","54","46","55","46","46","49","0","58","46","62","59","56","58","53","57","56","32","62","53","69","65","60","60","61","60","62","69","65","61","75","62","59","59","52","57","59","0","62","50","75","6","1","5","6","2","10","3","8","2","12","9","13","10","13","11","12","6","16","5","14","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Novices (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap Nursery (Flat - AW)","69","59","69",,"67","59",,,,,
"14:15:00","Bath","17","7","Bluebell Time (IRE)","65","65","67","70","70","62","70","65","66","66","63","64","-5","67","55","62","53","70","56","51","64","53","54","75","64","67","60","76","63","62","70","61","59","82","76","71","65","81","67","70","74","66","64","82","62","62","53","78","65","51","70","63","56","7","6","5","6","5","1","8","5","1","7","8","11","5","7","7","11","9","8","7","9","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","70","65","70","65","64",,,,,,
"14:15:00","Bath","17","16","Connies Rose","58","58","60","61","61","61","61","61","58","52","53","53","-3","46","58","51","52","58","48","46","52","46","52","53","62","63","60","65","60","53","58","51","56","62","65","72","66","78","67","62","62","54","62","56","62","66","65","78","55","58","52","48","62","9","5","7","3","3","3","1","1","6","2","10","16","8","7","7","10","7","6","14","7","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","61","58","61","58","60",,,,,,
"14:15:00","Bath","17","9","Enraged","63","59","62","59","57","57","54","52","52","54","56","56","1","46","58","46","46","46","46","46","45","55","45","59","64","52","50","51","53","56","51","66","53","65","72","57","57","56","58","65","57","72","60","63","59","55","52","54","52","63","45","67","55","3","1","2","2","1","1","5","8","6","3","13","10","9","10","12","8","11","16","13","19","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - Turf)","62","59","57","54","62","59",,,,,
"14:15:00","Bath","17","1","Four Adaay","70","74","72","74","75","76","77","74","73","73","74","74","-7","72","70","67","76","73","66","66","71","74","74","83","76","74","86","81","74","75","76","81","84","94","82","84","89","86","81","81","86","87","92","88","77","70","87","84","74","77","82","85","92","12","6","3","6","5","1","2","3","4","2","14","10","9","8","10","7","8","10","7","6","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","77","74","77","74","75","66",,,,,
"14:15:00","Bath","17","8","Frisky","63","67","66","68","70","70","71","74","71","71","67","68","-11","59","62","63","58","62","71","65","51","58","0","63","66","66","65","69","80","74","65","64","22","66","72","70","70","76","91","82","72","68","68","65","62","67","58","75","79","65","72","67","0","10","7","4","9","3","8","4","3","1","3","10","8","7","10","8","15","10","7","4","6","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","74","67","74","67","71",,,,,,
"14:15:00","Bath","17","4","Kensington Agent (FR)","68","66","68","66","64","62","58","57","59","62","63","65","0","64","62","62","56","46","46","46","56","63","57","69","69","67","64","55","59","57","62","68","63","74","77","72","70","61","67","65","66","75","67","66","66","64","70","58","61","56","56","63","61","3","1","1","2","1","2","5","11","3","7","8","4","7","7","8","11","8","11","5","11","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","70","66","62","0","70","66",,,,,
"14:15:00","Bath","17","11","Madame Fenella","61","58","62","62","62","62","59","59","60","58","59","60","-1","61","60","62","52","53","52","46","58","46","45","65","66","71","61","60","59","54","65","57","54","70","70","77","65","65","64","62","72","62","60","65","69","77","52","53","55","46","58","57","58","11","4","5","2","5","2","8","1","3","4","11","10","11","10","7","8","11","8","10","13","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - AW)","62","58","62",,"62","58",,,,,
"14:15:00","Bath","17","6","Mary Of Modena","65","63","65","65","63","64","65","60","56","57","62","64","0","60","46","48","52","60","46","46","0","0","54","67","58","57","59","71","53","60","34","30","65","72","65","67","64","77","62","67","65","62","70","68","49","63","55","72","60","56","0","0","70","3","9","1","6","3","1","1","5","5","7","9","9","8","8","9","10","12","9","6","9","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Maiden (Flat - AW)","Maiden (Flat - AW)","Handicap (Flat - AW)","65","63","65","63","65",,,,,,
"14:15:00","Bath","17","17","Red Allure","56","55","57","55","56","56","51","51","44","46","45","46","-1","46","46","46","46","46","46","44","46","45","46","57","54","57","55","53","51","48","55","49","51","65","61","71","62","64","55","50","67","53","55","63","55","47","54","51","50","44","60","48","51","9","1","5","4","1","5","1","2","6","3","12","13","11","10","10","12","7","9","8","14","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","57","55","56","55","57","51",,,,,
"14:15:00","Bath","17","14","Rhubarb","60","58","62","62","62","62","62","62","58","53","48","49","-2","46","61","62","52","58","62","58","49","46","46","55","72","67","60","68","69","66","54","51","49","62","80","71","67","77","76","77","61","54","53","58","67","62","52","64","68","58","53","48","49","9","14","3","4","6","2","1","1","1","4","9","14","5","10","8","3","7","9","14","12","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","62","58","62","58","62",,,,,,
"14:15:00","Bath","17","3","Sarahs Verse","70","71","73","75","75","76","77","77","75","76","71","72","-7","61","61","62","68","71","61","60","69","55","58","71","75","70","73","74","71","70","75","67","68","76","82","76","76","77","77","77","78","74","75","76","74","72","74","73","73","70","69","71","58","7","9","3","5","9","3","2","3","1","9","7","9","12","6","14","7","11","4","10","12","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","77","71","77","71","77","70",,,,,
"14:15:00","Bath","17","13","Shesadabber","60","54","60","60","58","58","54","54","53","54","54","49","0","46","46","51","46","45","50","46","46","46","46","53","54","62","54","49","55","51","53","53","49","60","62","70","61","54","62","57","58","60","53","53","46","68","55","54","52","57","52","60","49","2","5","2","6","1","2","2","4","4","1","12","13","12","13","10","9","8","8","9","12","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","60","54","60","54","53",,,,,,
"14:15:00","Bath","17","12","Show Compassion","60",,"60","62","0","0","0","0","0","0","0","0","-2","51","56","0","0","0",,,,,,"57","60","52","22","16",,,,,,"62","65","67","74","70",,,,,,"62","59","64","74","70",,,,,,"2","6","3","2","5","0","0","0","0","0","10","9","5","6","11","0","0","0","0","0","Handicap (Flat - AW)","Handicap (Flat - AW)","Novices (Flat - AW)","Maiden (Flat - AW)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","62",,"0",,"62",,,,,,
"14:15:00","Bath","17","2","Sows (IRE)","70","0","74","77","79","80","73","75","77","79","0","0","-10","70","61","70","64","73","71","71","0","0","0","73","71","77","74","88","75","80","54","0","0","74","81","81","81","100","79","92","86","0","0","74","77","80","73","95","79","85","86","0","0","5","7","4","3","5","7","4","6","14","1","5","8","7","11","15","11","13","6","15","11","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Maiden (Flat - Turf)","80","0","80","0",,,,,,,
"14:15:00","Bath","17","15","Un Bacio Ancora (IRE)","60",,"61","61","65","56","56","64","65","65","67","71","-11","52","47","0","47","0","58","0","53","0","0","58","54","43","53","37","70","18","63","34","23","63","65","65","64","71","84","72","68","78","71","57","54","63","64","65","74","72","60","0","55","8","3","3","4","2","10","5","12","3","8","14","13","8","13","7","11","15","12","13","17","Handicap (Flat - AW)","Handicap (Flat - AW)","Maiden (Flat - AW)","Handicap (Flat - AW)","Maiden (Flat - AW)","Handicap (Flat - Turf)","Maiden (Flat - Turf)","Handicap (Flat - Turf)","Maiden (Flat - Turf)","Maiden (Flat - Turf)","71",,"71",,"65",,,,,,
