time,track,number_of_runners,CardNo,horse_name,todayor,lastwinoffrat,offratlr,offrat2,offrat3,offrat4,offrat5,offrat6,offrat7,offrat8,offrat9,offrat10,ormove10,minlr,min2,min3,min4,min5,min6,min7,min8,min9,min10,avglr,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,maxlr,max2,max3,max4,max5,max6,max7,max8,max9,max10,winlr,win2,win3,win4,win5,win6,win7,win8,win9,win10,placing1,placing2,placing3,placing4,placing5,placing6,placing7,placing8,placing9,placing10,runnerslr,runners2,runners3,runners4,runners5,runners6,runners7,runners8,runners9,runners10,racetypelr,racetype2,racetype3,racetype4,racetype5,racetype6,racetype7,racetype8,racetype9,racetype10,highor,highwinor,highflator,highflatwinor,highawor,highawwinor,highhurdleor,highhurdlewinor,highchaseor,highchasewinor,
"13:50:00","Ascot","9","1","Breege","92","0","0","0","0","0","0","0","0","0","0","0","92","0","0",,,,,,,,,"0","0",,,,,,,,,"0","0",,,,,,,,,"0","0",,,,,,,,,"2","1","0","0","0","0","0","0","0","0","4","7","0","0","0","0","0","0","0","0","Non-Handicap (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0",,,,,,,
"13:50:00","Ascot","9","2","Cuban Mistress","90","0","84","84","0","0","0","0","0","0","0","0","6","84","0","0","0","0",,,,,,"92","59","0","0","0",,,,,,"102","93","0","0","0",,,,,,"102","93","0","0","0",,,,,,"2","2","2","1","6","0","0","0","0","0","6","3","12","9","9","0","0","0","0","0","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","Non-Handicap (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","84","0","84","0",,,,,,,
"13:50:00","Ascot","9","3","Glenlaurel (IRE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,"0",,,,,,,,,,"0",,,,,,,,,,"0",,,,,,,,,,"1","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0",,,,,,,
"13:50:00","Ascot","9","4","Kinta (IRE)","90","0","0","0","0","0","0","0","0","0","0","0","90","0","0",,,,,,,,,"0","0",,,,,,,,,"0","0",,,,,,,,,"0","0",,,,,,,,,"1","1","0","0","0","0","0","0","0","0","9","9","0","0","0","0","0","0","0","0","Novices (Flat - AW)","Novices (Flat - AW)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0",,,"0","0",,,,,
"13:50:00","Ascot","9","5","Lezoo","101","0","97","0","0","0","0","0","0","0","0","0","4","90","0","0",,,,,,,,"96","38","0",,,,,,,,"104","91","0",,,,,,,,"98","0","0",,,,,,,,"2","1","1","0","0","0","0","0","0","0","6","11","12","0","0","0","0","0","0","0","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","97","0","97","0",,,,,,,
"13:50:00","Ascot","9","6","Minnetonka (IRE)","88","0","0","0","0","0","0","0","0","0","0","0","88","0","0",,,,,,,,,"38","0",,,,,,,,,"91","0",,,,,,,,,"0","0",,,,,,,,,"5","1","0","0","0","0","0","0","0","0","11","8","0","0","0","0","0","0","0","0","Non-Handicap (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0",,,,,,,
"13:50:00","Ascot","9","7","Omniqueen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,"0","0",,,,,,,,,"0","0",,,,,,,,,"0","0",,,,,,,,,"12","1","0","0","0","0","0","0","0","0","21","5","0","0","0","0","0","0","0","0","Non-Handicap (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0",,,,,,,
"13:50:00","Ascot","9","8","Palm Lily (IRE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,"0",,,,,,,,,,"0",,,,,,,,,,"0",,,,,,,,,,"1","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","Maiden (Flat - AW)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0",,,"0","0",,,,,
"13:50:00","Ascot","9","9","Royal Charter","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,"0",,,,,,,,,,"0",,,,,,,,,,"0",,,,,,,,,,"1","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0",,,,,,,
"14:25:00","Ascot","9","4","Eidikos","93","0","93","93","91","91","85","0","0","0","0","0","0","83","84","0","0","74","0","0",,,,"92","93","76","77","84","58","15",,,,"104","104","102","100","94","102","62",,,,"104","93","91","100","93","91","0",,,,"3","8","4","4","2","5","1","0","0","0","12","12","12","12","11","11","8","0","0","0","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Handicap Nursery (Flat - Turf)","Non-Handicap (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","93","0","93","0",,,,,,,
"14:25:00","Ascot","9","5","Jumbly","105","100","104","100","93","0","0","0","0","0","0","0","1","0","0","0","0","0",,,,,,"67","77","85","20","0",,,,,,"111","100","104","81","0",,,,,,"111","100","100","0","0",,,,,,"2","1","4","1","1","0","0","0","0","0","12","12","9","4","8","0","0","0","0","0","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Novices (Flat - AW)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","104","100","104","100","0","0",,,,,
"14:25:00","Ascot","9","6","Kind Gesture","92","0","0","0","0","0","0","0","0","0","0","0","92","0","0","0",,,,,,,,"6","7","0",,,,,,,,"74","73","0",,,,,,,,"0","0","0",,,,,,,,"1","1","2","0","0","0","0","0","0","0","12","11","9","0","0","0","0","0","0","0","Novices (Flat - Turf)","Novices (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0",,,,,,,
"14:25:00","Ascot","9","1","Novemba (GER)","110",,"113","115","0","0","0","0","0","0","0","0","-5","97","97",,,,,,,,,"108","107",,,,,,,,,"115","115",,,,,,,,,"115","110",,,,,,,,,"4","4","0","0","0","0","0","0","0","0","7","11","0","0","0","0","0","0","0","0","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","115",,"115",,,,,,,,
"14:25:00","Ascot","9","7","Oscula (IRE)","103","104","104","104","104","105","104","100","0","0","0","0","-2","97","78","83","0","0","0","0","0","0","0","103","94","92","83","85","82","0","0","0","0","110","106","104","107","104","105","0","0","0","0","110","100","104","107","100","105","0","0","0","0","3","2","1","2","3","4","3","1","1","3","7","7","12","7","9","8","15","10","9","10","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Maiden (Flat - Turf)","Novices (Flat - AW)","105","104","105","104","0",,,,,,
"14:25:00","Ascot","9","2","Romantic Rival (IRE)","89","85","85","85","85","0","0","0","0","0","0","0","4","68","85","77",,,,,,,,"80","102","89",,,,,,,,"87","109","101",,,,,,,,"85","109","101",,,,,,,,"1","6","7","0","0","0","0","0","0","0","8","6","7","0","0","0","0","0","0","0","Handicap (Flat - AW)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - AW)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85","85","85",,"85","85",,,,,
"14:25:00","Ascot","9","3","Serenading","87","82","86","87","88","90","90","90","88","82","82","79","-3","86","77","83","73","86","75","69","70","74","67","94","89","90","84","91","86","78","81","81","75","104","101","102","90","97","96","88","89","87","81","104","90","102","90","86","82","80","82","75","79","5","17","4","2","5","5","2","1","4","1","8","20","9","3","7","14","5","5","9","12","Non-Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","90","82","88",,"90","82",,,,,
"14:25:00","Ascot","9","8","Snooze N You Lose (FR)","99","93","99","93","87","89","0","0","0","0","0","0","0","83","84","72","0","0","0","0",,,,"92","93","81","77","59","7","0",,,,"104","104","88","100","102","75","0",,,,"104","93","88","100","94","0","0",,,,"6","1","2","7","8","1","9","0","0","0","12","12","11","12","14","11","12","0","0","0","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Maiden (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","99","93","99","93",,,,,,,
"14:25:00","Ascot","9","9","Zanbaq (IRE)","105","99","99","99","0","0","0","0","0","0","0","0","6","78","0","0","0",,,,,,,"87","17","84","0",,,,,,,"99","99","111","0",,,,,,,"98","99","97","0",,,,,,,"2","1","3","1","0","0","0","0","0","0","28","6","6","14","0","0","0","0","0","0","Handicap (Flat - Turf)","Novices (Flat - Turf)","Non-Handicap (Flat - Turf)","Novices (Flat - AW)","n/a","n/a","n/a","n/a","n/a","n/a","99","99","99","99","0","0",,,,,
"15:00:00","Ascot","22","1","Accidental Agent","112","104","112","112","109","104","105","107","107","107","107","107","0","88","106","85","87","86","101","98","107","101","104","98","115","96","94","94","105","102","112","106","109","112","125","109","104","105","111","107","117","110","115","101","125","97","104","97","109","103","117","110","110","7","7","2","1","8","18","6","6","2","7","18","7","27","6","18","20","16","7","3","10","Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","116","109","116","109","110","85",,,,,
"15:00:00","Ascot","22","14","Air To Air","95","91","91","89","89","89","81","81","81","74","66","0","4","79","70","75","89","71","0","65","64","49","0","84","81","81","95","77","10","76","68","64","0","91","90","89","103","81","81","81","74","72","0","91","90","82","99","81","81","80","68","68","0","1","2","7","9","1","1","4","2","2","4","5","9","12","29","12","8","11","10","12","12","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Novices (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap Nursery (Flat - Turf)","Novices (Flat - AW)","91","91","91","91","81",,,,,,
