time,track,number_of_runners,CardNo,horse_name,todayor,lastwinoffrat,offratlr,offrat2,offrat3,offrat4,offrat5,offrat6,offrat7,offrat8,offrat9,offrat10,ormove10,minlr,min2,min3,min4,min5,min6,min7,min8,min9,min10,avglr,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,maxlr,max2,max3,max4,max5,max6,max7,max8,max9,max10,winlr,win2,win3,win4,win5,win6,win7,win8,win9,win10,placing1,placing2,placing3,placing4,placing5,placing6,placing7,placing8,placing9,placing10,runnerslr,runners2,runners3,runners4,runners5,runners6,runners7,runners8,runners9,runners10,racetypelr,racetype2,racetype3,racetype4,racetype5,racetype6,racetype7,racetype8,racetype9,racetype10,highor,highwinor,highflator,highflatwinor,highawor,highawwinor,highhurdleor,highhurdlewinor,highchaseor,highchasewinor,
"14:18:00","Carlisle","12","1","Aldbourne (IRE)","62","62","64","66","68","70","71","77","62","62","63","65","-15","62","64","61","65","51","59","46","58","47","53","67","67","71","72","65","69","54","62","60","63","72","70","79","76","72","77","62","65","67","70","68","64","79","72","61","59","62","62","61","54","3","7","6","9","6","8","1","1","5","9","11","8","8","12","12","14","9","16","10","13","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","77","62","77","62","72",,"98",,,,
"14:18:00","Carlisle","12","8","Annandale (IRE)","59","83","59","61","65","66","65","66","66","67","71","75","-16","46","57","59","53","53","51","46","54","71","64","53","65","63","61","67","63","59","64","82","73","62","70","67","70","74","70","67","68","90","77","57","70","65","55","66","70","64","67","90","73","4","7","9","8","2","4","3","5","14","8","12","8","9","10","11","6","6","12","15","10","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","85","83","85","83","84","74",,,,,
"14:18:00","Carlisle","12","2","Ballsbridge (USA)","62",,"61","61","62","62","68","72","0","0","0","0","-10","46","54","46","46","58","69","0","0","0",,"53","60","55","55","65","71","12","5","6",,"61","62","62","62","70","72","71","75","74",,"48","62","55","46","64","71","0","0","0",,"2","7","6","2","12","9","3","2","4","0","8","14","8","13","12","9","6","16","12","0","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Novices (Flat - AW)","Maiden (Flat - Turf)","Maiden (Flat - Turf)","n/a","72",,"68",,"72",,,,,,
"14:18:00","Carlisle","12","11","Bingley Crocker (IRE)","46",,"46","46","48","51","52","55","62","65","68","69","-23","46","46","46","51","46","51","0","51","67","62","60","53","51","65","49","58","47","62","68","69","66","57","57","72","55","67","73","68","70","72","62","57","52","67","55","67","58","62","70","67","8","9","8","6","5","11","4","7","12","4","13","11","12","8","9","11","5","9","12","12","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Novices (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","71",,"71",,"69",,"0",,,,
"14:18:00","Carlisle","12","10","Cage Rattler (IRE)","49","48","51","55","55","55","48","48","47","47","0","0","-6","46","46","48","47","47","47","47","47","0","0","51","53","61","58","54","53","54","56","25","15","53","58","69","65","63","65","64","63","77","74","53","58","67","63","48","47","55","59","68","0","5","4","13","10","1","8","2","9","13","12","6","5","14","14","11","27","16","14","14","13","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Maiden (Flat - AW)","Maiden (Flat - AW)","55","48","55","48","47",,,,,,
"14:18:00","Carlisle","12","7","Darbucks (IRE)","59","58","60","61","60","59","59","59","56","56","54","54","-2","53","56","59","46","52","51","46","46","46","52","57","66","63","59","61","62","53","59","59","59","60","72","67","67","67","71","59","66","67","65","54","70","62","64","52","54","52","66","60","63","5","9","2","2","3","5","2","2","2","4","10","10","10","13","11","11","10","10","8","15","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","61","58","61","58","60",,,,,,
"14:18:00","Carlisle","12","12","Gaazooo (IRE)","46",,"46","46","40","43","45","45","48","51","53","0","-7","46","46","0","0","45","42","45","45","50","0","51","50","58","43","53","49","48","50","55","6","55","57","76","70","59","54","52","57","62","75","54","52","76","0","59","45","51","46","51","0","7","10","7","7","14","UR","7","9","6","10","8","11","9","7","14","12","10","10","10","12","Handicap (Flat - Turf)","Handicap Seller (Flat - Turf)","Seller (Flat - Turf)","Maiden (Flat - Turf)","Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Novices (Flat - AW)","53",,"53",,"0",,"75",,,,
"14:18:00","Carlisle","12","3","Isle of Wolves","61","66","60","59","56","57","58","59","60","60","60","61","0","46","46","46","51","51","52","59","51","46","57","55","52","52","56","56","57","60","57","56","64","62","59","60","59","60","64","62","60","60","68","58","46","60","57","59","55","61","57","57","60","2","2","2","5","4","4","3","2","2","6","11","13","12","8","10","11","8","11","7","11","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","78","66","72","66","78",,"108",,,,
"14:18:00","Carlisle","12","4","Jumeira Vision (IRE)","61","58","62","63","63","58","55","52","57","59","61","62","-2","46","47","51","46","46","48","56","54","45","56","60","61","60","53","56","59","63","60","56","60","67","65","65","58","66","67","68","62","64","62","67","65","64","58","55","52","61","62","57","56","7","4","5","1","1","1","8","9","6","5","12","9","9","5","7","13","13","11","11","7","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","64","62","63","58","64","62",,,,,
"14:18:00","Carlisle","12","5","King Sharja","61","57","57","54","55","57","60","63","65","69","74","76","-15","46","46","46","46","56","56","63","66","59","69","51","49","52","52","59","65","67","75","71","76","57","54","56","57","60","75","72","82","77","79","57","54","46","56","57","71","72","82","72","69","1","1","4","4","9","10","8","5","12","9","8","7","8","11","12","11","14","6","12","10","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","76","57","74","57","76",,,,,,
