time,track,number_of_runners,CardNo,horse_name,todayor,lastwinoffrat,offratlr,offrat2,offrat3,offrat4,offrat5,offrat6,offrat7,offrat8,offrat9,offrat10,ormove10,minlr,min2,min3,min4,min5,min6,min7,min8,min9,min10,avglr,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,maxlr,max2,max3,max4,max5,max6,max7,max8,max9,max10,winlr,win2,win3,win4,win5,win6,win7,win8,win9,win10,placing1,placing2,placing3,placing4,placing5,placing6,placing7,placing8,placing9,placing10,runnerslr,runners2,runners3,runners4,runners5,runners6,runners7,runners8,runners9,runners10,racetypelr,racetype2,racetype3,racetype4,racetype5,racetype6,racetype7,racetype8,racetype9,racetype10,highor,highwinor,highflator,highflatwinor,highawor,highawwinor,highhurdleor,highhurdlewinor,highchaseor,highchasewinor,
"13:20:00","Brighton","5","4","Glamorous Force","56","60","58","60","62","61","62","62","62","62","63","63","-7","46","46","45","46","55","53","52","57","51","58","59","53","52","54","61","64","61","65","63","66","63","60","62","61","65","72","65","69","70","70","62","46","55","61","65","72","60","68","66","70","7","7","5","6","3","3","4","4","7","8","7","8","9","12","11","10","9","10","10","9","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","63","60","62","56","63","60",,,,,
"13:20:00","Brighton","5","3","Minhaaj (IRE)","58","80","60","62","65","67","69","70","71","72","72","72","-14","46","49","46","61","60","60","68","68","60","57","56","58","57","73","66","68","75","74","70","66","65","68","65","82","71","75","82","80","75","72","47","68","59","74","69","68","79","75","74","64","4","3","7","16","8","4","4","5","4","2","8","6","7","19","10","6","8","8","5","5","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","82","82","82","80","82","82",,,,,
"13:20:00","Brighton","5","1","Porfin (IRE)","62","60","63","63","63","63","64","64","64","65","65","65","-3","55","58","46","54","55","46","45","52","63","54","63","65","57","60","61","62","58","59","64","61","71","69","65","67","65","67","64","65","65","66","69","58","63","64","65","59","57","52","65","64","5","5","2","8","4","6","3","9","7","2","10","7","10","8","11","9","8","11","11","10","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - AW)","68","60","68",,"68","60",,,,,
"13:20:00","Brighton","5","6","Sapphires Moon","50","50","50","52","55","58","60","61","61","62","59","60","-12","25","52","46","46","56","61","55","62","45","46","45","57","52","59","63","67","62","69","53","53","50","62","62","63","67","70","65","76","61","60","50","62","58","62","65","68","59","69","52","60","1","6","10","5","7","9","3","5","2","2","9","9","14","7","11","11","12","8","9","10","Non-Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - AW)","63","50","63","50","61",,,,,,
"13:20:00","Brighton","5","2","Secret Handsheikh","60","73","61","61","63","66","69","80","73","73","76","85","-25","51","52","63","56","64","70","73","46","70","43","61","63","73","68","68","80","84","61","75","66","70","70","82","75","72","92","96","73","80","85","70","63","77","64","68","73","82","73","75","85","4","3","6","6","6","12","12","1","4","1","7","9","11","13","10","12","12","5","5","7","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Claimer (Flat - Turf)","Handicap (Flat - Turf)","Claimer (Flat - AW)","88","85","85","73","88","85",,,,,
"13:50:00","Brighton","4","2","Betweenthesticks","75",,"76","0","0","0","0","0","0","0","0","0","-1","63","0","0","0","0","0","0",,,,"74","0","0","0","0","0","0",,,,"83","0","0","0","0","0","0",,,,"83","0","0","0","0","0","0",,,,"6","3","7","2","2","3","4","0","0","0","6","10","7","8","13","7","9","0","0","0","Handicap Nursery (Flat - Turf)","Novices (Flat - AW)","Maiden (Flat - Turf)","Maiden (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","76",,"76",,"0",,,,,,
"13:50:00","Brighton","4","3","Gottaifan","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,"15","10",,,,,,,,,"72","87",,,,,,,,,"69","87",,,,,,,,,"7","5","0","0","0","0","0","0","0","0","14","9","0","0","0","0","0","0","0","0","Maiden (Flat - AW)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0",,"0",,"0",,,,,,
"13:50:00","Brighton","4","4","Outland Mission (IRE)","0",,,"0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",,,,,,,,,,,
"13:50:00","Brighton","4","1","Whistle And Flute (IRE)","82","0","88","0","0","0","0","0","0","0","0","0","-6","0","0","0","0","0",,,,,,"12","0","0","0","0",,,,,,"88","0","0","0","0",,,,,,"0","0","0","0","0",,,,,,"8","24","7","2","1","0","0","0","0","0","14","24","7","5","9","0","0","0","0","0","Novices (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","88","0","88","0",,,,,,,
"14:20:00","Brighton","11","8","Batchelor Boy (IRE)","72","70","73","73","70","72","73","74","75","73","74","74","-3","66","73","67","68","69","57","74","72","68","67","76","78","72","72","70","67","78","73","75","76","82","81","76","75","73","74","82","75","82","82","66","79","70","68","69","68","80","73","79","82","7","5","1","7","6","4","3","1","7","3","8","5","8","9","7","7","5","4","8","7","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","84","77","84","73","82","77",,,,,
