time,track,number_of_runners,CardNo,horse_name,todayor,lastwinoffrat,offratlr,offrat2,offrat3,offrat4,offrat5,offrat6,offrat7,offrat8,offrat9,offrat10,ormove10,minlr,min2,min3,min4,min5,min6,min7,min8,min9,min10,avglr,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,maxlr,max2,max3,max4,max5,max6,max7,max8,max9,max10,winlr,win2,win3,win4,win5,win6,win7,win8,win9,win10,placing1,placing2,placing3,placing4,placing5,placing6,placing7,placing8,placing9,placing10,runnerslr,runners2,runners3,runners4,runners5,runners6,runners7,runners8,runners9,runners10,racetypelr,racetype2,racetype3,racetype4,racetype5,racetype6,racetype7,racetype8,racetype9,racetype10,highor,highwinor,highflator,highflatwinor,highawor,highawwinor,highhurdleor,highhurdlewinor,highchaseor,highchasewinor,
"16:40:00","Carlisle","7","6","Cheyenne Nation (IRE)","59",,"0","0","0","0","0","0","0","0","0","0","59","0","0","0",,,,,,,,"7","0","0",,,,,,,,"91","0","0",,,,,,,,"91","0","0",,,,,,,,"13","9","7","0","0","0","0","0","0","0","14","15","18","0","0","0","0","0","0","0","Novices (Flat - Turf)","Novices (Flat - Turf)","Maiden (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0",,"0",,,,,,,,
"16:40:00","Carlisle","7","2","Dixiedoodledragon (IRE)","62","56","56","61","64","0","0","0","0","0","0","0","-2","52","53","56","0","0","0",,,,,"58","64","64","0","0","0",,,,,"64","72","69","0","0","0",,,,,"56","71","64","0","0","0",,,,,"1","6","9","4","5","5","0","0","0","0","7","8","9","9","6","5","0","0","0","0","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","64","56","64","56",,,,,,,
"16:40:00","Carlisle","7","3","Dont Fight It (IRE)","61","57","61","62","63","57","0","0","0","0","0","0","-2","52","53","55","45","0","0","0",,,,"58","59","59","56","0","0","0",,,,"64","66","65","62","0","0","0",,,,"56","60","55","57","0","0","0",,,,"2","3","4","1","4","12","3","0","0","0","7","9","6","8","6","15","6","0","0","0","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Seller (Flat - Turf)","Non-Handicap (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","63","57","63","57",,,,,,,
"16:40:00","Carlisle","7","4","Howyadoin (IRE)","60",,"58","60","60","0","0","0","0","0","0","0","0","53","48","60","0","0","0","0",,,,"59","57","71","0","0","0","0",,,,"66","60","79","0","0","0","0",,,,"60","54","68","0","0","0","0",,,,"9","2","4","4","5","9","5","0","0","0","9","7","4","8","11","13","11","0","0","0","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","60",,"60",,"60",,,,,,
"16:40:00","Carlisle","7","8","Majil (IRE)","47",,"48","48","50","0","0","0","0","0","0","0","-3","45","48","45","0","0","0",,,,,"52","57","56","0","0","0",,,,,"59","60","62","0","0","0",,,,,"59","54","57","0","0","0",,,,,"6","3","5","7","7","5","0","0","0","0","8","7","8","9","8","5","0","0","0","0","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - AW)","Handicap Nursery (Flat - Turf)","Novices (Flat - Turf)","Maiden (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","50",,"50",,"48",,,,,,
"16:40:00","Carlisle","7","5","Mystical Dreams (IRE)","59",,"0","0","0","0","0","0","0","0","0","0","59","0","0","0",,,,,,,,"18","5","0",,,,,,,,"75","62","0",,,,,,,,"66","62","0",,,,,,,,"3","2","4","0","0","0","0","0","0","0","8","13","6","0","0","0","0","0","0","0","Maiden (Flat - AW)","Novices (Flat - Turf)","Novices (Flat - AW)","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0",,"0",,"0",,,,,,
"16:40:00","Carlisle","7","1","Stormy Pearl","62","55","63","63","55","0","0","0","0","0","0","0","-1","62","53","55","0","0","0",,,,,"70","64","59","0","0","0",,,,,"77","72","65","0","0","0",,,,,"74","71","55","0","0","0",,,,,"4","4","1","6","10","9","0","0","0","0","7","8","6","13","11","10","0","0","0","0","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Handicap Nursery (Flat - Turf)","Maiden (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","63","55","63","55",,,,,,,
"17:15:00","Carlisle","12","12","Canaria Prince","60","56","56","52","52","52","49","49","49","50","47","47","4","46","46","45","48","44","46","46","46","45","46","52","55","52","56","48","51","51","54","53","57","57","62","58","66","50","56","55","62","74","65","56","52","53","66","44","49","51","60","48","54","1","1","6","3","2","1","4","4","2","3","8","5","11","9","7","11","20","11","7","16","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Non-Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","56","56","56","56",,,,,,,
"17:15:00","Carlisle","12","11","Dream Deal","62",,"62","59","0","0","0","0","0","0","0","0","0","46","55","0","0","0",,,,,,"55","59","25","7","6",,,,,,"62","62","75","73","80",,,,,,"54","62","75","0","80",,,,,,"3","2","3","10","12","0","0","0","0","0","10","6","3","11","13","0","0","0","0","0","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","Novices (Flat - Turf)","n/a","n/a","n/a","n/a","n/a","62",,"62",,,,,,,,
"17:15:00","Carlisle","12","2","Glorious Rio (IRE)","70","63","68","63","66","69","69","70","70","70","73","74","-4","64","51","61","62","55","51","66","62","69","74","76","63","72","70","63","64","76","73","79","82","86","70","80","77","70","70","85","82","84","90","86","63","67","75","70","64","85","62","84","80","4","1","18","6","7","9","5","3","7","9","13","11","20","11","11","12","8","13","9","12","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - AW)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","Handicap (Flat - Turf)","76","69","76","63","76","69",,,,,
