Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","1","Dambonnay (IRE)","5","Best, J A","0","Poulton, Camilla","0","0","156","100.00","'0","605",,"Hallowed Crown (AUS)","Encore Du Cristal (USA)","Gelding",,"0","National Hunt","NH Flat","Twelfth","0","3520","3520","0","0","0","0","Kempton","0",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","2","Fixed Wing (IRE)","5","Kendrick, Max J P","0","Killahena, David / Mcpherson, Graeme","0","0","156","33.00","none",,,"Gamut (IRE)","Final Run (IRE)","Gelding",,"0","National Hunt","NH Flat","No Run","0","3520","0","0","0","0","0",,"0",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","3","Id Go Maniac (FR)","4","Cannon, Tom J","0","King, A","0","0","156","7.50","none",,,"Bow Creek (IRE)","Saint Goustan (FR)","Gelding",,"0","National Hunt","NH Flat","No Run","0","3520","0","0","0","0","0",,"0",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","4","Inspector Maigret","4","Quinlan, S M","3","Brown, Miss Harriet","0","0","156","100.00","'0","21",,"Montmartre (FR)","Mystery Drama","Gelding",,"0","National Hunt","NH Flat","Tenth","1","3520","3630","0","0","0","0","Hereford","1",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","5","Minella Miracle (IRE)","5","Reddington, Mr J","7","Gallagher, T","0","0","156","12.00","3","119",,"Getaway (GER)","Firth Of Five (IRE)","Gelding",,"0","National Hunt","NH Flat","Third","1","3520","3630","0","0","0","0","Southwell","1",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","6","Seaside Legend (IRE)","5","Frost, Bryony","0","Nicholls, P F","0","0","156","4.00","24","261",,"Adlerflug (GER)","It Gorl (GER)","Gelding",,"0","National Hunt","NH Flat","Fourth","0","3520","3850","0","0","0","0","Fontwell","2",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","7","The Glen Rovers","4","Deutsch, Charlie","0","Kent, T J","0","0","156","25.00","none",,,"Dark Angel (IRE)","Bean Feasa","Gelding",,"0","National Hunt","NH Flat","No Run","0","3520","0","0","0","0","0",,"0",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","8","Wonder King (FR)","5","Dunne, R T","0","Williams, Noel","0","0","156","66.00","'0","33",,"Creachadoir (IRE)","Walk Folie (FR)","Gelding",,"0","National Hunt","NH Flat","Tenth","1","3520","3520","0","0","0","0","Worcester","1",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","9","Ask Her Out (IRE)","5","Worsley, Tabitha","3","Rowe, R","0","0","149","66.00","none",,,"Ask","Fair And Aisey (IRE)","Mare",,"0","National Hunt","NH Flat","No Run","0","3520","0","0","0","0","0",,"0",
"2023-11-14","12:10:00","Lingfield","Weatherbys & Birdie Calendars Open NH Flat Race (GBB Race) (AWT)","2m ","16","Class 5","Standard","2614","14","Left Handed","10","By The Grace","4","Boinville, Nico","0","Henderson, N J","0","0","149","1.10","2","183",,"Blue Bresil (FR)","Handmaid","Filly",,"0","National Hunt","NH Flat","Second","1","3520","3630","0","0","0","0","Southwell","1",
