Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","1","Arniemac (IRE)","3","Halpin, G P","0","Feane, John James","1","0","134","18.00","none",,,"Fascinating Rock (IRE)","Theola (IRE)","Gelding",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","2","Cavallo Pazzo (IRE)","3","McMonagle, Dylan B","0","Doyle, Eoin","12","70","134","2.25","'042","18"," TT","Starspangledbanner (AUS)","Monaleen (IRE)","Gelding",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","3","Coolree (IRE)","3","Enright, M A","0","Lynch, Miss Jennifer Anne","13","71","134","5.00","6444","24",,"Mondialiste (IRE)","Quaich","Gelding",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","4","Derrinlaur Spender (IRE)","3","Caffrey, Adam","7","McDonagh, Eoin Joseph","9","48","134","66.00","8003839","18",,"Burwaaz","La Protagonista (IRE)","Gelding",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","5","Diamondsinthesand (IRE)","5","OShea, A","5","OShea, Mrs A M","8","60","134","40.00","386790","18"," TT","Footstepsinthesand","La Dama Boba (IRE)","Gelding",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","6","Lalechko","4","McDonogh, D P","0","Roche, Padraig","6","70","134","14.00","850","18",,"Mayson","Cool Crescendo","Gelding",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","7","Merisi Diamond (IRE)","3","Cleary, R P","0","Morgan, Ms Joanna","2","0","134","66.00","'00","18",,"Caravaggio (USA)","Lucy Diamonds (IRE)","Gelding",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","8","Echoing (IRE)","3","Crosse, Nathan","0","McCreery, W","3","0","129","6.00","663","14",,"Iffraaj","Quebee","Filly",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","9","Onemoreandaway (IRE)","3","Ryan, Gavin","0","Hanlon, John Joseph","14","0","129","28.00","none",,"Hood","Elzaam (AUS)","Onemoreandstay","Filly",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","10","Pineapple Island (IRE)","3",,"0","Kodama, Takashi","11","0","129","66.00","'09","18",,"Dandy Man (IRE)","Lambre Gris (IRE)","Filly",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","11","Second Fiddle (IRE)","3","McCullagh, N G","0","Donoghue, C P","10","0","129","66.00","'0","14",,"Fulbright","Somedaysrdiamonds","Filly",,"0","Flat","Maiden",
"2022-11-06","12:10:00","Naas","Sobac Healthy Soil soil.ie Maiden","6f ","6",,"Heavy","6638","13","Straight","12","Shining Crystal","3","Sheridan, J M","3","Murray, Adrian","7","63","129","28.00","4920998","14"," TT","Aclaim (IRE)","Tree Of Life","Filly",,"0","Flat","Maiden",
