Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","1","Carrig Cathal","12","McGivern, Mr C","7","Broad, D","0","95","168","10.00","7P80726","10"," TT","Fair Mix (IRE)","Blackwater Bay (IRE)","Gelding",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","2","Harly De Rots (FR)","6","Landers, Cathal A","0","McDonagh, Michael J","0","0","168","50.00","660U0","14",,"Falco (USA)","Rotswana (FR)","Gelding",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","3","Like Ta Ma (IRE)","6","Kennedy, B P","7","Fahey, Seamus","0","0","168","16.00","none",,"CkPc","Soldier Of Fortune (IRE)","Burnt Oil Babe (IRE)","Mare",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","4","Youralwaysdreamin (IRE)","7","Doyle, R A","0","Foley, Patrick T","0","107","162","10.00","4318400","34"," TT","Shirocco (GER)","Whatdreamsrmadeof (IRE)","Gelding","C","12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","5","Aide De Camp (IRE)","5","King, D","5","Hogan, Denis Gerard","0","102","158","3.00","464493P","15","CkPc","Soldier Of Fortune (IRE)","Give Me High Five","Gelding",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","6","Elusive Sea (IRE)","6","McGarvey, J S","0","Elliott, Gordon","0","96","158","7.50","324330P","30"," TT","Elusive Pimpernel (USA)","Sea Of Time (USA)","Mare",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","7","Female Approach (IRE)","5","Moloney, D","7","Hogan, Denis Gerard","0","99","154","22.00","3808007","14",,"Camelot","Dashing Approach","Mare",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","8","Bal De Rio (FR)","10","Donovan, Philip","5","Hogan, Denis Gerard","0","111","150","2.75","'0460686","24",,"Vertigineux (FR)","Baldoranic (FR)","Gelding","C","12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","9","Makfils (FR)","6","Fitzgerald, E A","7","Fahey, Peter","0","96","148","3.50","3407366","15"," TT","Makfi","Masaola (FR)","Gelding",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","10","Nevendon","6","Sexton, K C","0","McConnell, John C","0","0","148","6.00","4P03600","117",,"Nathaniel (IRE)","Unex Mona Lisa","Gelding",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","11","Cornhill Lass (IRE)","9","King, Alan","7","Murray, J G","0","80","146","100.00","30P9PPP","24","Blnk TT","Scorpion (IRE)","Limekiln Lass (IRE)","Mare",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:25:00","Limerick","Limerick Racecourse Claiming Hurdle","2m5f ","21",,"Soft","5042","12","Right Handed","12","Moyode Mist (IRE)","6","Brouder, Gavin","5","Nash, J A","0","80","146","66.00","'0040700","6",,"Kingston Hill","The Lady Granuaile (USA)","Mare",,"12","National Hunt","Claimer Hurdle",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","1","Farnon (IRE)","6","Austin, Edward","5","Ewart, J P L","0","0","162","33.00","none",,,"Arctic Cosmos (USA)","Arts And Music (IRE)","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","2","Heer He Goes","6","Mania, Ryan","0","Graham, Harriet/Rutherford, Gary","0","0","162","100.00","86","75",,"Heeraat (IRE)","Abbeyleix Lady (IRE)","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","3","Jack Hyde (IRE)","5","Reddington, Mr J","7","Gallagher, T","0","0","162","3.33","63","57",,"Soldier Of Fortune (IRE)","Ballinahow Tara (IRE)","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","4","Mister Moodles","5","Moscrop, Nathan","0","Menzies, Rebecca","0","0","162","10.00","none",,,"Phoenix Reach (IRE)","Sherry","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","5","Nortonthorpebanker","5","Quinlan, Sean","0","Menzies, Rebecca","0","0","162","20.00","65","364",,"Charming Thought","Scented Garden","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","6","Houxty Reiver","6","Nichol, Craig","0","Whillans, D W","0","0","155","100.00","'0","36"," TT","Black Sam Bellamy (IRE)","Izons Croft","Mare",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","7","Nulli Secundus (IRE)","6","Hurst, Dillan B","7","Corbett, Mrs Susan","0","0","155","25.00","48","36",,"Califet (FR)","Strike An Ark (IRE)","Mare",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","8","Wheres The Crumpet","5","McMenamin, Daniel","0","Thompson, D W","0","0","155","25.00","'07","24",,"Mukhadram","Jivry","Mare",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","9","Dragon Art","4","Kavanagh, Peter J","5","Thompson, D W","0","0","149","20.00","none",,,"Dragon Dancer","Zahara Joy","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","10","Highfield Prince","4","Garritty, Billy","0","Quinn, J J","0","0","149","6.00","6","21",,"Intrinsic","Miss Tree","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","11","Paddy Elvis (IRE)","4","Slevin, J J","0","Crawford, S R B","0","0","149","3.00","9","87",,"Elzaam (AUS)","Patty Paige (IRE)","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","12","Rouse (IRE)","4","Anderson, Mr A","5","Menzies, Rebecca","0","0","149","25.00","8","87",,"Australia","Snowfields (IRE)","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","13","Slugger","4","Hughes, Brian","0","Jardine, I","0","0","149","3.50","none",,"Hood","Ocovango","Dolly Boru","Gelding",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:50:00","Newcastle","Download The QuinnBet App Open Maiden NH Flat Race (GBB Race) (AWT)","2m.5f ","16.5","Class 5","Standard To Slow","2614","14","Left Handed","14","Owzthat (FR)","4","Thompson, Joshua","7","Thompson, D W","0","0","142","20.00","6","24",,"Jack Hobbs","Vics Last Stand (IRE)","Filly",,"0","National Hunt","Maiden NH Flat",
"2023-01-31","12:57:00","Limerick","Become A Member At Limerick Handicap Hurdle (80-102)","2m5f ","21",,"Soft","5042","10","Right Handed","1","Buddy One (IRE)","6","Gilligan, Jack G","7","Gilligan, Paul John","0","116","175","2.00","7061","3",,"Sans Frontieres (IRE)","Mays Magic (IRE)","Gelding",,"12","National Hunt","Handicap Hurdle",
"2023-01-31","12:57:00","Limerick","Become A Member At Limerick Handicap Hurdle (80-102)","2m5f ","21",,"Soft","5042","10","Right Handed","2","Joeswayornoway (IRE)","7","Callaghan, Mr K","7","Sheehy, E","0","100","166","10.00","3413554","14",,"Getaway (GER)","Ellens Perk (IRE)","Mare",,"12","National Hunt","Handicap Hurdle",
"2023-01-31","12:57:00","Limerick","Become A Member At Limerick Handicap Hurdle (80-102)","2m5f ","21",,"Soft","5042","10","Right Handed","3","West Of Carrig (IRE)","6","Sexton, K C","0","Croke, Peter","0","99","165","22.00","879","16",,"Westerner","Pollywollydoodle (IRE)","Gelding",,"12","National Hunt","Handicap Hurdle",
"2023-01-31","12:57:00","Limerick","Become A Member At Limerick Handicap Hurdle (80-102)","2m5f ","21",,"Soft","5042","10","Right Handed","4","Tomjackwilliam (IRE)","6",,"0","McCarthy, Eoin Christopher","0","98","164","0.00","7800231","34",,"Dylan Thomas (IRE)","Moon Storm (IRE)","Gelding","CD","12","National Hunt","Handicap Hurdle",
