Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-07-21","13:00:00","Worcester","Download The At The Races App Handicap Chase","2m4f ","20","Class 4","Good","5010","7","Left Handed","1","On Springs (IRE)","7","Morgan, Luca","3","Pauling, Ben","0","110","168","2.25","4424121","23","Blnk","Mahler","Wild Fuchsia (IRE)","Gelding",,"13",
"2022-07-21","13:00:00","Worcester","Download The At The Races App Handicap Chase","2m4f ","20","Class 4","Good","5010","7","Left Handed","2","Locks Corner (IRE)","8","ONeill, Jonjo (Jr)","0","ONeill, Jonjo","0","110","168","4.00","59P76P6","107","CkPc TT","Gold Well","Last Century (IRE)","Gelding","D","13",
"2022-07-21","13:00:00","Worcester","Download The At The Races App Handicap Chase","2m4f ","20","Class 4","Good","5010","7","Left Handed","3","London Eye (USA)","6","Moore, Jamie","0","Dwyer, C A","0","109","167","5.50","4P44432","31",,"Australia","Circle Of Life (USA)","Gelding","C","13",
"2022-07-21","13:00:00","Worcester","Download The At The Races App Handicap Chase","2m4f ","20","Class 4","Good","5010","7","Left Handed","4","Mister Sweets (IRE)","7","Twiston-Davies, Sam","0","Mulholland, N P","0","108","166","2.25","24314P2","35"," TT","Scorpion (IRE)","Fast Finisher (IRE)","Gelding",,"13",
"2022-07-21","13:00:00","Worcester","Download The At The Races App Handicap Chase","2m4f ","20","Class 4","Good","5010","7","Left Handed","5","Whispering Gypsy (IRE)","7","Skelton, Harry","0","Skelton, Daniel","0","107","165","7.50","544P23P","73",,"Beat Hollow","Thieving Gypsy (IRE)","Mare",,"13",
"2022-07-21","13:00:00","Worcester","Download The At The Races App Handicap Chase","2m4f ","20","Class 4","Good","5010","7","Left Handed","6","Decoration Of War (IRE)","7","Hammond, Charlie","0","Young, Maxwell","0","105","163","18.00","2114033","42",,"Declaration Of War (USA)","Sea Paint (IRE)","Gelding",,"13",
"2022-07-21","13:00:00","Worcester","Download The At The Races App Handicap Chase","2m4f ","20","Class 4","Good","5010","7","Left Handed","7","Touchthesoul (ITY)","7","Worsley, Tabitha","3","Davis, Miss J S","0","94","152","12.00","'PP45242","29","CkPc TT","Red Rocks (IRE)","Easy Hawk","Gelding",,"13",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","1","Recon Mission (IRE)","6","Marquand, Tom","0","Carroll, A W","3","78","140","5.50","'0500452","22",,"Kodiac","Ermine Ruby","Gelding","D","0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","2","Impeach (IRE)","4","Curtis, B A","0","Allen, C N","1","78","140","28.00","1257147","10","Blnk TT","No Nay Never (USA)","Court Circular","Gelding",,"0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","3","Han Solo Berger (IRE)","7","Dettori, L","0","Cowell, R M H","8","75","137","9.00","7890310","13","Vsor","Lord Shanakill (USA)","Dreamaway (IRE)","Gelding","D","0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","4","Nordic Glory (IRE)","3","Currie, Nicola","0","Attwater, M J","5","73","131","12.00","8131834","26",,"Cotai Glory","Norwegian Highness (FR)","Gelding","D","0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","5","Acrion (IRE)","4","Levey, S M","0","Meehan, B J","10","68","130","3.50","511","124"," TT","Dandy Man (IRE)","Dream Date (IRE)","Gelding",,"0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","6","Pablo Del Pueblo (IRE)","4","Duern, J","3","Boyle, J R","9","68","130","8.00","7633155","14",,"Kodiac","Solar Event","Gelding",,"0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","7","Saaheq","8","Shepherd, Callum","0","Perrett, Mrs A J","4","67","129","6.00","7450061","15",,"Invincible Spirit (IRE)","Brevity (USA)","Gelding","CD","0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","8","Delagate This Lord","8","Carver, William","3","Hodgson, Simon","11","64","126","12.00","2555833","14","CkPc","Delegator","Lady Filly","Gelding","D","0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","9","Street Parade","6","Haynes, Joey","0","Attwater, M J","7","62","124","7.50","8827215","22","CkPc","Swiss Spirit","Jollification (IRE)","Gelding","CD","0",
"2022-07-21","13:15:00","Sandown","Oxshott Handicap","5f ","5","Class 4","Good To Firm","5616","11","Straight","10","Beauen Arrows","3","Probert, David","0","Attwater, M J","2","65","123","14.00","25394","22",,"Brazen Beau (AUS)","Kindia (IRE)","Gelding",,"0",
