Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2023-12-19","12:10:00","Fakenham","Nar Valley Bloodhounds Maiden Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","4629","7","Left Handed","1","Ballyvaughan Bay (IRE)","6","Woods, K K","0","Jeffreys, D J","0","0","158","7.50","9","599","Hood","Fame And Glory","Roughan Daisy (IRE)","Gelding",,"11","National Hunt","Maiden Hurdle","Ninth","0","4510","3960","0","0","0","0","Punchestown","0",
"2023-12-19","12:10:00","Fakenham","Nar Valley Bloodhounds Maiden Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","4629","7","Left Handed","2","Bennettsbridge","5","Bowen, Sean P","0","Murphy, Olly","0","0","158","1.10","none",,,"Kayf Tara","Silent Waters","Gelding",,"11","National Hunt","Maiden Hurdle","No Run","0","4510","0","0","0","0","0",,"0",
"2023-12-19","12:10:00","Fakenham","Nar Valley Bloodhounds Maiden Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","4629","7","Left Handed","3","Summer Gale (IRE)","5","Scholfield, Nick","0","Hobson, Miss Clare","0","0","158","9.00","3564560","180",,"Camelot","Luas Line (IRE)","Gelding",,"11","National Hunt","Maiden Hurdle","Thirteenth","2","4510","4400","0","0","0","0","Leopardstown","3",
"2023-12-19","12:10:00","Fakenham","Nar Valley Bloodhounds Maiden Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","4629","7","Left Handed","4","Swearer (IRE)","7","Houlihan, Niall F","3","Tickle, J","0","0","158","20.00","5","384",,"Kalanisi (IRE)","Dance Cover (IRE)","Gelding",,"11","National Hunt","Maiden Hurdle","Fifth","0","4510","3520","0","0","0","0","Ludlow","0",
"2023-12-19","12:10:00","Fakenham","Nar Valley Bloodhounds Maiden Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","4629","7","Left Handed","5","West Warhorse (IRE)","5","Stevens, Miss A","5","Brookhouse, B","0","0","158","7.50","7687","24",,"Westerner","An Banog (IRE)","Gelding",,"11","National Hunt","Maiden Hurdle","Seventh","2","4510","3630","0","0","0","0","Huntingdon","4",
"2023-12-19","12:10:00","Fakenham","Nar Valley Bloodhounds Maiden Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","4629","7","Left Handed","6","Little Talks (IRE)","4","Quinlan, Jack","0","King, N B","0","0","151","28.00","'P5","17"," TT","Milan","Another Nudge (IRE)","Filly",,"11","National Hunt","Maiden Hurdle","Fifth","2","4510","4730","0","0","0","0","Doncaster","2",
"2023-12-19","12:10:00","Fakenham","Nar Valley Bloodhounds Maiden Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","4629","7","Left Handed","7","September Power (IRE)","6","Tudor, Jack","0","Wigham, M","0","0","151","2.75","1614548","13",,"Mastercraftsman (IRE)","Lisanor","Mare",,"11","National Hunt","Maiden Hurdle","Eighth","0","4510","3630","3630","0","0","6","Kempton","14",
"2023-12-19","12:20:00","Wincanton","TrustATrader Approved And Reviewed Trades People Conditional Jockeys Handicap Chase","3m1.5f ","25.5","Class 5","Good To Soft","3961","11","Right Handed","1","Sandy Brook (IRE)","8","Gordon, Mr Fred","0","Gordon, C","0","100","168","5.00","3123238","19",,"Sandmason","Lovely Lolly (IRE)","Gelding",,"21","National Hunt","Handicap Chase","Eighth","1","5610","5830","3630","0","0","1","Lingfield","1",
"2023-12-19","12:20:00","Wincanton","TrustATrader Approved And Reviewed Trades People Conditional Jockeys Handicap Chase","3m1.5f ","25.5","Class 5","Good To Soft","3961","11","Right Handed","2","Head And Heart","6","Gale, Miss Elizabeth","10","Hobbs, P J / White, J","0","100","168","7.00","6385135","41",,"Mount Nelson","Dont Stop Me Now (FR)","Mare",,"21","National Hunt","Handicap Chase","Fifth","2","5610","5390","5170","0","0","1","Chepstow","4",
"2023-12-19","12:20:00","Wincanton","TrustATrader Approved And Reviewed Trades People Conditional Jockeys Handicap Chase","3m1.5f ","25.5","Class 5","Good To Soft","3961","11","Right Handed","3","Twenty Twenty (IRE)","8","Quinn, Caoilin","3","Moore, G L","0","95","163","28.00","213FPU0","19","Vsor","Henrythenavigator (USA)","Distinctive Look (IRE)","Gelding",,"21","National Hunt","Handicap Chase","Tenth","4","5610","5830","5390","0","0","5","Lingfield","4",
"2023-12-19","12:20:00","Wincanton","TrustATrader Approved And Reviewed Trades People Conditional Jockeys Handicap Chase","3m1.5f ","25.5","Class 5","Good To Soft","3961","11","Right Handed","4","The Late Legend","10","Stones, Lewis","0","Weston, T H","0","94","162","33.00","13607PP","42","CkPc TT","Midnight Legend","Vin Rose","Gelding",,"21","National Hunt","Handicap Chase","Pulled Up","1","5610","6820","5830","0","3","3","Warwick","4",
