Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2024-09-07","13:15:00","Haydock","Best Odds On The Betfair Exchange Superior Mile Stakes (Group 3)","1m ","8","Group 3","Good","48204","7","Left Handed","1","Ciceros Gift","4","Ryan, Rossa","0","Hills, Charles","6","110","131","3.00","111717","36",,"Muhaarar","Terentia","Colt","D","0","Flat","Non-Handicap","Seventh","2","1760","1980","1870","3","1","0","Goodwood","2",
"2024-09-07","13:15:00","Haydock","Best Odds On The Betfair Exchange Superior Mile Stakes (Group 3)","1m ","8","Group 3","Good","48204","7","Left Handed","2","Holloway Boy","4","Buick, William","0","Burke, K R","7","106","131","3.50","4435233","16",,"Ulysses (IRE)","Sultry","Gelding",,"0","Flat","Non-Handicap","Third","6","1760","1760","1540","0","0","1","York","6",
"2024-09-07","13:15:00","Haydock","Best Odds On The Betfair Exchange Superior Mile Stakes (Group 3)","1m ","8","Group 3","Good","48204","7","Left Handed","3","Prague (IRE)","4","Tudhope, Daniel","0","Cunha, Dylan","3","106","131","7.00","145","36"," TT","Galileo (IRE)","Princess Noor (IRE)","Colt",,"0","Flat","Non-Handicap","Fifth","3","1760","2200","2200","0","1","0","Goodwood","3",
"2024-09-07","13:15:00","Haydock","Best Odds On The Betfair Exchange Superior Mile Stakes (Group 3)","1m ","8","Group 3","Good","48204","7","Left Handed","4","Regal Reality","9","Moore, Ryan","0","Stoute, Sir Michael","1","109","131","5.50","2443723","28",,"Intello (GER)","Regal Realm","Gelding","D","0","Flat","Non-Handicap","Third","5","1760","2640","2200","2","3","1","Haydock","8",
"2024-09-07","13:15:00","Haydock","Best Odds On The Betfair Exchange Superior Mile Stakes (Group 3)","1m ","8","Group 3","Good","48204","7","Left Handed","5","Witch Hunter (FR)","5","Levey, S M","0","Hannon (Jnr), Richard","5","109","131","4.50","3394342","21",,"Siyouni (FR)","Sorciere (IRE)","Gelding",,"0","Flat","Non-Handicap","Second","8","1760","1760","1540","0","0","4","Newbury","8",
"2024-09-07","13:15:00","Haydock","Best Odds On The Betfair Exchange Superior Mile Stakes (Group 3)","1m ","8","Group 3","Good","48204","7","Left Handed","6","Sparks Fly","4","Pearson, Laura","0","Loughnane, David","4","104","128","25.00","1119155","48",,"Muhaarar","Stepping Out (IRE)","Filly","CD","0","Flat","Non-Handicap","Fifth","2","1760","2310","2310","6","1","0","Curragh","3",
"2024-09-07","13:15:00","Haydock","Best Odds On The Betfair Exchange Superior Mile Stakes (Group 3)","1m ","8","Group 3","Good","48204","7","Left Handed","7","Clove Hitch (IRE)","3","Murphy, Oisin","0","Balding, A M","2","100","123","6.50","53215","63",,"Siyouni (FR)","Contemptuous (IRE)","Filly","D","0","Flat","Non-Handicap","Fifth","4","1760","1760","1760","1","0","0","Sandown","4",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","1","Greys Monument","4","Leavy, Mr Joe","3","Beckett, R M","10","105","138","11.00","8231303","70",,"Territories (IRE)","Matron Of Honour (IRE)","Gelding","D","0","Flat","Handicap","Third","3","1540","1760","1760","1","2","0","Newcastle","5",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","2","The Wizard Of Eye (IRE)","5","Doyle, James","0","Fellowes, Charlie","12","102","135","4.00","9665716","77","CkPc","Galileo Gold","Prom Dress","Gelding","CD","0","Flat","Handicap","Sixth","2","1540","2200","1760","1","1","1","Ascot","3",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","3","Rebel Territory","6","Havlin, Robert","0","Perrett, Mrs A J","6","102","135","6.00","6465116","13",,"Territories (IRE)","Saucy Minx (IRE)","Gelding","CD","0","Flat","Handicap","Sixth","1","1540","2200","1980","2","3","0","Goodwood","1",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","4","Streets Of Gold (IRE)","4","Bishop, Charles","0","Houghton, Eve Johnson","13","101","134","22.00","'0596039","21","CkPc","Havana Gold (IRE)","Truly Honoured","Gelding","D","0","Flat","Handicap","Ninth","5","1540","1760","1540","1","0","4","Newbury","5",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","5","Spangled Mac (IRE)","5","Loughnane, Mr Billy","0","Boughey, George","11","96","129","16.00","1016747","7","CkPc TT","Starspangledbanner (AUS)","Intermittent","Gelding","D","0","Flat","Handicap","Seventh","4","1540","1650","1540","3","0","4","Chester","6",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","6","New Image","4","Sayette, B D L","0","OMeara, D","5","96","129","12.00","1413210","16",,"Frankel","Modern Look","Gelding","C D","0","Flat","Handicap","Eighteenth","8","1540","1760","1760","2","1","1","York","9",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","7","Aalto (FR)","4","Kingscote, Richard","0","Williams, Ian","9","93","126","14.00","2452196","30"," TT","Zelzal (FR)","Au Dessus","Gelding","D","0","Flat","Handicap","Sixth","7","1540","2310","1540","1","0","0","Chepstow","9",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","8","Sterling Knight","5","Shepherd, Callum","0","Dunlop, E A L","8","92","125","33.00","6101744","12","CkPc","Camelot","Sterling Sound (USA)","Gelding","C D","0","Flat","Handicap","Fourth","9","1540","1760","1760","3","1","5","Epsom","15",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","9","Akkadian Thunder","4","Garritty, Billy","0","OMeara, D","1","91","124","28.00","3710210","16",,"Night Of Thunder (IRE)","Akhania","Gelding","D","0","Flat","Handicap","Eleventh","6","1540","1870","1760","2","1","0","Newcastle","7",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","10","Mission To Moon (IRE)","3","Sousa, Silvestre De","0","Varian, Roger","3","93","122","5.00","2101244","35",,"U S Navy Flag (USA)","Many Hearts (USA)","Colt","D","0","Flat","Handicap","Fourth","4","1540","1760","1540","2","0","0","Goodwood","5",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","11","Blue Prince (IRE)","3","Probert, David","0","Evans, P D","4","93","122","14.00","8333613","13",,"Blue Point (IRE)","Zip Along (IRE)","Colt","D","0","Flat","Handicap","Third","9","1540","1650","1540","1","0","3","Goodwood","17",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","12","Miss Information (IRE)","3","Hutchinson, Callum","0","Balding, A M","2","91","120","8.50","3741143","16",,"Blue Point (IRE)","Newsletter (IRE)","Filly","C D","0","Flat","Handicap","Third","7","1540","1760","1540","2","0","1","York","9",
"2024-09-07","13:35:00","Ascot","bet365 Handicap","7f ","7","Class 2","Soft","41232","13","Straight","13","Run Boy Run","3","Turner, Hayley","0","Spencer, Richard","7","86","115","9.00","7720211","14","CkPc","Rajasinghe (IRE)","Instructress","Gelding","D","0","Flat","Handicap","First","7","1540","1540","1540","2","0","1","Newmarket (July)","10",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","1","Spaceport (IRE)","3","Tudhope, Daniel","0","Muir, W R & Grassick, C","11","91","135","16.00","3712410","14",,"U S Navy Flag (USA)","Moon Empress (FR)","Colt","D","0","Flat","Handicap","Fourteenth","6","3080","3080","3080","1","0","1","York","9",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","2","Too Bossy For Us (IRE)","3","Crowley, Jim","0","Foy, Kevin","3","89","133","8.00","6831328","14","CkPc","Golden Horn","Above The Clouds (FR)","Colt",,"0","Flat","Handicap","Eighth","4","3080","3080","2200","0","0","1","York","6",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","3","Walter Hartright (IRE)","3","Moore, Ryan","0","Dunlop, E A L","4","89","133","8.00","4111122","7","Blnk","Saxon Warrior (JPN)","Marian Halcombe (USA)","Gelding",,"0","Flat","Handicap","Second","9","3080","2640","2640","0","0","4","Beverley","12",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","4","Hutchence","3","Ryan, Rossa","0","Beckett, R M","6","88","132","5.50","7456311","21","Vsor","Frankel","Baisse","Gelding",,"0","Flat","Handicap","First","5","3080","2640","2640","0","0","2","Newbury","7",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","5","Highland Bling (IRE)","3",,"0","Harrington, Mrs John","10","88","132","0.00","441022","24","CkPc","Highland Reel (IRE)","Padma","Gelding",,"0","Flat","Handicap","Second","6","3080","2750","2640","0","0","1","Gowran Park","6",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","6","Master Builder","3","Buick, William","0","Menuisier, David","8","88","132","2.75","2153","14",,"Mastercraftsman (IRE)","Laufeen (IRE)","Gelding",,"0","Flat","Handicap","Third","4","3080","3080","2200","0","0","1","York","4",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","7","Contacto","3","Murphy, Oisin","0","Balding, A M","9","84","128","5.50","'037121","101",,"Study Of Man (IRE)","Alma Mater","Colt",,"0","Flat","Handicap","First","4","3080","2750","2640","0","0","2","Hamilton","6",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","8","Road To Wembley","3","Marsh, Finley","0","Hughes, Richard","5","81","125","12.00","'0113421","16",,"Postponed (IRE)","Queens Dream (GER)","Gelding",,"0","Flat","Handicap","First","6","3080","3630","3630","0","1","2","Newcastle","9",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","9","Across Earth (IRE)","3","Doyle, Hollie","0","Botti, M","1","80","124","9.00","4220331","39",,"Golden Horn","War No More (USA)","Gelding","D","0","Flat","Handicap","First","5","3080","3080","3080","1","0","0","Yarmouth","8",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","10","Flickering Halo (IRE)","3","Fanning, Joe","0","Easterby, T D","7","78","122","25.00","1693256","25","CkPc","Dark Angel (IRE)","Regency Girl (IRE)","Colt",,"0","Flat","Handicap","Sixth","8","3080","3520","2200","0","0","1","Nottingham","12",
"2024-09-07","13:50:00","Haydock","Betfair Plays Different Handicap","1m6f ","14","Class 2","Good","51540","10","Left Handed","11","Filibustering","3","Waugh, Amie","5","Easterby, T D","2","73","117","28.00","6123746","16",,"Postponed (IRE)","Mystique","Gelding","D","0","Flat","Handicap","Sixth","8","3080","3630","3080","1","0","0","Newcastle","11",
"2024-09-07","14:00:00","Kempton","Unibet Sirenia Stakes (Group 3)","6f ","6","Group 3","Standard To Slow","36862","10","Right Handed","1","Brian (IRE)","2","Keniry, L P","0","Kirk, S","6","93","129","4.50","423141","14",,"Shaman (IRE)","Alys Love","Colt","D","0","All Weather","Non-Handicap","First","6","1320","1540","1320","2","0","0","Newmarket (July)","6",
"2024-09-07","14:00:00","Kempton","Unibet Sirenia Stakes (Group 3)","6f ","6","Group 3","Standard To Slow","36862","10","Right Handed","2","Havana Blast","2","Farragher, Adam J","0","Fanshawe, J R","5","84","129","18.00","36341","7"," TT","Havana Grey","Bhangra","Gelding",,"0","All Weather","Non-Handicap","First","5","1320","1100","1100","0","0","1","Chelmsford City","5",
