Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","1","Falesia Beach","3","Kingscote, Richard","0","Portman, J G","9","71","136","5.00","3522","28",,"Twilight Son","Retake","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","2","Nikkis Girl (IRE)","3","Doyle, Hollie","0","Dunlop, E A L","1","70","135","3.33","'0122313","7","Hood","Mehmas (IRE)","Dame Judi (IRE)","Filly","D","0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","3","Eternal Glory (IRE)","3","Fanning, Joe","0","Johnston, M","10","68","133","8.00","8347626","33",,"Cotai Glory","Carry On Katie (USA)","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","4","Arab Cinder (IRE)","3","Smith, Jefferson","0","Varian, Roger","12","68","133","8.50","454","26",,"Zoffany (IRE)","Athreyaa","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","5","Dark Enchantment (IRE)","3","Nolan, D","0","Furtado, Ivan","8","67","132","8.50","6322","101",,"Vadamos (FR)","Listen Alexander (IRE)","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","6","Emily Post","3","Doyle, James","0","Bethell, Ed","4","66","131","3.00","422","25","Hood","Charming Thought","Mary Read","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","7","Boadicea Belle (IRE)","3","Dawson, R","0","Spiller, Henry","3","65","130","9.00","1387861","32","CkPc","Holy Roman Emperor (IRE)","Belle Des Airs (IRE)","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","8","Pearl Of Kuwait (IRE)","3","Francis, Isobel","7","Usher, M D I","11","60","125","66.00","'02808","129",,"Pearl Secret","Anna Barkova (IRE)","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","9","Tiare (FR)","3","Harley, M","0","Foy, Kevin","7","57","122","8.50","966396","19",,"Ectot","Love On Top (FR)","Filly",,"0",
"2022-05-23","13:10:00","Wolverhampton","Follow AtTheRaces On Twitter Fillies Handicap","7f ","7","Class 5","Standard","3510","11","Left Handed","10","Kisses Of Fire (IRE)","3","Duern, J","3","Dixon, Scott","5","54","119","66.00","1568780","28"," TT","Mehmas (IRE)","Pearly Brooks","Filly","D","0",
