Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","1","Far From A Ruby","5","James, S H","0","Scott, Miss Katie","4","57","137","3.00","7032472","11",,"Farhh","Pretty Miss","Mare","C","0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","2","Good Listener (IRE)","4","Murtagh, Connor","0","Mackie, J","8","55","135","16.00","7000639","9",,"Mehmas (IRE)","Looks Great","Gelding",,"0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","3","Dark Esteem (IRE)","4","Jamin, Pierre-Louis","3","Teal, R A","7","54","134","10.00","3880568","23","Hood","Estidhkaar (IRE)","Poker Hospital","Gelding","C","0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","4","Global Vision (IRE)","4","Eaves, Tom","0","Macey, Jessica","9","51","131","8.50","3607665","30","CkPc","Markaz (IRE)","Vision Of Peace (IRE)","Gelding","D","0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","5","The Mad Monk (IRE)","3","Wood, George","0","Spencer, Richard","10","57","130","6.00","'0061157","53",,"Gregorian (IRE)","Broadway Musical (IRE)","Gelding","D","0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","6","Fact Or Fable (IRE)","5",,"0","Moore, J S","12","50","130","0.00","1093365","81","CkPc","Alhebayeb (IRE)","Unreal","Gelding","CD","0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","7","Giant Steps (IRE)","5","Gordon, Josephine","0","Barclay, Stella","5","49","129","6.00","7510652","24","Blnk","Footstepsinthesand","Saysim West (IRE)","Gelding",,"0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","8","Luscifer","5","Beasley, Connor","0","Harris, R A","1","48","128","9.00","4850974","7","CkPc","Heeraat (IRE)","Nut (IRE)","Gelding","CD","0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","9","Musaytir (IRE)","4","Whelan, Trevor","0","Harris, Miss G","11","46","126","50.00","8506000","18","CkPc","Showcasing","Top Of The Art (IRE)","Gelding",,"0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","10","Contactless (IRE)","3","Wheatley, Zak","5","Carroll, D","3","51","124","5.50","3997055","24"," TT","Dandy Man (IRE)","Shes A Queen (IRE)","Gelding",,"0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","11","Dansemai","3","Planas, Connor","7","Ward, Tom","2","50","123","12.00","454307","50","CkPc","Twilight Son","The Dukkerer (IRE)","Filly",,"0",
"2022-07-29","13:00:00","Wolverhampton","Cazoo Handicap (Div 1)","7f ","7","Class 6","Standard","3726","11","Left Handed","12","Sir Duke","3","Howarth, Christian","5","Evans, Mrs N S","6","48","121","25.00","2743057","15","Vsor TT","Swiss Spirit","Prima Pagina","Gelding",,"0",
