Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","1","Autolycus","2","Callan, N","0","Perrett, Mrs A J","11","0","133","50.00","none",,,"Cracksman","Elysian Fields (GR)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","2","Bauhinia Rhapsody","2","Marquand, Tom","0","Walker, Ed","13","0","133","8.00","none",,,"Siyouni (FR)","Tai Hang Dragon (IRE)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","3","Bodorgan (IRE)","2","Hanagan, Paul","0","Hills, Charles","7","0","133","25.00","none",,,"El Kabeir (USA)","Silver Rose (IRE)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","4","Bussento","2","Bishop, Charles","0","Houghton, Eve Johnson","12","0","133","3.33","43","36",,"Oasis Dream","Super Saturday (IRE)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","5","City Cyclone","2","Clutterbuck, Rhys","3","Kubler, Daniel","2","0","133","100.00","none",,,"Cityscape","Dubai Cyclone (USA)","Gelding",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","6","Classic Speed (IRE)","2","Kirby, Adam","0","Cox, C G","4","0","133","3.33","6","64",,"Kodiac","Alluring Park (IRE)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","7","Conquistador","2","Harley, M","0","Gosden, John and Thady","8","0","133","10.00","63","38",,"U S Navy Flag (USA)","El Diamante (FR)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","8","El Pequeno Pulpo","2","Keeley, Aidan","5","Boyle, J R","3","0","133","125.00","none",,,"Proconsul","Vezere (USA)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","9","Exoplanet (FR)","2","Egan, David","0","Varian, Roger","10","0","133","6.50","none",,,"Sea The Stars (IRE)","Gumriyah","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","10","Feud","2","Hornby, Rob","0","Beckett, R M","6","0","133","8.00","none",,,"Dubawi (IRE)","Agnes Stewart (IRE)","Colt",,"0","Flat","Novices",
"2022-09-17","13:10:00","Newbury","RacingTV EBF Novice Stakes (GBB Race) (Str) (Div 1)","7f ","7","Class 4","Good","5400","15","Straight","11","Gasman (IRE)","2","Bass, George","3","Durack, S","14","0","133","33.00","none",,,"Cracksman","Anne Of Kiev (IRE)","Colt",,"0","Flat","Novices",
