Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","1","Yazaman (IRE)","4","Holladay, Mr Elliot","3","Ryan, K A","6","67","158","6.00","6677539","36",,"Kodiac","Online Alexander (IRE)","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","2","East Street Revue","9","Easterby, Mr Thomas","0","Easterby, T D","8","65","156","16.00","8789710","27","Blnk","Pastoral Pursuits","Revue Princess (IRE)","Gelding","CD","0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","3","Blazing Hot","5","Brown, Mr M W","0","Menzies, Rebecca","4","63","154","10.00","2575243","7","Vsor","Hot Streak (IRE)","A Great Beauty","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","4","Macho Pride (IRE)","4","Irvine, Ms Natalya","3","Haslam, B M R","1","63","154","11.00","6925554","12",,"Camacho","Proud Maria (IRE)","Gelding","D","0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","5","Miss Calculation (IRE)","3",,"0","Quinn, J J","9","65","153","0.00","4546474","64",,"Profitable (IRE)","Maria Kristina (FR)","Filly","D","0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","6","Polam Lane","4","Keighley, Miss A M","0","Barron, T D","7","58","149","4.00","7731352","13","CkPc","Swiss Spirit","La Zamora","Gelding","D","0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","7","Dreamcasing","4","Tuer, Miss Anna","3","Tuer, Grant","3","51","142","1.63","650026","51",,"Showcasing","Nandiga (USA)","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","8","Secret Equity","5","Paterson, Miss Elle","3","Camacho, Miss J A","2","48","139","7.50","7522002","25",,"Equiano (FR)","Secret Charge","Mare",,"0","Flat","Handicap",
"2022-08-26","13:15:00","Thirsk","AJA Amateur Jockeys Handicap","6f ","6","Class 6","Good","2772","8","Straight","9","Excessable","9","Atkinson, Miss Philippa","3","Easterby, T D","5","46","137","12.00","'0035354","20","CkPc TT","Sakhees Secret","Kummel Excess (IRE)","Gelding","C D","0","Flat","Handicap",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","1","Ananda","2","Havlin, Robert","0","Gosden, John and Thady","5","0","128","1.50","none",,,"Frankel","Sotka","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","2","Canadiansmokeshow (IRE)","2","Buick, William","0","Woods, S P C","7","0","128","4.50","33","27",,"U S Navy Flag (USA)","Wrood (USA)","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","3","Conservationist","2","Shoemark, Kieran","0","Cox, C G","8","0","128","12.00","none",,,"Muhaarar","Zuhoor Baynoona (IRE)","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","4","Distinguished Lady (FR)","2","Scott, Rowan","0","Haynes, Alice","9","0","128","14.00","39","90",,"Zoustar (AUS)","Saccharose","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","5","Eximious (IRE)","2",,"0","Varian, Roger","3","0","128","0.00","2","21",,"Exceed And Excel (AUS)","Estiqaama (USA)","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","6","Fortis Regina","2","Harley, M","0","Gosden, John and Thady","4","0","128","20.00","none",,"Hood","Ardad (IRE)","Regina Cordium (IRE)","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","7","Gold Aura","2","Dobbs, Pat","0","Hannon (Jnr), Richard","6","0","128","16.00","34","21",,"Golden Horn","Lady Heidi","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","8","Juliana Popjoy","2","Spencer, Jamie","0","Meehan, B J","10","0","128","50.00","none",,,"Havana Gold (IRE)","Bybrook","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","9","Lady Clemmie","2","Hogan, D E","0","Feilden, Miss J","1","0","128","66.00","7","27",,"Churchill (IRE)","Joquina (IRE)","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","10","Lose Yourself (IRE)","2","Ryan, Rossa","0","Beckett, R M","11","0","128","18.00","none",,,"Lope De Vega (IRE)","Stellar Path (FR)","Filly",,"0","Flat","Novices",
"2022-08-26","13:25:00","Newmarket (July)","JenningsBet Fillies Novice Stakes (GBB Race)","7f ","7","Class 4","Soft","4320","10","Straight","11","Skallywag Bay","2","Hansen, Thore","0","Hannon (Jnr), Richard","2","0","128","28.00","none",,,"Havana Grey","Bassmah","Filly",,"0","Flat","Novices",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","1","Tralee Hills","8","Brotherton, Miss S","0","Hodgson, Simon","11","73","149","3.50","3242543","24","Vsor","Mount Nelson","Distant Waters","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","2","Ernesto (GER)","7","Stevens, Miss A","3","Williams, Ian","5","73","149","10.00","4273625","83","Vsor TT","Reliable Man","Enrica","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","3","Singing The Blues (IRE)","7","Supple, Jo","3","Millman, B R","8","72","148","7.00","4885417","13",,"Sir Prancealot (IRE)","Atishoo (IRE)","Gelding","C","0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","4","Byron Hill (IRE)","5",,"5","Hughes, Richard","6","70","146","0.00","5143505","48",,"Kingston Hill","Gwen Lady Byron (IRE)","Gelding","D","0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","5","Dino Velvet (FR)","9","King, Georgia","5","King, A","3","70","146","25.00","2442456","13","Vsor","Naaqoos","Matgil (FR)","Gelding","D","0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","6","Tribal Commander","6","Hampson, Brodie","0","Leech, Mrs S","12","67","143","10.00","80P5514","18"," TT","Intikhab (USA)","Jessica Ennis (USA)","Gelding","D","0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","7","Olympic Honour (FR)","6","Williams, Eleanor","5","Williams, Evan","7","65","141","4.00","3435324","24","CkPc","Olympic Glory (IRE)","Shamah","Gelding","CD","0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","8","Tin Fandango","7","Jordan, Megan","5","Usher, M D I","4","65","141","9.00","1242236","18","CkPc","Steele Tango (USA)","Littlemoor Lass","Gelding","D","0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","9","Arthalot (IRE)","5","Stevens, Heidi","7","Dartnall, V R A","10","60","136","18.00","'0071054","78","CkPc","Camelot","Annina (IRE)","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","10","Triple Nickle (IRE)","6","Llewellyn, Jessica","5","Llewellyn, B J","9","59","135","25.00","5764355","24","CkPc","So You Think (NZ)","Secret Shine (IRE)","Mare",,"0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","11","Twilight Prince","4","Smith, Becky","0","Bowen, P","1","58","134","8.50","'0737204","29",,"Twilight Son","Honour","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:35:00","Ffos Las","Heatforce Handicap (Lady Amateur Jockeys)","2m ","16","Class 5","Good To Soft","4312","11","Left Handed","12","Emraan (IRE)","6","Voyce, Miss Abigail Taylor","7","Bowen, P","2","54","130","16.00","4897743","7"," TT","Invincible Spirit (IRE)","Wissal (USA)","Gelding",,"0","Flat","Handicap",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","1","Pol Roger (IRE)","2","Beasley, Connor","0","Dods, M","2","0","137","3.33","21","21",,"Churchill (IRE)","Passegiata","Colt",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","2","Almarin (IRE)","2","Steward, Louis","0","Owens, Patrick","6","0","130","12.00","none",,,"Belardo (IRE)","Princess Severus (IRE)","Gelding",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","3","Happy Dancer (IRE)","2","Allan, David","0","Easterby, T D","5","0","130","50.00","8","55",,"Highland Reel (IRE)","Cawett (IRE)","Colt",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","4","Oh So Charming","2","James, S H","0","Tuer, Grant","1","0","130","20.00","none",,,"Charm Spirit (IRE)","Scattered Petals (IRE)","Gelding",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","5","On Sabbatical (IRE)","2","Mason, Joanna","0","Easterby, M W","8","0","130","50.00","'09","16","CkPc","Awtaad (IRE)","Butoolat","Gelding",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","6","Super Spy (IRE)","2","Murtagh, Connor","0","Nicholls, Adrian","9","0","130","25.00","none",,,"Gustav Klimt (IRE)","Ugo Fire (IRE)","Gelding",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","7","Titch Smith (IRE)","2","Brookes, Aiden","5","Hammond, Micky","3","0","130","50.00","'00","58",,"Dragon Pulse (IRE)","Darwell (IRE)","Colt",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","8","Mythical World","2","Lee, G","0","OKeeffe, Jedd","4","0","125","28.00","none",,,"Mondialiste (IRE)","Moghrama (IRE)","Filly",,"0","Flat","Novices",
"2022-08-26","13:45:00","Thirsk","Download The Vickers.Bet App EBF Restricted Novice Stakes (GBB Race)","1m ","8","Class 5","Good","3780","9","Left Handed","9","Shes Hot","2","Morris, Luke","0","Cole, P F I","7","87","125","0.50","292","29"," TT","Sioux Nation (USA)","Timely Words","Filly",,"0","Flat","Novices",
