Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-06-03","13:00:00","Huntingdon","Directors Conditional Jockeys Handicap Hurdle","3m1f ","25","Class 5","Good","3703","6","Right Handed","1","Mr Yeats (IRE)","5","Harris, Bradley","10","Harris, M F","0","96","170","1.88","3113241","11","CkPc","Yeats (IRE)","Vavite (IRE)","Gelding","C","12",
"2022-06-03","13:00:00","Huntingdon","Directors Conditional Jockeys Handicap Hurdle","3m1f ","25","Class 5","Good","3703","6","Right Handed","2","Optimistic Bias (IRE)","13",,"0","Evans, H J","0","94","168","0.00","40623P7","32","Blnk","Sayarshan (FR)","Dashers Folly (IRE)","Gelding",,"12",
"2022-06-03","13:00:00","Huntingdon","Directors Conditional Jockeys Handicap Hurdle","3m1f ","25","Class 5","Good","3703","6","Right Handed","3","Bombers Moon","11","Lambert, Finn","8","Twiston-Davies, N A","0","87","161","10.00","'P275246","171",,"Erhaab (USA)","Flaviola (IRE)","Gelding",,"12",
"2022-06-03","13:00:00","Huntingdon","Directors Conditional Jockeys Handicap Hurdle","3m1f ","25","Class 5","Good","3703","6","Right Handed","4","Ratoute Yutty","9","Stones, Lewis","0","Fryer, Miss C","0","81","155","3.33","2564171","29"," TT","Midnight Legend","Easibrook Jane","Mare","CD","12",
"2022-06-03","13:00:00","Huntingdon","Directors Conditional Jockeys Handicap Hurdle","3m1f ","25","Class 5","Good","3703","6","Right Handed","5","Ace Time","8","Godfrey, Ben","0","Jenkins, J R","0","81","155","20.00","1186577","46",,"Sinndar (IRE)","Desert Run (IRE)","Gelding",,"12",
"2022-06-03","13:00:00","Huntingdon","Directors Conditional Jockeys Handicap Hurdle","3m1f ","25","Class 5","Good","3703","6","Right Handed","6","Matchmaking (GER)","7","Andrews, Jack","0","Bailey, Mrs Caroline","0","79","153","3.33","42P0841","42",,"Mastercraftsman (IRE)","Monami (GER)","Gelding",,"12",
"2022-06-03","13:00:00","Huntingdon","Directors Conditional Jockeys Handicap Hurdle","3m1f ","25","Class 5","Good","3703","6","Right Handed","7","Letter At Dawn (IRE)","5","Anderson, Joe","3","Down, C J","0","75","149","5.50","'P067892","26","Hood","Dawn Approach (IRE)","Christinas Letter (IRE)","Gelding",,"12",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","1","Galahad Threepwood","5","Woods, K K","0","Pauling, Ben","0","108","158","2.50","4034432","16",,"Nathaniel (IRE)","Tesary","Gelding",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","2","Samos Island (IRE)","6","Sheppard, Stan","0","Sheppard, M","0","0","158","22.00","6774756","29",,"Scorpion (IRE)","Barrack Star (IRE)","Gelding",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","3","Shuil Donn (IRE)","6","Twiston-Davies, Sam","0","Newland, Dr R D P","0","0","158","9.00","2940","159","Hood","Arctic Cosmos (USA)","Shuil Dubh (IRE)","Gelding",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","4","The Bandit (IRE)","7","Quinlan, Jack","0","King, N B","0","0","158","12.00","8373","31"," TT","Stowaway","Highly Presentable (IRE)","Gelding",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","5","Tigrubee","7","Gethings, Ciaran","0","Webber, P R","0","0","158","40.00","none",,,"Tiger Groom","Ruby Brown","Gelding",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","6","Balearic (IRE)","4","ONeill, Jonjo (Jr)","0","ONeill, Jonjo","0","0","153","3.33","5316443","24",,"Gleneagles (IRE)","Ballybacka Lady (IRE)","Gelding",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","7","Pure Bubbles (GER)","4","Moore, Jamie","0","Moore, G L","0","0","153","2.25","5650642","12","CkPc","Protectionist (GER)","Peace Society (USA)","Gelding",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","8","Kingston Sunflower (FR)","5","Harrison, Liam","3","OBrien, Fergal","0","0","151","25.00","'P","16","Hood","Authorized (IRE)","Kingston Acacia","Mare",,"8",
"2022-06-03","13:35:00","Huntingdon","Huntingdon Annual Badge Holders Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","5445","9","Right Handed","9","Laetoli","4","Goldstein, Marc","0","West, Miss Sheena","0","0","146","40.00","7067495","15",,"Footstepsinthesand","Exentricity","Filly",,"8",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","1","Ascending Glory (IRE)","2","McHugh, B","0","Tuer, Grant","2","0","128","5.50","4","47",,"Cotai Glory","Rise Up Lotus (IRE)","Filly",,"0",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","2","California Gem","2","James, S H","0","Boughey, George","5","0","128","1.38","none",,,"Cable Bay (IRE)","Angels Wings (IRE)","Filly",,"0",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","3","Cwenhild","2","Allan, David","0","Easterby, T D","4","0","128","40.00","7","14",,"Saxon Warrior (JPN)","Dawreya (IRE)","Filly",,"0",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","4","Dixiedoodledragon (IRE)","2","Gray, S A","0","Dalgleish, Keith","8","0","128","25.00","5","18",,"Dragon Pulse (IRE)","Dixiedoodledandy (IRE)","Filly",,"0",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","5","Ey Up Lets Go","2","Mathers, Patrick","0","Coyle, Tony","1","0","128","22.00","98","8",,"Pastoral Pursuits","Velvet Jaguar","Filly",,"0",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","6","How Exciting (IRE)","2",,"0","Duffield, Mrs A","7","0","128","0.00","none",,,"Invincible Spirit (IRE)","Iron Lady (IRE)","Filly",,"0",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","7","New Hope Bullet (IRE)","2","ONeill, K T","0","Haynes, Alice","6","0","128","1.88","42","23",,"New Bay","Morning Frost (IRE)","Filly",,"0",
"2022-06-03","13:44:00","Catterick","British Stallion Studs EBF Fillies Novice Stakes (GBB Race)","5f ","5","Class 5","Good","4320","7","Straight","8","Santabella (GER)","2","Hart, Jason","0","Quinn, J J","3","0","128","7.50","none",,,"Kodiac","Sunny Belle (IRE)","Filly",,"0",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","1","Dash Of Spice","8","Bowen, Sean P","0","Keatley, Adrian Paul","0","0","158","1.10","2661875","154"," TT","Teofilo (IRE)","Dashiba","Gelding",,"10",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","2","Fire Squadron (IRE)","7","Bellamy, Tom","0","Dennis, David","0","117","158","2.50","7257876","78",,"Fame And Glory","Thats The Goose (IRE)","Gelding",,"10",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","3","Hard Iron (IRE)","6",,"0","Richards, N G","0","0","158","0.00","4576","22",,"Milan","Novacella (FR)","Gelding",,"10",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","4","Joe Kidd","7",,"0","Hales, A M","0","0","158","0.00","59","578","Hood","Kalanisi (IRE)","Just A Whisper","Gelding",,"10",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","5","Rory And Me (FR)","7","Cawley, A P","0","Hammond, Micky","0","105","158","3.50","5234245","42"," TT","Shamardal (USA)","Rosawa (FR)","Gelding","C","10",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","6","The Great Phoenix","6","McLernon, R P","0","Allan, Miss Louise","0","0","158","28.00","506007","9",,"Phoenix Reach (IRE)","Comtesse Noire (CAN)","Gelding",,"10",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","7","Belvedere Blast (IRE)","4","Midgley, Tom","5","Keatley, Adrian Paul","0","0","152","40.00","5004369","25",,"Buratino (IRE)","Zelie Martin (IRE)","Gelding",,"10",
"2022-06-03","13:50:00","Market Rasen","Donate To Racing Welfare Online Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Good","4084","6","Right Handed","8","Codebook","4","Hammond, Charlie","0","Ponting, J","0","86","152","20.00","955P640","29",,"New Approach (IRE)","Safe House (IRE)","Gelding",,"10",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","1","Blatant","2","Bishop, Charles","0","Houghton, Eve Johnson","3","0","133","8.50","7231","11",,"Brazen Beau (AUS)","Savanne Sauvage (IRE)","Colt","D","0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","2","Commander Straker (IRE)","2","Ryan, Rossa","0","Loughnane, David","12","0","133","5.00","221","14",,"Kodi Bear (IRE)","Slovak (IRE)","Colt",,"0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","3","Legend Of Xanadu","2","Buick, William","0","Channon, M R","9","0","133","6.50","2321","18",,"Sixties Icon","Tanojin (IRE)","Colt","D","0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","4","Estate","2","Probert, David","0","Balding, A M","11","0","128","5.50","62","14",,"Showcasing","Cashla Bay","Colt",,"0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","5","Kessaar Power (IRE)","2","Egan, John","0","Moore, J S","2","0","128","50.00","5","24",,"Kessaar (IRE)","Lady Willpower","Colt",,"0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","6","Langythelegend","2","Beech, Aled J","0","West, Adam","7","0","128","100.00","none",,,"Hawkbill (USA)","Hisaronu (IRE)","Gelding",,"0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","7","Mr Postman","2","Kirrane, Sean","0","West, Adam","1","0","128","200.00","88","10",,"Bated Breath","Kitba","Colt",,"0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","8","Self Praise (IRE)","2","Tudhope, Daniel","0","Palmer, Hugo","6","0","128","9.00","42","29",,"Twilight Son","Allegramente","Colt",,"0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","9","Silencer (IRE)","2","Fallon, Cieren","0","Hannon (Jnr), Richard","8","0","128","5.00","2","6",,"Kessaar (IRE)","Lady Lizabeth (IRE)","Colt",,"0",
"2022-06-03","14:00:00","Epsom","Cazoo Woodcote British EBF Stakes (Conditions Race) (GBB Race)","6f ","6","Class 2","Good","38655","12","Left Handed","10","The Twilight Lady","2","Lee, Clifford","0","Fell, Roger","10","0","128","40.00","5105","8",,"Twilight Son","Private View","Filly",,"0",
