Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2024-02-16","13:40:00","Fakenham","Payne Crop Nutrition Ltd Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Soft","4225","6","Left Handed","1","Good Time Ahead (IRE)","10","Twiston-Davies, Sam","0","Best, Jim/Suzi","0","96","168","3.50","'0816487","29","CkPc","Iffraaj","Good Time Sue (IRE)","Gelding","C","9","National Hunt","Handicap Seller Hurdle","Seventh","2","3630","4180","3520","0","0","7","Chelmsford City","13",
"2024-02-16","13:40:00","Fakenham","Payne Crop Nutrition Ltd Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Soft","4225","6","Left Handed","2","Mi Sueno (IRE)","5","Quinn, Caoilin","3","Butler, P","0","84","156","6.00","52963FP","30",,"Rock Of Gibraltar (IRE)","Azagirl (IRE)","Gelding",,"9","National Hunt","Handicap Seller Hurdle","Pulled Up","6","3630","4290","0","0","0","0","Southwell","9",
"2024-02-16","13:40:00","Fakenham","Payne Crop Nutrition Ltd Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Soft","4225","6","Left Handed","3","Triple Nickle (IRE)","8","Cobden, Harry","0","Llewellyn, B J","0","78","150","1.50","'003P536","8","CkPc","So You Think (NZ)","Secret Shine (IRE)","Mare",,"9","National Hunt","Handicap Seller Hurdle","Sixth","3","3630","4510","3410","0","0","6","Lingfield","7",
"2024-02-16","13:40:00","Fakenham","Payne Crop Nutrition Ltd Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Soft","4225","6","Left Handed","4","Canal Rocks","8","Houlihan, Sean M","0","Llewellyn, B J","0","77","149","4.00","3193500","9","CkPc","Aussie Rules (USA)","In Secret","Gelding","D","9","National Hunt","Handicap Seller Hurdle","Tenth","0","3630","3740","3630","1","0","1","Kempton","1",
"2024-02-16","13:40:00","Fakenham","Payne Crop Nutrition Ltd Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Soft","4225","6","Left Handed","5","Ace Time","10","Poste, Ben J","0","Jenkins, J R","0","70","142","12.00","6P8PPP5","90","CkPc","Sinndar (IRE)","Desert Run (IRE)","Gelding",,"9","National Hunt","Handicap Seller Hurdle","Fifth","2","3630","5610","3520","0","0","2","Uttoxeter","4",
"2024-02-16","13:40:00","Fakenham","Payne Crop Nutrition Ltd Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Soft","4225","6","Left Handed","6","All Blues (IRE)","4","Scott, Luke","5","Gretton, T R ","0","82","142","8.00","4670855","58","CkPc TT","Fascinating Rock (IRE)","Mood Indigo (IRE)","Filly",,"9","National Hunt","Handicap Seller Hurdle","Fifth","3","3630","3740","0","0","0","0","Newbury","5",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","1","Sams Choice (IRE)","8",,"0","Menzies, Rebecca","0","120","168","0.00","109043F","14","Blnk","Kalanisi (IRE)","Impressive Choice (IRE)","Gelding",,"11","National Hunt","Handicap Hurdle","Fell","3","5060","5720","4400","0","0","2","Catterick","5",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","2","Didtheyleaveuoutto (IRE)","11","McLernon, R P","0","Haslam, B M R","0","120","168","40.00","9816F57","97","CkPc","Presenting","Pretty Puttens (IRE)","Gelding",,"11","National Hunt","Handicap Hurdle","Seventh","7","5060","5830","4950","0","0","6","Kelso","9",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","3","Dallas Des Pictons (FR)","11","Brooke, Henry","0","Sayer, Mrs Dianne","0","119","167","66.00","3P5P14P","120",,"Spanish Moon (USA)","Nadia Des Pictons (FR)","Gelding",,"11","National Hunt","Handicap Hurdle","Pulled Up","5","5060","5610","5280","0","2","3","Carlisle","8",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","4","Immortal Fame (IRE)","8","Sheppard, Stan","0","Lacey, T","0","116","164","3.33","2883211","56","CkPc","Fame And Glory","Calverleigh Court (IRE)","Gelding",,"11","National Hunt","Handicap Hurdle","First","3","5060","5390","4840","0","0","5","Ascot","4",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","5","Step Above (IRE)","7","Fox, Derek R","0","Russell, Miss Lucinda V","0","115","163","11.00","1232P","48","Vsor TT","Jet Away","Tansyaster (IRE)","Gelding",,"11","National Hunt","Handicap Hurdle","Pulled Up","3","5060","5610","4510","0","0","1","Haydock","3",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","6","Grand Voyage (FR)","8","Coltherd, Sam W","0","Coltherd, W S","0","114","162","12.00","443267P","67",,"Network (GER)","Qape Noir (FR)","Gelding","CD","11","National Hunt","Handicap Hurdle","Pulled Up","3","5060","5170","5060","1","0","2","Ayr","5",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","7","Nab Wood (IRE)","7","Quinlan, Sean","0","Richards, N G","0","114","162","2.25","6721","33",,"Court Cave (IRE)","Glenark (IRE)","Gelding","CD","11","National Hunt","Handicap Hurdle","First","4","5060","5060","5060","1","0","0","Kelso","4",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","8","Pavlik (IRE)","7","Mania, Ryan","0","Thomson, A M","0","106","154","16.00","4F2619","67",,"Morozov (USA)","Longwhitejemmy (IRE)","Gelding","C","11","National Hunt","Handicap Hurdle","Ninth","1","5060","4620","4620","0","0","1","Ayr","1",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","9","Eloi Du Puy (FR)","6","Lynn, Bruce","3","Alexander, N W","0","106","154","3.33","333111B","21",,"Jeu St Eloi (FR)","Martalina (FR)","Gelding","C","11","National Hunt","Handicap Hurdle","Brought Down","5","5060","4620","4620","0","0","3","Sandown","6",
"2024-02-16","13:55:00","Kelso","Full Circle Series At Punchestown Festival Handicap Hurdle","2m7f ","23","Class 4","Soft","4225","9","Left Handed","10","Maimies Magic (IRE)","7","Slevin, J J","0","Crawford, S R B","0","101","149","6.00","1166258","64"," TT","Getaway (GER)","Flemi (IRE)","Mare","C","11","National Hunt","Handicap Hurdle","Eighth","2","5060","4400","4070","0","0","2","Naas","5",
"2024-02-16","14:10:00","Fakenham","Payne Crop Nutrition Ltd Novices Handicap Chase","2m.5f ","16.5","Class 5","Soft","4225","5","Left Handed","1","Dream Jet (IRE)","6","Cobden, Harry","0","Ellison, B","0","98","168","3.00","'0601668","87","CkPc","Jet Away","Anemone","Gelding",,"12","National Hunt","Handicap Novices Chase","Eighth","7","3630","5500","4290","0","1","0","Hereford","8",
"2024-02-16","14:10:00","Fakenham","Payne Crop Nutrition Ltd Novices Handicap Chase","2m.5f ","16.5","Class 5","Soft","4225","5","Left Handed","2","Ferrybridge (IRE)","6","Pinchin, Miss L M","0","Owen, J P","0","91","161","3.50","4945315","18","Hood","Valirann (FR)","Star Seventeen","Gelding",,"12","National Hunt","Handicap Novices Chase","Fifth","11","3630","4840","3740","0","1","0","Plumpton","11",
"2024-02-16","14:10:00","Fakenham","Payne Crop Nutrition Ltd Novices Handicap Chase","2m.5f ","16.5","Class 5","Soft","4225","5","Left Handed","3","One Last Glance","7","Noonan, David G","0","Gretton, T R ","0","88","158","3.00","4225233","25"," TT","Passing Glance","Lillie Lou","Gelding",,"12","National Hunt","Handicap Novices Chase","Third","3","3630","4510","0","0","0","0","Plumpton","3",
"2024-02-16","14:10:00","Fakenham","Payne Crop Nutrition Ltd Novices Handicap Chase","2m.5f ","16.5","Class 5","Soft","4225","5","Left Handed","4","Go Fox","9","Quinlan, Jack","0","King, N B","0","85","155","4.00","1F377P2","59",,"Foxwedge (AUS)","Bling Bling (IRE)","Gelding","C D","12","National Hunt","Handicap Novices Chase","Second","9","3630","5280","3740","1","2","2","Fakenham","11",
"2024-02-16","14:10:00","Fakenham","Payne Crop Nutrition Ltd Novices Handicap Chase","2m.5f ","16.5","Class 5","Soft","4225","5","Left Handed","5","Elpologreg (FR)","5","Nolan, Michael G","0","Mullins, J W","0","77","145","5.50","93594P3","18",,"Creachadoir (IRE)","Zannkiya","Gelding",,"12","National Hunt","Handicap Novices Chase","Third","6","3630","4950","0","0","0","0","Plumpton","8",
"2024-02-16","14:25:00","Kelso","Johnston Smillie Novices Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Soft","4357","9","Left Handed","1","Primoz (IRE)","6","Fox, Derek R","0","Russell, Miss Lucinda V","0","0","161","1.75","17","83"," TT","Westerner","Be Mine Tonight (IRE)","Gelding",,"8","National Hunt","Novices Hurdle","Seventh","2","3630","3520","3520","0","0","1","Haydock","2",
