Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","1","A Dublin Lad","2","Havlin, Robert","0","Gosden, John and Thady","1","0","128","1.88","none",,,"Ulysses (IRE)","Sacre Caroline (USA)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","2","Expressionless","2","Doyle, Hollie","0","Cunha, Dylan","9","0","128","5.00","9","26",,"Intello (GER)","Putois Peace","Gelding",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","3","Fully Deployed","2","Callan, N","0","Spiller, Henry","5","0","128","40.00","'05","20"," TT","Muhaarar","Thafeera (USA)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","4","Garden Route (IRE)","2","Moore, Ryan","0","Haggas, W J","2","0","128","2.75","none",,,"Galileo (IRE)","Cloth Of Cloud (SAF)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","5","Like A Tiger","2","Muscutt, D","0","Ferguson, James","6","0","128","14.00","none",,,"Farhh","Last Tango Inparis","Colt",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","6","Never Left","2","Crehan, Mark","3","Boughey, George","8","0","128","80.00","9","7",,"Ribchester (IRE)","Norway Cross","Colt",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","7","Sovereign Spirit","2","Hornby, Rob","0","Balding, A M","3","0","128","16.00","7","20","Hood","Le Havre (IRE)","Shutka (FR)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","8","Tenerife Sunshine","2","Atzeni, Andrea","0","Johnston, M","4","0","128","9.00","8","25",,"Lope De Vega (IRE)","Yarrow (IRE)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:15:00","Newmarket (Rowley)","Turners British EBF Maiden Stakes (Plus 10) (C & G)","1m ","8","Class 4","Good","5400","9","Straight","9","The Renegade","2","Fallon, Cieren","0","Palmer, Hugo","7","0","128","6.00","3","20",,"Mastercraftsman (IRE)","Belle Above All","Gelding",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","1","Immutable (IRE)","2","Carroll, G F","0","Murphy, Joseph G","13","0","134","6.00","4","9",,"Muhaarar","Rosie Scot (IRE)","Gelding",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","2","Lark In The Mornin (GER)","2","Crosse, S M","0","OBrien, Joseph Patrick","11","0","134","1.38","none",,,"Soldier Hollow","Loyalty (GER)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","3","One Of These Days (IRE)","2","Blackmore, Rachael","0","Mullins, W P","8","0","134","12.00","none",,,"Awtaad (IRE)","Scealai Aonair (IRE)","Gelding",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","4","Simpsons Paradox (IRE)","2","Foley, Shane","0","Harrington, Mrs John","15","0","134","4.50","63","16",,"Mastercraftsman (IRE)","Alpha Lupi (IRE)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","5","Sarlaochra (IRE)","2","Lee, W J","0","Flynn, Patrick J","12","0","132","40.00","86","2",,"Sioux Nation (USA)","Banba Rock (IRE)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","6","Vampire Slayer (IRE)","2","Kozaki, R","0","OBrien, Joseph Patrick","9","0","132","33.00","none",,,"Camacho","Bionic Buffy (IRE)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","7","Samhradh (IRE)","2","Horgan, C","7","Slattery, Andrew","1","0","130","25.00","none",,,"Belardo (IRE)","Mirdhak","Gelding",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","8","Ifitwasme (IRE)","2","McNamara, E J","0","McNamara, E","14","0","128","33.00","none",,,"Dragon Pulse (IRE)","Blue Dune","Gelding",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","9","Mount King (IRE)","2","McDonogh, D P","0","OBrien, Joseph Patrick","5","0","128","4.00","5","55",,"National Defense","Christmas Joy (IRE)","Colt",,"0","Flat","Maiden",
"2022-09-22","13:25:00","Listowel","Buckley Agri New Holland Irish EBF Median Auction Maiden","1m ","8",,"Good","8761","15","Left Handed","10","Hasiyna (IRE)","2","Hayes, C D","0","Weld, D K","10","0","127","22.00","none",,,"Tamayuz","Hasimiyya (IRE)","Filly",,"0","Flat","Maiden",
