Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","1","Battle Of Mirbat (IRE)","6","OKeeffe, Sean F","0","McDonagh, Michael J","0","116","168","8.00","1254163","21",,"Ocovango","Vicky Serenade (IRE)","Gelding",,"12","National Hunt","Handicap Novices Chase","Third","5","4400","5610","5610","0","2","0","Limerick","10",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","2","Wellington Hill (IRE)","7","Mullins, D E","0","Mullins, Ms Margaret","0","116","168","8.50","5417562","302",,"Yeats (IRE)","Jaldemosa (FR)","Gelding","D","12","National Hunt","Handicap Novices Chase","Second","0","4400","4730","4400","1","0","0","Fairyhouse","4",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","3","Midnight It Is","7","Donoghue, K M","0","Cromwell, Gavin Patrick","0","112","164","5.00","'0587371","17",,"Midnight Legend","Santera (IRE)","Gelding",,"12","National Hunt","Handicap Novices Chase","First","6","4400","5610","4180","0","0","2","Clonmel","6",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","4","Ardera Ru (IRE)","8","OCallaghan, Shane","5","Doyle, Eoin","0","109","161","5.00","5213121","24","CkPc TT","Fame And Glory","Elviria (IRE)","Mare","D","12","National Hunt","Handicap Novices Chase","First","1","4400","5060","4840","1","2","0","Thurles","6",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","5","Another Million (IRE)","6","Doyle, R A","0","Leahy, Denis","0","108","160","12.00","'063081","209",,"Malinas (GER)","May Be Bey (FR)","Gelding",,"12","National Hunt","Handicap Novices Chase","First","0","4400","4730","4730","0","1","0","Tramore","6",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","6","Carrolls Cottage (IRE)","7","Hayes, Brian","0","Fenton, Philip","0","106","158","8.50","47756P3","17",,"Mahler","Strokestown Queen (IRE)","Gelding",,"12","National Hunt","Handicap Novices Chase","Third","1","4400","5610","4620","0","1","1","Clonmel","9",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","7","Hardwired (IRE)","7","OSullivan, Mr M J M","0","Walsh, T M","0","105","157","8.50","3P37171","32","Blnk TT","Fame And Glory","Summer Star (IRE)","Gelding",,"12","National Hunt","Handicap Novices Chase","First","3","4400","5610","5170","0","1","1","Punchestown","6",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","8","Jenny Flex (IRE)","6","Kennedy, J W","0","Elliott, Gordon","0","102","154","5.50","5082213","17","CkPc","Walk In The Park (IRE)","Dark Mimosa (IRE)","Mare",,"12","National Hunt","Handicap Novices Chase","Third","7","4400","5060","4290","0","0","1","Clonmel","9",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","9","Magnium (IRE)","10","Ewing, Sam","0","Elliott, Gordon","0","102","154","14.00","430P5P0","181","CkPc","Westerner","Anshan Bay (IRE)","Gelding",,"12","National Hunt","Handicap Novices Chase","Thirteenth","1","4400","5280","3740","0","0","1","Killarney","1",
"2023-11-12","11:40:00","Naas","Overlander Horseboxes Novice Handicap Chase (0-116)","2m4f ","20",,"Soft","6106","12","Left Handed","10","Pearlofflorida (IRE)","6","Deegan, R","0","Cusack, Liam P","0","94","146","16.00","7163538","24",,"Altruistic (IRE)","Bibis Pearl (IRE)","Mare",,"12","National Hunt","Handicap Novices Chase","Eighth","6","4400","5390","3850","0","0","1","Thurles","11",
