Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","1","Hats Off To Larry","8","Johnston, Dylan","7","Brooke, Daniel","0","97","168","14.00","7671637","21",,"Sixties Icon","Highland Jig","Gelding","D","8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","2","Lucky Lover Boy (IRE)","7","Gillard, Fergus","0","Greenall, Oliver","0","96","167","4.00","9424612","24","CkPc TT","Teofilo (IRE)","Mayonga (IRE)","Gelding","CD","8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","3","Oakmont (FR)","9","Jones, Charlotte","0","Moffatt, James","0","95","166","10.00","55354F3","31",,"Turtle Bowl (IRE)","Onega Lake (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","4","Drumfire","4","Hurst, Dillan B","8","Corbett, Mrs Susan","0","96","165","22.00","246","298",,"Night Of Thunder (IRE)","Rosewater (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","5","Lisloran (IRE)","6","Lynn, Bruce","0","Ross, R A","0","92","163","40.00","676","205",,"Imperial Monarch (IRE)","Now Were Broke (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","6","Major Snugfit","6","Coleman, Peter","8","Menzies, Rebecca","0","92","163","4.50","5217534","7","Vsor TT","Ruler Of The World (IRE)","Bridle Belle","Gelding","C D","8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","7","My Little Toni","4","Gillard, Mr T","3","McCain Jnr, D","0","94","163","5.00","3643621","26"," TT","Kayf Tara","Interim Lodge (IRE)","Filly","C","8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","8","Jack Yeats (IRE)","6","Kavanagh, Peter J","0","Coltherd, W S","0","87","158","9.00","2335255","28","CkPc","Galileo (IRE)","Fire Lily (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","9","Myburg (IRE)","6","Willmott, Thomas","3","Smith, Mrs S J","0","86","157","14.00","800141P","133",,"Sageburg (IRE)","Prairie Call (IRE)","Gelding","C","8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","10","Rains Of Castamere","5","Midgley, Tom","0","Duffield, Mrs A","0","85","156","18.00","4074846","40"," TT","Harbour Watch (IRE)","Shrimpton","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","11","Madeeh","6","Williamson, Joseph","3","Kirby, P A","0","82","153","11.00","'U724547","40"," TT","Oasis Dream","Ashaaqah (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","12","Charle Brune (FR)","9","Brogan, Kevin","0","Mechie, N","0","81","152","8.00","8F35356","13","CkPc","Myboycharlie (IRE)","Areef (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","13","Silkstone (IRE)","6","Smith-Chaston, Emma","0","Brooke, Daniel","0","76","147","16.00","5408354","63","CkPc","Alhebayeb (IRE)","Fine Silk (USA)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:00:00","Sedgefield","Download The At The Races App Conditional Jockeys Handicap Hurdle","2m.5f ","16.5","Class 5","Good","4684","14","Left Handed","14","African Sun (IRE)","5","Leonard, Cillin","0","Thomason-Murphy, Joanne","0","76","147","28.00","708P417","63","CkPc","Teofilo (IRE)","Castle Cross (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","1","Hartswood","5","Murtagh, Connor","0","Fahey, R A","8","80","142","7.50","'0059054","67",,"Garswood","Nihal (IRE)","Gelding","D","0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","2","Harswell Duke (IRE)","4","Peate, Jonny","3","Fell, Roger","7","78","140","6.50","3543695","42",,"Garswood","Grafitti","Gelding",,"0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","3","Shaladar (FR)","3","McSweeney, O","3","Ryan, K A","2","79","137","7.50","6122120","23","CkPc","Shalaa (IRE)","Ultradargent (FR)","Gelding",,"0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","4","Poets Dawn","7","Wilkie, Brandon","7","Easterby, T D","1","72","134","7.00","7322351","30",,"Poets Voice","Dudley Queen (IRE)","Gelding",,"0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","5","Tommy G","9","Watts, Shannon","7","Goldie, J S","4","70","132","6.00","6498015","6",,"Makfi","Primo Heights","Gelding","CD","0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","6","Merricourt (IRE)","6","Wilson, Poppy","7","Jardine, I","6","69","131","12.00","4128234","52","CkPc","Mizzen Mast (USA)","Elite","Gelding","CD","0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","7","Alpine Sierra (IRE)","4","Wheatley, Zak","3","Dalgleish, Keith","3","68","130","9.00","4031303","1","CkPc","Distorted Humor (USA)","Unaccompanied (IRE)","Gelding",,"0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","8","Engles Rock (IRE)","6","Sexton, Ryan","3","Russell, Miss Lucinda V","5","67","129","2.75","4046141","11","CkPc","Excelebration (IRE)","Lisa Gherardini (IRE)","Mare","CD","0","Flat","Handicap",
"2022-09-27","13:14:00","Ayr","Virgin Bet Apprentice Handicap","1m ","8","Class 4","Good","5616","9","Left Handed","9","Ayr Poet","7","Waugh, Amie","3","Goldie, J S","9","65","127","10.00","3143120","1","CkPc","Poets Voice","Jabbara (IRE)","Gelding","CD","0","Flat","Handicap",
"2022-09-27","13:25:00","Cork","Irish Stallion Farms EBF Maiden","5f ","5",,"Good","8496","12","Straight","1","Aurum Sky (IRE)","2","Heffernan, J A","0","Martin, A J","12","0","133","18.00","none",,,"Galileo (IRE)","Fix (NZ)","Gelding",,"0","Flat","Maiden",
"2022-09-27","13:25:00","Cork","Irish Stallion Farms EBF Maiden","5f ","5",,"Good","8496","12","Straight","2","Charles Bianconi (IRE)","2","Lordan, W M","0","OBrien, A P","3","0","133","4.00","88","20","Blnk","Kodiac","Stars In Your Eyes","Colt",,"0","Flat","Maiden",
"2022-09-27","13:25:00","Cork","Irish Stallion Farms EBF Maiden","5f ","5",,"Good","8496","12","Straight","3","Irish Dessert (IRE)","2","Martins, C","0","Browne, Michael J","4","0","133","100.00","'0","11",,"Cotai Glory","Dessert Flower (IRE)","Gelding",,"0","Flat","Maiden",
"2022-09-27","13:25:00","Cork","Irish Stallion Farms EBF Maiden","5f ","5",,"Good","8496","12","Straight","4","Mount Ruapehu (IRE)","2","Slattery, A J","0","Grogan, J F","6","0","133","1.88","'002334","12",,"Invincible Spirit (IRE)","Katla (IRE)","Colt",,"0","Flat","Maiden",
"2022-09-27","13:25:00","Cork","Irish Stallion Farms EBF Maiden","5f ","5",,"Good","8496","12","Straight","5","Ocean Leader (IRE)","2","Keane, C T","0","Cullen, D W","11","0","133","25.00","none",,,"French Navy","Isabella Rose (IRE)","Colt",,"0","Flat","Maiden",
