Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","1","Bergentown (IRE)","6","Stones, Lewis","0","Candlish, Jennie","0","90","168","2.00","'09000P1","15",,"Policy Maker (IRE)","Sweet Harry (FR)","Gelding",,"8","National Hunt","Handicap Hurdle","First","1","3520","4620","4400","0","1","0","Bangor","5",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","2","Joie De Vivre (IRE)","8","Gillard, Mr T","0","Todhunter, M","0","89","167","5.00","2134954","50","Vsor","Mastercraftsman (IRE)","Fragonard","Mare","D","8","National Hunt","Handicap Hurdle","Fourth","0","3520","4730","4400","1","1","2","Thirsk","7",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","3","Malangen (IRE)","8","Shanahan, William T","3","Harrison, Miss L","0","89","167","8.00","3476773","1",,"Born To Sea (IRE)","Ladys Locket (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle","Third","3","3520","5500","4620","0","7","1","Perth","12",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","4","A Shining Moon (IRE)","5","Midgley, Tom","0","Midgley, P T","0","86","164","6.00","5080715","13","CkPc","Sea The Moon (GER)","Aliana (GER)","Gelding",,"8","National Hunt","Handicap Hurdle","Fifth","0","3520","3630","2200","0","0","1","Pontefract","12",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","5","Edmond Dantes (IRE)","7","Murtagh, Lorcan","0","Murtagh, Barry","0","82","160","12.00","'000U886","40","CkPc TT","Alhebayeb (IRE)","Abhasana (IRE)","Gelding",,"8","National Hunt","Handicap Hurdle","Sixth","1","3520","4620","2200","0","0","2","Newcastle","3",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","6","Coup De Gold (IRE)","7","Anderson, Mr A","0","Thompson, D W","0","81","159","11.00","3833076","8","CkPc","Maxios","Astroglia (USA)","Gelding",,"8","National Hunt","Handicap Hurdle","Sixth","2","3520","5720","4290","0","1","0","Hexham","14",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","7","Burnage Boy (IRE)","7","Thompson, Joshua","10","Hammond, Micky","0","74","152","6.00","7744327","12","Vsor","Footstepsinthesand","Speedi Mouse","Gelding",,"8","National Hunt","Handicap Hurdle","Seventh","1","3520","4290","0","0","0","0","Wetherby","10",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","8","Strong Team (IRE)","10","Quirke, Mr C M","0","Grant, C","0","73","151","25.00","236546P","16","Vsor","Exceed And Excel (AUS)","Star Blossom (USA)","Gelding","C","8","National Hunt","Handicap Hurdle","Pulled Up","2","3520","3960","3960","0","4","0","Market Rasen","13",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","9","Snowed In (IRE)","14","Rabbitt, Mr C","3","Quinlan, Elizabeth","0","72","150","28.00","778P439","46","CkPc","Dark Angel (IRE)","Spinning Gold","Gelding","D","8","National Hunt","Handicap Hurdle","Ninth","1","3520","5280","4180","2","3","5","Kelso","4",
"2023-06-25","13:45:00","Hexham","Paxtons Are Case IHs No. 1 Dealer Conditional Jockeys Handicap Hurdle","2m ","16","Class 5","Good","4621","10","Left Handed","10","Kilcaragh Boy (IRE)","14","Armson, Philip","0","Armson, R J","0","68","146","20.00","'06338P3","89"," TT","Kings Theatre (IRE)","Histologie (FR)","Gelding","C D","8","National Hunt","Handicap Hurdle","Third","0","3520","5390","4510","1","1","0","Hexham","3",
