Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2023-05-09","13:50:00","Lingfield","Download The At The Races App Fillies Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard","4104","3","Left Handed","1","Holy Fire","3","Shepherd, Callum","0","Fellowes, Charlie","2","0","133","0.91","31","6",,"Unfortunately (IRE)","Abonos (IRE)","Filly","D","0","All Weather","Novices","First","1","1320","1540","1320","1","0","0","Kempton","2",
"2023-05-09","13:50:00","Lingfield","Download The At The Races App Fillies Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard","4104","3","Left Handed","2","Another Thought","3","Downing, George","0","Houghton, Eve Johnson","1","0","128","6.00","3","18",,"Charming Thought","Reprieval (FR)","Filly",,"0","All Weather","Novices","Third","1","1320","1760","0","0","0","0","Bath","1",
"2023-05-09","13:50:00","Lingfield","Download The At The Races App Fillies Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard","4104","3","Left Handed","3","Beau Roc","3","Planas, Connor","5","Boughey, George","3","66","126","1.50","222332","6",,"Brazen Beau (AUS)","Kicker Rock","Filly",,"0","All Weather","Novices","Second","2","1320","1320","0","0","0","0","Wolverhampton","6",
"2023-05-09","14:00:00","Ffos Las","Cazoo Novices Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Soft","4357","6","Left Handed","1","Manorbank (IRE)","8","Bellamy, Tom","0","Lavelle, Miss E C","0","122","164","1.10","1541","29",,"Arcadio (GER)","Kind Word (IRE)","Gelding",,"10","National Hunt","Novices Hurdle","First","0","4510","4290","3630","0","0","2","Chepstow","3",
"2023-05-09","14:00:00","Ffos Las","Cazoo Novices Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Soft","4357","6","Left Handed","2","The Same (FR)","6","Bowen, Sean P","0","Murphy, Olly","0","117","164","1.63","13","30",,"Network (GER)","Escortbeauty (FR)","Gelding",,"10","National Hunt","Novices Hurdle","Third","0","4510","4730","4730","0","1","0","Ffos Las","2",
"2023-05-09","14:00:00","Ffos Las","Cazoo Novices Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Soft","4357","6","Left Handed","3","Deal Em High","6",,"0","Hamer, Mrs D A","0","0","157","0.00","510PP9","14",,"Mountain High (IRE)","Dirty Deal","Gelding",,"10","National Hunt","Novices Hurdle","Ninth","0","4510","4730","3740","0","0","1","Ffos Las","2",
"2023-05-09","14:00:00","Ffos Las","Cazoo Novices Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Soft","4357","6","Left Handed","4","Hobbs Delight","7","Twiston-Davies, Sam","0","Mulholland, N P","0","0","157","12.00","45","23",,"Milan","Hobbs Dream (IRE)","Gelding",,"10","National Hunt","Novices Hurdle","Fifth","0","4510","3520","0","0","0","0","Wincanton","1",
"2023-05-09","14:00:00","Ffos Las","Cazoo Novices Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Soft","4357","6","Left Handed","5","Lelant (IRE)","5","Wedge, Adam","0","Williams, Evan","0","0","157","4.50","672","65",,"Soldier Of Fortune (IRE)","Ab Initio (IRE)","Gelding",,"10","National Hunt","Novices Hurdle","Second","0","4510","4400","0","0","0","0","Ffos Las","3",
"2023-05-09","14:00:00","Ffos Las","Cazoo Novices Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Soft","4357","6","Left Handed","6","Mangrove River (IRE)","6","Brace, Connor","0","Brace, D","0","0","157","100.00","57","186",,"Getaway (GER)","Tastytimes (IRE)","Gelding",,"10","National Hunt","Novices Hurdle","Seventh","0","4510","3630","0","0","0","0","Exeter","2",
"2023-05-09","14:00:00","Ffos Las","Cazoo Novices Hurdle (GBB Race)","2m4.5f ","20.5","Class 4","Soft","4357","6","Left Handed","7","Norn Iron (IRE)","5",,"0","Sherwood, O","0","0","157","0.00","43","14",,"Soldier Of Fortune (IRE)","Coco Des Champs (IRE)","Gelding",,"10","National Hunt","Novices Hurdle","Third","0","4510","3630","0","0","0","0","Ffos Las","2",
