Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-07-04","13:00:00","Worcester","At The Races App Market Movers Novices Chase (GBB Race)","2m7f ","23","Class 3","Good","6535","6","Left Handed","1","Crisis Of Identity (IRE)","5","Godfrey, Ben","3","Lund, B V","0","0","158","25.00","'0454","3","CkPc","Alkaadhem","Roses And Wine (IRE)","Gelding",,"16",
"2022-07-04","13:00:00","Worcester","At The Races App Market Movers Novices Chase (GBB Race)","2m7f ","23","Class 3","Good","6535","6","Left Handed","2","Drumlee Watar (IRE)","9","Brooke, Henry","0","Greatrex, W J","0","121","158","1.88","31P9P52","105","CkPc TT","Watar (IRE)","Dolly Of Dublin (IRE)","Gelding","CD","16",
"2022-07-04","13:00:00","Worcester","At The Races App Market Movers Novices Chase (GBB Race)","2m7f ","23","Class 3","Good","6535","6","Left Handed","3","Frankie Rapper (IRE)","10","Martin, James","7","Martin, Andrew J","0","100","158","28.00","16226P4","15","CkPc","Milan","Parkdota (IRE)","Gelding","CD","16",
"2022-07-04","13:00:00","Worcester","At The Races App Market Movers Novices Chase (GBB Race)","2m7f ","23","Class 3","Good","6535","6","Left Handed","4","Game Socks (IRE)","6","Twiston-Davies, Sam","0","Newland, Dr R D P","0","109","158","6.00","5266134","36","CkPc","Leading Light (IRE)","Late Night Deed","Gelding",,"16",
"2022-07-04","13:00:00","Worcester","At The Races App Market Movers Novices Chase (GBB Race)","2m7f ","23","Class 3","Good","6535","6","Left Handed","5","Wall Of Fame (IRE)","7","Hughes, Brian","0","McCain Jnr, D","0","126","158","0.91","175164U","60","CkPc","Fame And Glory","Sanadja (IRE)","Gelding",,"16",
"2022-07-04","13:00:00","Worcester","At The Races App Market Movers Novices Chase (GBB Race)","2m7f ","23","Class 3","Good","6535","6","Left Handed","6","Miss Massey (IRE)","9","York, Mr P","5","York, P","0","0","151","50.00","none",,,"Mahler","Finnow Turkle (IRE)","Mare",,"16",
"2022-07-04","13:35:00","Worcester","John Burke Handicap Chase","2m7f ","23","Class 3","Good","6535","10","Left Handed","1","Shentri (FR)","5","Durrell, Mr T","7","Skelton, Daniel","0","124","168","6.00","3256214","30",,"Sri Putra","Shentala (FR)","Gelding",,"16",
"2022-07-04","13:35:00","Worcester","John Burke Handicap Chase","2m7f ","23","Class 3","Good","6535","10","Left Handed","2","Delight Of Dubai (IRE)","8","OBrien, T J","0","Williams, Noel","0","118","162","14.00","3121P33","19","CkPc","Dubai Destination (USA)","Bonny Hall (IRE)","Mare",,"16",
"2022-07-04","13:35:00","Worcester","John Burke Handicap Chase","2m7f ","23","Class 3","Good","6535","10","Left Handed","3","De Barley Basket (IRE)","9","Woods, K K","0","Pauling, Ben","0","117","161","2.25","4611P11","32",,"Alkaadhem","Lady Willmurt (IRE)","Gelding","C","16",
"2022-07-04","13:35:00","Worcester","John Burke Handicap Chase","2m7f ","23","Class 3","Good","6535","10","Left Handed","4","Lord Bryan (IRE)","11","Bowen, Sean P","0","Bowen, P","0","116","160","3.50","5P82111","23","CkPc TT","Brian Boru","Run Cat (IRE)","Gelding","CD","16",
"2022-07-04","13:35:00","Worcester","John Burke Handicap Chase","2m7f ","23","Class 3","Good","6535","10","Left Handed","5","Doncesar De Pretot (FR)","9","Twiston-Davies, Sam","0","Mulholland, N P","0","114","158","8.50","242413","32"," TT","Saddler Maker (IRE)","Kobila (FR)","Gelding","C","16",
"2022-07-04","13:35:00","Worcester","John Burke Handicap Chase","2m7f ","23","Class 3","Good","6535","10","Left Handed","6","Coral (FR)","7","Harrison, Liam","3","OBrien, Fergal","0","112","156","8.50","361P324","23",,"Martaline","Clipsy (FR)","Gelding","C","16",
