Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","1","Swapped (FR)","6","Boinville, Nico","0","Henderson, N J","0","100","168","4.00","2026662","28","CkPc","Sinndar (IRE)","La Bezizais (FR)","Gelding",,"13","National Hunt","Handicap Novices Chase","Second","2","4400","4620","3520","0","0","1","Newton Abbot","5",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","2","Cotton End (IRE)","9","Lambert, Finn","5","Lewis, Mrs S W","0","97","165","4.50","3P335P3","20",,"Scorpion (IRE)","Scartara (FR)","Mare","D","13","National Hunt","Handicap Novices Chase","Third","1","4400","4950","4400","1","0","4","Uttoxeter","8",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","3","Barely Famous (IRE)","7","Sheppard, Stan","0","Sheppard, M","0","90","158","12.00","'0211265","16"," TT","Fame And Glory","Cause Celebre (IRE)","Mare","D","13","National Hunt","Handicap Novices Chase","Fifth","2","4400","5610","5610","2","1","0","Southwell","8",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","4","Lough Carra (IRE)","6","Sheehan, Gavin","0","Candlish, Jennie","0","89","157","3.00","2234P62","30","Vsor TT","Policy Maker (IRE)","Utrillos Art (IRE)","Gelding",,"13","National Hunt","Handicap Novices Chase","Second","2","4400","4620","0","0","0","0","Huntingdon","11",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","5","Coconut Tudor (IRE)","7","Davies, James","0","Shaw, D","0","86","154","20.00","98PP5P5","66",,"Mahler","Tudor Fashion (IRE)","Gelding",,"13","National Hunt","Handicap Novices Chase","Fifth","0","4400","5280","0","0","0","0","Stratford","7",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","6","Deer Hunter (IRE)","7","Worsley, Tabitha","3","ONeill, Mrs D","0","81","149","12.00","30PPP36","25",,"Fame And Glory","Subtle Gem (IRE)","Gelding",,"13","National Hunt","Handicap Novices Chase","Sixth","3","4400","5390","0","0","0","0","Worcester","5",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","7","Miss Antipova","11","Best, J A","0","Keighley, M","0","78","146","2.75","32PP222","16",,"Pasternak","Herballistic","Mare",,"13","National Hunt","Handicap Novices Chase","Second","2","4400","6050","0","0","0","0","Southwell","5",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","8","Ace Time","9","Quinlan, Jack","0","Jenkins, J R","0","74","142","50.00","776P8PP","73",,"Sinndar (IRE)","Desert Run (IRE)","Gelding",,"13","National Hunt","Handicap Novices Chase","Pulled Up","0","4400","5610","3520","0","0","2","Huntingdon","3",
"2023-06-28","13:58:00","Worcester","FBC Manby Bowdler Novices Handicap Chase","2m4f ","20","Class 5","Good","3406","9","Left Handed","9","Paddys Return (IRE)","7","Bowen, Sean P","0","Bowen, P","0","74","142","14.00","'008P","33","Hood TT","Ocovango","Witneses Daughter (IRE)","Gelding",,"13","National Hunt","Handicap Novices Chase","Pulled Up","1","4400","4510","0","0","0","0","Worcester","1",
"2023-06-28","14:10:00","Salisbury","Due Diligence Standing At Whitsbury Manor British EBF Blagrave Maiden Stakes (GBB Race)","7f ","7","Class 4","Good To Firm","5400","11","Straight","1","Aragon Castle (IRE)","2","Bryan, Joshua","0","Balding, A M","1","0","133","4.50","none",,,"Territories (IRE)","Wearing Wings","Colt",,"0","Flat","Maiden","No Run","0","1540","0","0","0","0","0",,"0",
