Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","1","Estehwadh (IRE)","3","Probert, David","0","Mongan, Mrs L J","2","62","137","50.00","'0521370","118","CkPc","Profitable (IRE)","Packed House","Gelding",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","2","Corporate Raider (IRE)","3","Hogan, D E","0","Feilden, Miss J","10","61","136","12.00","464007","64",,"Profitable (IRE)","Zenella","Gelding",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","3","Smooth Ryder (IRE)","3","Muscutt, D","0","Johnston, Charlie","8","60","135","3.33","'05742","7","CkPc","Smooth Daddy (USA)","Silesie (USA)","Gelding",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","4","Foinix","3","Voikhansky, Alexander","7","Kelleway, Miss Gay","5","60","135","2.50","4234312","10",,"Phoenix Reach (IRE)","Yeah Baby Yeah (IRE)","Colt","D","0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","5","Saratoga Spirit","3","Shoemark, Kieran","0","Hills, Charles","9","59","134","12.00","977","34",,"Tasleet","Lady Sylvia","Filly",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","6","Ectocross (FR)","3","Shepherd, Callum","0","Dow, S","12","58","133","16.00","'000","133",,"Ectot","Seasonal Cross","Colt",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","7","Shes A Mirage","3","Ryan, Rossa","0","Evans, P D","1","58","133","8.50","4537666","10",,"Kodiac","Aqlaam Vision","Filly",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","8","Martini Lodge","3","Morris, Luke","0","Charalambous, P / Clutterbuck, J","3","57","132","8.50","'0798","23","CkPc","Muhaarar","Poppets Passion","Filly",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","9","Fullforward (IRE)","3","Keeley, Aidan","5","Madgwick, M","7","56","131","7.50","9334162","34","Blnk","Tamayuz","Shakdara (USA)","Gelding",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","10","Deep Spirit","3","Carson, William","0","Carson, Anthony","6","52","127","25.00","97064","20","Hood TT","Charm Spirit (IRE)","Deep Blue Sea","Filly",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","11","Sundazed (IRE)","3","Crouch, Hector","0","Watson, Archie","11","52","127","14.00","705","32",,"Australia","Sunbird","Filly",,"0","All Weather","Handicap",
"2023-03-03","13:15:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 6","Standard","4292","12","Left Handed","12","Sand Timer","3","ONeill, K T","0","Johnson, B R","4","50","125","28.00","909","16",,"Time Test","Dusty Answer","Filly",,"0","All Weather","Handicap",
"2023-03-03","13:25:00","Doncaster","Virgin Bet Daily Money Back Novices Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Good","5446","4","Left Handed","1","Ballygeary (IRE)","6","Hughes, Brian","0","McCain Jnr, D","0","0","166","1.00","21","28",,"Flemensfirth (USA)","Sweet Poli (IRE)","Gelding",,"8","National Hunt","Novices Hurdle",
"2023-03-03","13:25:00","Doncaster","Virgin Bet Daily Money Back Novices Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Good","5446","4","Left Handed","2","Nortonthorpebanker","5","Johnson, Alison","7","Menzies, Rebecca","0","0","159","22.00","657","31",,"Charming Thought","Scented Garden","Gelding",,"8","National Hunt","Novices Hurdle",
"2023-03-03","13:25:00","Doncaster","Virgin Bet Daily Money Back Novices Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Good","5446","4","Left Handed","3","Dooby","5","Todd, C J","0","Allwood, S","0","0","152","80.00","98P","387",,"Pearl Secret","Moonshine Ridge (IRE)","Mare",,"8","National Hunt","Novices Hurdle",
"2023-03-03","13:25:00","Doncaster","Virgin Bet Daily Money Back Novices Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Good","5446","4","Left Handed","4","Circus Act (IRE)","4","Brouder, Gavin","5","Nash, J A","0","113","149","0.83","'0063331","16",,"Buratino (IRE)","Daring Damsel (IRE)","Filly","D","8","National Hunt","Novices Hurdle",
"2023-03-03","13:40:00","Newbury","A-Plan Insurance Supporting West Berkshire Mencap Conditional Jockeys Handicap Hurdle","2m4.5f ","20.5","Class 4","Good","5624","7","Left Handed","1","Sashenka (GER)","7","Ffrench Davis, Mr Ben","3","Davis, D J S Ffrench","0","116","168","3.33","'0412372","21",,"Maxios","Sarabia (GER)","Mare",,"10","National Hunt","Handicap Hurdle",
