Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-07-17","12:00:00","Stratford","Allan Atkinson Memorial Handicap Hurdle","3m3f ","27","Class 3","Good","6208","4","Left Handed","1","Hillview (IRE)","6","Bowen, Sean P","0","Hanmer, G D","0","127","170","0.80","1211131","21",,"Fruits Of Love (USA)","Da Das Delight (IRE)","Gelding","C","13",
"2022-07-17","12:00:00","Stratford","Allan Atkinson Memorial Handicap Hurdle","3m3f ","27","Class 3","Good","6208","4","Left Handed","2","Aye Aye Charlie","10","Tudor, Jack","0","Williams, Christian","0","110","153","2.25","6124451","29","CkPc","Midnight Legend","Trial Trip","Gelding","D","13",
"2022-07-17","12:00:00","Stratford","Allan Atkinson Memorial Handicap Hurdle","3m3f ","27","Class 3","Good","6208","4","Left Handed","3","Ennistown","12","Bellamy, Tom","0","Wintle, A","0","109","152","6.50","64P1542","57"," TT","Authorized (IRE)","Saoirse Abu (USA)","Gelding",,"13",
"2022-07-17","12:00:00","Stratford","Allan Atkinson Memorial Handicap Hurdle","3m3f ","27","Class 3","Good","6208","4","Left Handed","4","Presenting Yeats (IRE)","6","Durrell, Mr T","7","Harris, M F","0","99","142","8.00","1323434","12","Blnk TT","Yeats (IRE)","Vavite (IRE)","Gelding","C D","13",
"2022-07-17","12:30:00","Stratford","Ardencote Spa Handicap Chase","2m6.5f ","22.5","Class 4","Good","4357","5","Left Handed","1","Cawthorne Lad","6","ONeill, Jonjo (Jr)","0","ONeill, Jonjo","0","116","169","3.50","2471633","126",,"Coach House (IRE)","Upton Seas","Gelding","C","17",
"2022-07-17","12:30:00","Stratford","Ardencote Spa Handicap Chase","2m6.5f ","22.5","Class 4","Good","4357","5","Left Handed","2","Templehills (IRE)","11","Twiston-Davies, Sam","0","Twiston-Davies, N A","0","115","168","16.00","7518FP5","28"," TT","Kalanisi (IRE)","Sissinghurst Storm (IRE)","Gelding","C","17",
"2022-07-17","12:30:00","Stratford","Ardencote Spa Handicap Chase","2m6.5f ","22.5","Class 4","Good","4357","5","Left Handed","3","Salley Gardens (IRE)","6","Bowen, Sean P","0","Murphy, Olly","0","115","168","1.75","1211231","27","CkPc TT","Yeats (IRE)","Glenlogan (IRE)","Gelding",,"17",
"2022-07-17","12:30:00","Stratford","Ardencote Spa Handicap Chase","2m6.5f ","22.5","Class 4","Good","4357","5","Left Handed","4","Etat Major Aulmes (FR)","8","Sheehan, Gavin","0","Signy, Oliver","0","110","163","1.38","47P2211","18",,"Della Francesca (USA)","River Gold Aulmes (FR)","Gelding",,"17",
"2022-07-17","12:30:00","Stratford","Ardencote Spa Handicap Chase","2m6.5f ","22.5","Class 4","Good","4357","5","Left Handed","5","Fresh New Dawn (IRE)","10","Stones, Lewis","5","Murphy, Olly","0","102","155","11.00","6321P44","44"," TT","Flemensfirth (USA)","Star Shuil (IRE)","Gelding","D","17",
"2022-07-17","13:00:00","Stratford","Mick Bird (Grandad Birdy) Memorial Novices Handicap Chase","2m3.5f ","19.5","Class 5","Good","3268","5","Left Handed","1","Cremant (IRE)","8","Brogan, Kevin","0","Mulholland, N P","0","102","168","2.00","3227313","19","CkPc TT","Getaway (GER)","Opera Season (IRE)","Gelding","CD","14",
"2022-07-17","13:00:00","Stratford","Mick Bird (Grandad Birdy) Memorial Novices Handicap Chase","2m3.5f ","19.5","Class 5","Good","3268","5","Left Handed","2","Felino De Bersy (FR)","7","Edwards, Lee","0","Roberts, David","0","100","166","33.00","853628","3"," TT","Martaline","Ondine De Bersy (FR)","Gelding",,"14",
"2022-07-17","13:00:00","Stratford","Mick Bird (Grandad Birdy) Memorial Novices Handicap Chase","2m3.5f ","19.5","Class 5","Good","3268","5","Left Handed","3","Cardboard Gangster","7","Bellamy, Tom","0","Jeffreys, D J","0","92","158","2.50","2365P41","17",,"Norse Dancer (IRE)","Hiho Silver Lining","Gelding",,"14",
"2022-07-17","13:00:00","Stratford","Mick Bird (Grandad Birdy) Memorial Novices Handicap Chase","2m3.5f ","19.5","Class 5","Good","3268","5","Left Handed","4","Serjeant Painter","7","Woods, K K","0","Pauling, Ben","0","90","156","1.20","3174311","20",,"Royal Applause","Szabos Art","Gelding","CD","14",
"2022-07-17","13:00:00","Stratford","Mick Bird (Grandad Birdy) Memorial Novices Handicap Chase","2m3.5f ","19.5","Class 5","Good","3268","5","Left Handed","5","Pittsburg (IRE)","6",,"0","Potter, R D","0","82","148","0.00","'0P15P90","28"," TT","Sageburg (IRE)","Constant Approach (IRE)","Gelding","D","14",
"2022-07-17","13:00:00","Stratford","Mick Bird (Grandad Birdy) Memorial Novices Handicap Chase","2m3.5f ","19.5","Class 5","Good","3268","5","Left Handed","6","Silvretta Schwarz (IRE)","7","Hammond, Charlie","0","Young, Maxwell","0","76","142","50.00","'P633558","14","CkPc","Silver Frost (IRE)","Perruche Grise (FR)","Mare",,"14",
"2022-07-17","13:30:00","Stratford","Roger Wyton Stanley Memorial Handicap Chase (GBB Race)","2m1f ","17","Class 2","Good","13070","5","Left Handed","1","Mick Pastor (FR)","6","Williams, Lorcan","0","Nicholls, P F","0","140","168","2.00","1112356","90","Hood TT","Meshaheer (USA)","Mick Oceane (FR)","Gelding","D","12",
"2022-07-17","13:30:00","Stratford","Roger Wyton Stanley Memorial Handicap Chase (GBB Race)","2m1f ","17","Class 2","Good","13070","5","Left Handed","2","Larch Hill (IRE)","9","Hughes, Brian","0","Pogson, Charles and Adam","0","122","150","3.50","2115514","19",,"Presenting","Misty Move (IRE)","Gelding","CD","12",
"2022-07-17","13:30:00","Stratford","Roger Wyton Stanley Memorial Handicap Chase (GBB Race)","2m1f ","17","Class 2","Good","13070","5","Left Handed","3","Elios Dor (FR)","8","Twiston-Davies, Sam","0","Walford, Robert","0","114","142","1.75","136P512","25","Blnk TT","Puit Dor (IRE)","Naker Mome (FR)","Gelding",,"12",
"2022-07-17","13:30:00","Stratford","Roger Wyton Stanley Memorial Handicap Chase (GBB Race)","2m1f ","17","Class 2","Good","13070","5","Left Handed","4","Caddyhill (IRE)","7","Quinlan, Sean","0","Candlish, Jennie","0","114","142","6.50","3523443","14","Vsor","Arcadio (GER)","Ring Hill","Gelding","D","12",
"2022-07-17","13:30:00","Stratford","Roger Wyton Stanley Memorial Handicap Chase (GBB Race)","2m1f ","17","Class 2","Good","13070","5","Left Handed","5","Atlantic Storm (IRE)","10","Hammond, Charlie","0","Summers, B R","0","114","142","11.00","7472213","19"," TT","September Storm (GER)","Double Dream (IRE)","Gelding","CD","12",
