Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","1","Adjani (IRE)","2","Tudhope, Daniel","0","Foy, Kevin","3","0","128","20.00","3","18",,"Kessaar (IRE)","Esedra (IRE)","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","2","Immortal Beauty (IRE)","2","Doyle, Hollie","0","Hannon (Jnr), Richard","4","0","128","2.25","3","16",,"Cotai Glory","Invincible Me (IRE)","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","3","Keep Bidding (IRE)","2","Hornby, Rob","0","Beckett, R M","9","0","128","33.00","none",,,"Ribchester (IRE)","Coolfitch (IRE)","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","4","Lady Hollywood","2","Buick, William","0","Haynes, Alice","8","0","128","2.00","2","13",,"Havana Grey","Dubai Legend","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","5","Love Affairs","2","Keniry, L P","0","Cox, C G","5","0","128","10.00","none",,,"Showcasing","Fond Words (IRE)","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","6","Maylandsea","2","Egan, David","0","Bell, M L W","6","0","128","3.50","none",,,"Havana Grey","Different","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","7","Miami Bay (IRE)","2","Shepherd, Callum","0","Boughey, George","2","0","128","66.00","76","21",,"Tamayuz","Carioca (IRE)","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","8","Radio Goo Goo","2","Downing, George","0","Evans, P D","7","0","128","6.50","432","13",,"Havana Grey","Radio Gaga","Filly",,"0",
"2022-05-22","13:00:00","Nottingham","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","5f ","5","Class 5","Good","3780","9","Straight","9","Sugar Hill Babe (IRE)","2","Robinson, Ben","0","Williamson, Mrs L","1","0","128","125.00","none",,,"Bungle Inthejungle","Kardyls Hope (IRE)","Filly",,"0",
"2022-05-22","13:30:00","Nottingham","Bet At racingtv.com Novice Stakes (GBB Race)","1m.5f ","8.5","Class 5","Good","3780","12","Left Handed","1","Laasudood (USA)","3","Crowley, Jim","0","Hannon (Jnr), Richard","2","0","137","8.00","51","229",,"War Front (USA)","Lahudood","Colt",,"0",
"2022-05-22","13:30:00","Nottingham","Bet At racingtv.com Novice Stakes (GBB Race)","1m.5f ","8.5","Class 5","Good","3780","12","Left Handed","2","Reine Du Bal","4","Wood, George","0","Eustace, Harry","7","0","137","20.00","62","99",,"Mukhadram","Shes Gorgeous (IRE)","Filly",,"0",
"2022-05-22","13:30:00","Nottingham","Bet At racingtv.com Novice Stakes (GBB Race)","1m.5f ","8.5","Class 5","Good","3780","12","Left Handed","3","Secret State (IRE)","3","Buick, William","0","Appleby, Charlie","13","0","137","0.30","21","18",,"Dubawi (IRE)","Jacqueline Quest (IRE)","Colt",,"0",
