Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-24","13:00:00","Southwell","Download The Vickers.Bet App Handicap Chase","2m5f ","21","Class 5","Good","5773","7","Left Handed","1","Templebredin (IRE)","8","Hammond, Charlie","0","Newland, Dr R D P","0","107","170","5.50","317536P","13","Blnk","Stowaway","Ballydunne Present (IRE)","Gelding",,"16",
"2022-05-24","13:00:00","Southwell","Download The Vickers.Bet App Handicap Chase","2m5f ","21","Class 5","Good","5773","7","Left Handed","2","Do It For Thy Sen (IRE)","8","Patrick, Richard","0","Lee, Miss Kerry","0","106","169","1.50","1544342","36","CkPc","Mountain High (IRE)","Ashlings Princess (IRE)","Gelding","CD","16",
"2022-05-24","13:00:00","Southwell","Download The Vickers.Bet App Handicap Chase","2m5f ","21","Class 5","Good","5773","7","Left Handed","3","Salamanca School (FR)","5","Brooke, Henry","0","Greatrex, W J","0","103","166","4.00","3172415","16",,"Rock Of Gibraltar (IRE)","Princess Sofia (UAE)","Gelding",,"16",
"2022-05-24","13:00:00","Southwell","Download The Vickers.Bet App Handicap Chase","2m5f ","21","Class 5","Good","5773","7","Left Handed","4","Chapati (FR)","8","Kendrick, Max J P","0","Coulson, Jake Thomas","0","98","161","12.00","30212P6","201",,"Fragrant Mix (IRE)","Bessouba (FR)","Gelding","C","16",
"2022-05-24","13:00:00","Southwell","Download The Vickers.Bet App Handicap Chase","2m5f ","21","Class 5","Good","5773","7","Left Handed","5","On The Bandwagon (IRE)","7","ONeill, Jonjo (Jr)","0","ONeill, Jonjo","0","95","158","6.00","5366PP","88",,"Oscar (IRE)","Deep Supreme (IRE)","Gelding",,"16",
"2022-05-24","13:00:00","Southwell","Download The Vickers.Bet App Handicap Chase","2m5f ","21","Class 5","Good","5773","7","Left Handed","6","Diamond Rose","10","Gethings, Ciaran","0","Smith, J S","0","79","142","6.50","4753323","15","CkPc TT","Sagamix (FR)","Swiss Rose","Mare",,"16",
"2022-05-24","13:00:00","Southwell","Download The Vickers.Bet App Handicap Chase","2m5f ","21","Class 5","Good","5773","7","Left Handed","7","Wells Gold (IRE)","11","Willmott, Thomas","3","Ender, Miss S J","0","79","142","50.00","'P60U7P9","55","Vsor TT","Gold Well","Exit Baby (IRE)","Gelding",,"16",
"2022-05-24","13:15:00","Bath","Sky Sports Racing Sky 415 Apprentice Handicap","1m3.5f ","11.5","Class 5","Good","3510","5","Left Handed","1","Remedium","4","Williams, Jordan","3","Llewellyn, B J","2","68","139","12.00","3847090","18","CkPc","Adaay (IRE)","Lamentation","Gelding",,"0",
"2022-05-24","13:15:00","Bath","Sky Sports Racing Sky 415 Apprentice Handicap","1m3.5f ","11.5","Class 5","Good","3510","5","Left Handed","2","Papas Boy (IRE)","5","Hutchinson, Callum","0","Llewellyn, B J","5","64","135","12.00","4433","285","CkPc","Mukhadram","Lovely Dancer (IRE)","Gelding",,"0",
"2022-05-24","13:15:00","Bath","Sky Sports Racing Sky 415 Apprentice Handicap","1m3.5f ","11.5","Class 5","Good","3510","5","Left Handed","3","Blue Hero (CAN)","4","Heard, Tyler","0","Wintle, A","3","62","133","2.25","9311342","13","Hood","Air Force Blue (USA)","Pomarine (USA)","Gelding","C","0",
"2022-05-24","13:15:00","Bath","Sky Sports Racing Sky 415 Apprentice Handicap","1m3.5f ","11.5","Class 5","Good","3510","5","Left Handed","4","Bobby Kennedy","4","Bass, George","0","Coakley, D J","1","62","133","2.50","'0221263","229",,"Bobbys Kitten (USA)","All Annalena (IRE)","Gelding","CD","0",
"2022-05-24","13:15:00","Bath","Sky Sports Racing Sky 415 Apprentice Handicap","1m3.5f ","11.5","Class 5","Good","3510","5","Left Handed","5","Sisterandbrother","4","Planas, Connor","7","Harris, M F","4","59","130","1.63","8224551","13","Hood","Sixties Icon","Picalily","Gelding","C","0",
