Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","1","Sienna Breeze (IRE)","4","Dawson, R","0","Wadham, Mrs L","12","68","140","22.00","5917036","16",,"Camacho","Viking Rose (IRE)","Filly",,"0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","2","Nikkis Girl (IRE)","3","Catton, Luke","5","Dunlop, E A L","9","76","140","4.00","2231331","8","CkPc","Mehmas (IRE)","Dame Judi (IRE)","Filly","D","0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","3","Faithful Spirit","3","Keniry, L P","0","Cox, C G","3","71","135","28.00","130","21",,"Cable Bay (IRE)","Dont Forget Faith (USA)","Filly",,"0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","4","Miss Bella Brand","4","Wood, George","0","Gansera-Leveque, Mrs Ilka","4","63","135","7.00","3510032","9",,"Poets Voice","Miss Toldyaso (IRE)","Filly","D","0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","5","Keeping Hoping (IRE)","3","Norton, Francis","0","ONeill, Jonjo","2","70","134","22.00","7523559","19",,"Profitable (IRE)","Sassy Gal (IRE)","Filly",,"0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","6","Emily Post","3","McDonald, P J","0","Bethell, Ed","1","70","134","3.00","42241","18","Hood","Charming Thought","Mary Read","Filly","D","0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","7","Alethiometer (FR)","3","Beasley, Connor","0","Dods, M","5","69","133","4.00","312333","18",,"Aclaim (IRE)","Live Love Laugh (FR)","Filly","D","0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","8","Caleta Sunrise (IRE)","3","Donohoe, Stephen","0","Palmer, Hugo","10","69","133","6.50","9832394","18","Hood","Pride Of Dubai (AUS)","Princess Sheila (IRE)","Filly",,"0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","9","Vivency (USA)","5","Clutterbuck, Rhys","3","Mackie, J","8","60","132","25.00","2745149","11",,"Noble Mission","Hint Of Joy (USA)","Mare","D","0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","10","Gypsy Whisper","5","Duern, J","3","Dixon, Scott","7","57","129","20.00","4394009","36",,"Helmet (AUS)","Secret Insider (USA)","Mare","D","0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","11","Politicism","3","Sanna, G","7","Smart, B","6","63","127","20.00","7397","47",,"Churchill (IRE)","Mythicism","Filly",,"0",
"2022-07-01","13:00:00","Doncaster","George Smith Horseboxes Fillies Handicap","7f ","7","Class 5","Good","4536","12","Straight","12","Red How","3","Gordon, Josephine","0","Camacho, Miss J A","11","55","119","33.00","3497","31",,"Equiano (FR)","Dianes Choice","Filly",,"0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","1","Eligible (IRE)","6","Mason, Joanna","0","Easterby, M W","6","68","140","7.50","4334915","17","Vsor","Dark Angel (IRE)","Secrets Away (IRE)","Gelding","D","0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","2","Yoshimi (IRE)","5","Garritty, Billy","0","Herrington,M ","7","68","140","20.00","1060865","315",,"Dream Ahead (USA)","Dawn Dew (GER)","Gelding",,"0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","3","Green Power","7","McDonald, P J","0","Gallagher, J","2","67","139","9.00","1435565","39",,"Kheleyf (USA)","Hakuraa (IRE)","Gelding","D","0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","4","Blackheath","7","Beasley, Connor","0","Dods, M","5","66","138","5.50","3440093","8","Vsor","Excelebration (IRE)","Das Wish (IRE)","Gelding",,"0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","5","Youarenotforgiven","4","Dawson, R","0","Carroll, A W","3","64","136","8.00","6902","18",,"Starspangledbanner (AUS)","Spiliada (FR)","Gelding",,"0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","6","Ron O","4","ONeill, Dane","0","Eyre, J L","4","63","135","4.50","3325991","13","Vsor","Toronado (IRE)","Xaloc (IRE)","Gelding","D","0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","7","Showmedemoney (IRE)","3","Mullen, Andrew","0","Jardine, I","8","69","132","4.00","3764134","16","CkPc","Divine Prophet (AUS)","Escapism (IRE)","Gelding",,"0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","8","Harbour Vision","7","Swift, Mr Dale","0","Dixon, Scott","9","60","132","20.00","4754450","34",,"Harbour Watch (IRE)","Holy Nola (USA)","Gelding","C D","0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","9","Samuel Spade (GER)","3","Nolan, D","0","OMeara, D","1","68","131","9.00","66720","28",,"Myboycharlie (IRE)","Summarily (IRE)","Gelding",,"0",
"2022-07-01","13:35:00","Doncaster","Bet In-Play With TPD.Zone Handicap","1m ","8","Class 5","Good","4536","10","Left Handed","10","Temper Trap","5","Fentiman, Duran","0","Easterby, T D","10","58","130","8.50","7P00054","23",,"Slade Power (IRE)","Sloane Square","Gelding","D","0",
"2022-07-01","13:50:00","Sandown","Coral Dragon Stakes (Listed)","5f ","5","Listed Race","Good","22968","6","Straight","1","Bakeel","2","Mitchell, Jack","0","Balding, A M","3","95","130","6.00","15","15",,"Sioux Nation (USA)","Volute (FR)","Colt","D","0",
"2022-07-01","13:50:00","Sandown","Coral Dragon Stakes (Listed)","5f ","5","Listed Race","Good","22968","6","Straight","2","Eddies Boy","2","Doyle, Hollie","0","Watson, Archie","1","96","130","4.50","123","16","CkPc","Havana Grey","Spontaneity (IRE)","Colt","D","0",
"2022-07-01","13:50:00","Sandown","Coral Dragon Stakes (Listed)","5f ","5","Listed Race","Good","22968","6","Straight","3","Remarkable Force (IRE)","2","Ryan, Rossa","0","Haynes, Alice","5","88","130","6.00","110","17",,"Acclamation","Vastitas (IRE)","Colt","D","0",
"2022-07-01","13:50:00","Sandown","Coral Dragon Stakes (Listed)","5f ","5","Listed Race","Good","22968","6","Straight","4","Rocket Rodney","2","Muscutt, D","0","Scott, George","2","102","130","1.00","212","16",,"Dandy Man (IRE)","Alushta","Gelding","D","0",
"2022-07-01","13:50:00","Sandown","Coral Dragon Stakes (Listed)","5f ","5","Listed Race","Good","22968","6","Straight","5","Rumstar","2","Probert, David","0","Portman, J G","4","85","130","28.00","213","36",,"Havana Grey","Stellarta","Colt","D","0",
"2022-07-01","13:50:00","Sandown","Coral Dragon Stakes (Listed)","5f ","5","Listed Race","Good","22968","6","Straight","6","Cuban Mistress","2","Coakley, Ross","0","Millman, B R","6","84","125","10.00","6122","6",,"Havana Grey","Secret Romance","Filly","CD","0",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","1","Crisis Of Identity (IRE)","5","Godfrey, Ben","3","Lund, B V","0","0","158","50.00","'045","23","CkPc","Alkaadhem","Roses And Wine (IRE)","Gelding",,"10",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","2","Fire Squadron (IRE)","7","Bellamy, Tom","0","Dennis, David","0","112","158","5.00","2578763","28"," TT","Fame And Glory","Thats The Goose (IRE)","Gelding",,"10",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","3","Holnest Pound","5","Powell, Brendan","0","Tizzard, Joe","0","0","158","11.00","'0","187",,"Arvico (FR)","Honey Tree","Gelding",,"10",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","4","Old Page (IRE)","5","Scholfield, Nick","0","Williams, Christian","0","0","158","18.00","9","9",,"Snow Sky","Dual Rose (IRE)","Gelding",,"10",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","5","Risky Whiskey (IRE)","5","Noonan, David G","0","Chapman, Ryan","0","0","158","18.00","93","30",,"Watar (IRE)","Sapphire Rouge (IRE)","Gelding",,"10",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","6","Sure Touch","6","Bowen, Sean P","0","Murphy, Olly","0","108","158","1.50","102432","111"," TT","Yeats (IRE)","Liberthine (FR)","Gelding",,"10",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","7","Tension Time (IRE)","8","Barfoot-Saunt, Mr G","0","Barfoot-Saunt, Mrs Tracey","0","78","158","80.00","683F5P","42",,"Dubai Destination (USA)","Leaders Hall (IRE)","Gelding",,"10",
"2022-07-01","14:00:00","Newton Abbot","NewtonAbbotRace On Twitter Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","4084","9","Left Handed","8","Ami Des Flots (IRE)","5","Bass, David","0","Bailey, K C","0","0","151","1.75","682","29",,"Notnowcato","Palm Sur (IRE)","Mare",,"10",
