Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","1","Johnny Boom (IRE)","4","McSweeney, O","5","Lycett, Shaun","7","61","136","3.33","'P597573","33","CkPc","New Bay","Moody Blue (IRE)","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","2","Nat Love (IRE)","5","Haynes, Joey","0","Furtado, Ivan","10","61","136","11.00","'0308436","54",,"Gregorian (IRE)","Chaguaramas (IRE)","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","3","Prince Hector (IRE)","4","McDonald, P J","0","Menzies, Rebecca","12","59","134","10.00","'0730246","28","Vsor","Camacho","Arabian Pearl (IRE)","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","4","Kardinya (IRE)","3","Larson, Frederick","3","Appleby, M","8","59","133","4.00","3078362","12","Blnk","Mehmas (IRE)","Sapphire Diva (IRE)","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","5","Banbrook Boy","3","Stott, Kevin","0","Boughey, George","9","59","133","12.00","75040","24","Blnk TT","Rock Of Gibraltar (IRE)","Alidara (IRE)","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","6","Dubai Jeanius (IRE)","4","Eaves, Tom","0","Herrington,M ","14","58","133","4.50","9067042","54",,"Pride Of Dubai (AUS)","Tempura (GER)","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","7","Approach The City (IRE)","6","Mitchell, Jack","0","Frost, Kevin","6","58","133","6.50","4000976","43","Hood","New Approach (IRE)","First City","Gelding","D","0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","8","Endofastorm (IRE)","3","Lee, G","0","Griffiths, D C","3","58","132","33.00","7527","29","CkPc","Galileo Gold","Red Fuschia","Filly",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","9","Exceedingly Sonic","3","Beasley, Connor","0","Dods, M","13","56","130","22.00","3474700","32","Hood","Exceed And Excel (AUS)","Modify","Filly",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","10","Island Of Skye","3","Egan, John","0","Margarson, G G","1","52","126","12.00","9347068","13","CkPc TT","Ribchester (IRE)","Bonnie Brae","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","11","Methinks (IRE)","3","Peate, Jonny","5","Fell, Roger","4","50","124","66.00","4334UP0","4","CkPc","Showcasing","Landale","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","12","Valorant","4","James, S H","0","Dixon, Scott","11","47","122","20.00","6066070","11","Hood","Showcasing","Comeback Queen","Filly",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","13","Trusty Scout (IRE)","4","Hardie, Cameron","0","Shaw, D","5","46","121","18.00","'0637577","4","Hood","Gleneagles (IRE)","Dutch Lilly","Gelding",,"0","All Weather","Handicap",
"2022-12-13","12:43:00","Southwell","Spreadex Sports Get 40 In Bonuses Confined Handicap","1m ","8","Class 6","Standard To Slow","4536","13","Left Handed","14","Saxonhill (IRE)","5",,"3","McEntee, P S","2","46","121","0.00","'0054007","4","Vsor","Elzaam (AUS)","Blondies Esteem (IRE)","Gelding",,"0","All Weather","Handicap",
"2022-12-13","13:13:00","Southwell","talkSPORT Powered By Fans Fillies Novice Stakes (GBB Race)","1m ","8","Class 5","Standard To Slow","4644","7","Left Handed","1","Betterment","2","Keenan, Darragh","0","Chapple-Hyam, Jane","5","64","128","11.00","'07033","13",,"Bobbys Kitten (USA)","Beta","Filly",,"0","All Weather","Novices",
"2022-12-13","13:13:00","Southwell","talkSPORT Powered By Fans Fillies Novice Stakes (GBB Race)","1m ","8","Class 5","Standard To Slow","4644","7","Left Handed","2","Brightly (FR)","2","Havlin, Robert","0","Gosden, John and Thady","6","0","128","1.50","4","15",,"Sea The Stars (IRE)","Aurora Gold","Filly",,"0","All Weather","Novices",
"2022-12-13","13:13:00","Southwell","talkSPORT Powered By Fans Fillies Novice Stakes (GBB Race)","1m ","8","Class 5","Standard To Slow","4644","7","Left Handed","3","Latest Edition (IRE)","2","James, S H","0","Burke, K R","7","0","128","33.00","none",,,"Ribchester (IRE)","Catchline (USA)","Filly",,"0","All Weather","Novices",
"2022-12-13","13:13:00","Southwell","talkSPORT Powered By Fans Fillies Novice Stakes (GBB Race)","1m ","8","Class 5","Standard To Slow","4644","7","Left Handed","4","Princess Niyla","2","Jamin, Pierre-Louis","3","Palmer, Hugo","3","0","128","2.25","3","13",,"Night Of Thunder (IRE)","Coillte Cailin (IRE)","Filly",,"0","All Weather","Novices",
"2022-12-13","13:13:00","Southwell","talkSPORT Powered By Fans Fillies Novice Stakes (GBB Race)","1m ","8","Class 5","Standard To Slow","4644","7","Left Handed","5","Queen Of Fairies","2","Doyle, James","0","Appleby, Charlie","4","0","128","5.00","none",,,"Cracksman","Bean Feasa","Filly",,"0","All Weather","Novices",
"2022-12-13","13:13:00","Southwell","talkSPORT Powered By Fans Fillies Novice Stakes (GBB Race)","1m ","8","Class 5","Standard To Slow","4644","7","Left Handed","6","Reflective Star","2","Morris, Luke","0","Appleby, Charlie","1","0","128","18.00","'0","13",,"Dubawi (IRE)","Switching (USA)","Filly",,"0","All Weather","Novices",
"2022-12-13","13:13:00","Southwell","talkSPORT Powered By Fans Fillies Novice Stakes (GBB Race)","1m ","8","Class 5","Standard To Slow","4644","7","Left Handed","7","The Ivy (IRE)","2","Mitchell, Jack","0","Crisford, Simon","2","0","128","7.00","none",,,"Showcasing","Intense Pink","Filly",,"0","All Weather","Novices",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","1","Downtown Dubai (IRE)","2","Hart, Jason","0","Johnston, M","6","57","137","4.00","658325","13","CkPc","Exceed And Excel (AUS)","Zabeel Park (USA)","Colt",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","2","Cahore Retreat","2","Dennis, Phil","0","Evans, P D","8","56","136","18.00","5090","5",,"Exceed And Excel (AUS)","Climene (IRE)","Filly",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","3","Foinix","2","Morris, Luke","0","Kelleway, Miss Gay","4","56","136","9.00","6534","5",,"Phoenix Reach (IRE)","Yeah Baby Yeah (IRE)","Colt",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","4","Attrazione (IRE)","2","Stott, Kevin","0","Boughey, George","2","55","135","2.00","6886323","5"," TT","Holy Roman Emperor (IRE)","Maoineas (IRE)","Filly",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","5","Alodia","2",,"0","Kirk, S","1","55","135","0.00","690","34",,"Saxon Warrior (JPN)","Atone","Filly",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","6","Last Stand (IRE)","2","Feilden, Sam","7","Burke, K R","11","53","133","14.00","60689","7","Vsor","Gustav Klimt (IRE)","Queen Elsa (IRE)","Gelding",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","7","Skyblue Expert","2","Hansen, Thore","0","Haynes, Alice","10","51","131","3.33","8901352","5","Blnk Eye TT","Expert Eye","On The Stage","Gelding",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","8","Minoli","2","Lee, G","0","Murphy, Mike / Keady, Michael","12","50","130","28.00","'060","15","CkPc","Night Of Thunder (IRE)","Anosti","Filly",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","9","Edwina Sheeran (IRE)","2","Peate, Jonny","5","Fell, Roger","9","50","130","7.50","60838","42",,"Decorated Knight","Rooney Omara","Filly",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","10","Drum Brae Boy","2","Keenan, Darragh","0","Eddery, Robert","7","47","127","12.00","'0743366","38",,"Bobbys Kitten (USA)","Wilbury Twist","Gelding",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","11","Me And Mrs Jones (IRE)","2",,"0","Kirk, S","5","45","125","0.00","'09005","33","CkPc","Acclamation","She Believes (IRE)","Filly",,"0","All Weather","Handicap Nursery",
"2022-12-13","13:43:00","Southwell","Its Time To Turn To talkSPORT Nursery","1m ","8","Class 6","Standard To Slow","4536","10","Left Handed","12","Little Red Dancer","2","Hardie, Cameron","0","Brown, A D","3","45","125","80.00","'0700889","13","CkPc","Pastoral Pursuits","Meandmyshadow","Filly",,"0","All Weather","Handicap Nursery",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","1","Hiya Maite","4","Edmunds, Lewis","0","Bowring, S R","2","70","137","2.00","3264713","4",,"Heeraat (IRE)","Misus Maite","Gelding","D","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","2","Autumn Flight (IRE)","6","Hart, Jason","0","Cowell, R M H","6","68","135","12.00","7779774","14","Vsor","Dandy Man (IRE)","Swallow Falls (IRE)","Gelding","D","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","3","Ooh Is It","4","Stott, Kevin","0","Evans, P D","3","68","135","2.75","7653904","15",,"Es Que Love (IRE)","Candleberry","Gelding","D","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","4","Sir Rodneyredblood","5","Feilden, Sam","7","Jenkins, J R","8","67","134","25.00","4371428","7","Vsor","Roderic OConnor (IRE)","Red Blooded Woman (USA)","Gelding","C D","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","5","Second Collection","6","Egan, John","0","Carroll, A W","10","65","132","14.00","6617453","14",,"Delegator","Quelle Affaire","Mare","D","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","6","Thegreatestshowman","6","Cherchi, Stefano","0","Murphy, Amy","7","65","132","8.00","7390588","24","Blnk","Equiano (FR)","Conversational (IRE)","Gelding","CD","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","7","Ornate","9","Dennis, Phil","0","Griffiths, D C","11","64","131","25.00","'0098918","40",,"Bahamian Bounty","Adorn","Gelding","CD","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","8","Red Walls","4","Mitchell, Jack","0","Williamson, Mrs L","1","61","128","16.00","2261906","8",,"Heeraat (IRE)","Gemini Glory (USA)","Gelding","CD","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","9","Miss Belladonna","3","Keenan, Darragh","0","Shaw, D","5","57","124","8.50","4212271","12",,"Brazen Beau (AUS)","Ming Meng (IRE)","Filly","D","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","10","Man On A Mission","3","Morris, Luke","0","Charalambous, P / Clutterbuck, J","9","53","120","5.50","7540415","12",,"Swiss Spirit","Loveatfirstsight","Gelding","D","0","All Weather","Handicap",
"2022-12-13","14:13:00","Southwell","Top Odds Every Day With BetUK Handicap","5f ","5","Class 5","Standard To Slow","6696","11","Straight","11","Red Stripes (USA)","10","Hardie, Cameron","0","Williamson, Mrs L","4","49","116","100.00","6800709","4","Blnk","Leroidesanimaux (BRZ)","Kaleidoscopic (USA)","Gelding","CD","0","All Weather","Handicap",
"2022-12-13","14:43:00","Southwell","BetUKs Acca Club 5 Free Bet Handicap","1m3f ","11","Class 6","Standard To Slow","4536","6","Left Handed","1","Franco Grasso","4","Havlin, Robert","0","Chapple-Hyam, P W","6","67","137","3.00","1267344","13","CkPc","Frankel","Oakley Girl","Gelding",,"0","All Weather","Handicap",
