Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2023-02-08","12:45:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5f ","21",,"Soft","7434","5","Right Handed","1","Emily Roebling (IRE)","9","Slevin, J J","0","Kelleher, Gerard","0","0","161","5.50","2422032","14",,"Getaway (GER)","Mae Mobley (IRE)","Mare",,"13","National Hunt","Beginners Chase",
"2023-02-08","12:45:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5f ","21",,"Soft","7434","5","Right Handed","2","Pont Aval (FR)","10","Mullins, D E","0","Mullins, W P","0","0","161","9.00","310P10P","31",,"Soldier Of Fortune (IRE)","Panzella (FR)","Mare",,"13","National Hunt","Beginners Chase",
"2023-02-08","12:45:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5f ","21",,"Soft","7434","5","Right Handed","3","Rock On Cassie (IRE)","7","Ewing, Sam","0","Elliott, Gordon","0","0","161","7.50","61FP6","17",,"Shirocco (GER)","Lissard Lady (IRE)","Mare",,"13","National Hunt","Beginners Chase",
"2023-02-08","12:45:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5f ","21",,"Soft","7434","5","Right Handed","4","Always Giving (IRE)","5","Deegan, R","0","Dreaper, J T R","0","0","157","150.00","'050000","14",,"Champs Elysees","Old Carton Lass (IRE)","Mare",,"13","National Hunt","Beginners Chase",
"2023-02-08","12:45:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5f ","21",,"Soft","7434","5","Right Handed","5","Instit (FR)","5","Townend, P","0","Mullins, W P","0","0","157","0.29","2242","31",,"Saint Des Saints (FR)","Bonne Maman (FR)","Mare",,"13","National Hunt","Beginners Chase",
"2023-02-08","13:15:00","Fairyhouse","Fairyhouse Members 2023 Handicap Chase (0-116)","2m5f ","21",,"Soft","5841","11","Right Handed","1","Bay Ambition (IRE)","10","OBrien, P M","7","Cromwell, Gavin Patrick","0","115","168","5.50","546F384","25",,"Oscar (IRE)","Western Euro (IRE)","Mare",,"13","National Hunt","Handicap Chase",
"2023-02-08","13:15:00","Fairyhouse","Fairyhouse Members 2023 Handicap Chase (0-116)","2m5f ","21",,"Soft","5841","11","Right Handed","2","Halsafari (IRE)","10","OCallaghan, Shane","7","Bowe, Michael J","0","115","168","12.00","2423336","11","CkPc","Doyen (IRE)","Solerina (IRE)","Gelding","C","13","National Hunt","Handicap Chase",
"2023-02-08","13:15:00","Fairyhouse","Fairyhouse Members 2023 Handicap Chase (0-116)","2m5f ","21",,"Soft","5841","11","Right Handed","3","Shantou Lucky (IRE)","6","Buckley, Kieran","3","Cromwell, Gavin Patrick","0","113","166","5.00","2284446","24",,"Shantou (USA)","Backtothekingsnest (IRE)","Gelding",,"13","National Hunt","Handicap Chase",
"2023-02-08","13:15:00","Fairyhouse","Fairyhouse Members 2023 Handicap Chase (0-116)","2m5f ","21",,"Soft","5841","11","Right Handed","4","Broken Ice (IRE)","7","Donoghue, K M","0","Cromwell, Gavin Patrick","0","110","163","18.00","2165P86","14",,"Born To Sea (IRE)","Ice Box (IRE)","Gelding","D","13","National Hunt","Handicap Chase",
"2023-02-08","13:15:00","Fairyhouse","Fairyhouse Members 2023 Handicap Chase (0-116)","2m5f ","21",,"Soft","5841","11","Right Handed","5","Yabo (IRE)","8","Deegan, R","0","Doyle, Miss Elizabeth","0","110","163","9.00","72231F5","32",,"Dylan Thomas (IRE)","Ruby Isabel (IRE)","Mare",,"13","National Hunt","Handicap Chase",
