Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-07-07","13:00:00","Doncaster","Sky Sports Racing HD Virgin 535 Amateur Jockeys Handicap","2m.5f ","16.5","Class 6","Good To Firm","3542","7","Left Handed","1","Sufi","8","Padgett, Miss Teagan","7","Harris, M F","5","58","156","9.00","367462P","253"," TT","Pivotal","Basanti (USA)","Gelding",,"0",
"2022-07-07","13:00:00","Doncaster","Sky Sports Racing HD Virgin 535 Amateur Jockeys Handicap","2m.5f ","16.5","Class 6","Good To Firm","3542","7","Left Handed","2","Clifftop Heaven","5","Hampson, Brodie","0","Watson, Archie","6","55","153","2.25","4649672","71",,"Canford Cliffs (IRE)","Heavens Sake","Gelding","D","0",
"2022-07-07","13:00:00","Doncaster","Sky Sports Racing HD Virgin 535 Amateur Jockeys Handicap","2m.5f ","16.5","Class 6","Good To Firm","3542","7","Left Handed","3","The Resdev Way","9","Smith, Becky","0","Hammond, Micky","2","55","153","4.50","4145323","14",,"Multiplex","Lady Duxyana","Gelding","D","0",
"2022-07-07","13:00:00","Doncaster","Sky Sports Racing HD Virgin 535 Amateur Jockeys Handicap","2m.5f ","16.5","Class 6","Good To Firm","3542","7","Left Handed","4","Infiniti (IRE)","9","Voikhansky, Dr M","5","Frost, Kevin","4","55","153","1.63","9715111","9",,"Arcano (IRE)","Seraphina (IRE)","Mare",,"0",
"2022-07-07","13:00:00","Doncaster","Sky Sports Racing HD Virgin 535 Amateur Jockeys Handicap","2m.5f ","16.5","Class 6","Good To Firm","3542","7","Left Handed","5","First Blood (IRE)","4","Newcombe, Henry","5","Kirby, P A","1","54","152","8.50","1957394","22","CkPc TT","Intello (GER)","Heavenly Note","Gelding",,"0",
"2022-07-07","13:00:00","Doncaster","Sky Sports Racing HD Virgin 535 Amateur Jockeys Handicap","2m.5f ","16.5","Class 6","Good To Firm","3542","7","Left Handed","6","Our Cilla","8","Bullock, Miss Emily","3","Crook, A","3","45","143","40.00","'P28094P","89",,"Sixties Icon","Kinetix","Mare",,"0",
"2022-07-07","13:00:00","Doncaster","Sky Sports Racing HD Virgin 535 Amateur Jockeys Handicap","2m.5f ","16.5","Class 6","Good To Firm","3542","7","Left Handed","7","Amani","4","Garven, Miss Alex","5","Weatherer, Mark","7","45","143","50.00","'009","147",,"Adaay (IRE)","Miss Wells (IRE)","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","1","Canadiansmokeshow (IRE)","2","Moore, Ryan","0","Woods, S P C","2","0","128","4.00","none",,,"U S Navy Flag (USA)","Wrood (USA)","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","2","Cruise (IRE)","2","Fallon, Cieren","0","Hannon (Jnr), Richard","4","0","128","16.00","none",,,"Cotai Glory","Open Verse (USA)","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","3","Five Towns","2","Doyle, James","0","Haggas, W J","3","0","128","12.00","none",,,"Lord Kanaloa (JPN)","Guilty Twelve (USA)","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","4","Funny Story","2","Crouch, Hector","0","Beckett, R M","1","0","128","10.00","none",,,"Havana Grey","Funny Enough","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","5","Ivory Madonna (IRE)","2","Doyle, Hollie","0","Spencer, Richard","5","0","128","1.25","33","20",,"Dark Angel (IRE)","Clem Fandango (FR)","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","6","Miss New York (USA)","2","Ryan, Rossa","0","Loughnane, David","9","0","128","16.00","none",,,"Good Magic (USA)","Luna Vega (USA)","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","7","Mystic Pearl (FR)","2","Marquand, Tom","0","Haggas, W J","8","0","128","10.00","none",,,"Invincible Spirit (IRE)","Ertiyad","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","8","Rose Prick (IRE)","2","Buick, William","0","Walker, Ed","7","0","128","10.00","3","25",,"No Nay Never (USA)","Ornelia Ruee (FR)","Filly",,"0",
"2022-07-07","13:20:00","Newmarket (July)","British Stallion Studs EBF Maiden Fillies Stakes (GBB Race)","6f ","6","Class 2","Good To Firm","13500","9","Straight","9","Starmas (IRE)","2","Levey, S M","0","Hannon (Jnr), Richard","6","0","128","18.00","5","57",,"Mehmas (IRE)","Startori","Filly",,"0",
"2022-07-07","13:30:00","Doncaster","At The Races App Market Movers Handicap","5f ","5","Class 5","Good To Firm","4536","7","Straight","1","Dusky Prince (IRE)","3","Davies, Harry","5","Watson, Archie","1","81","141","1.20","6453411","10","Blnk","Prince Of Lir (IRE)","Dusky Maid (IRE)","Gelding","D","0",
"2022-07-07","13:30:00","Doncaster","At The Races App Market Movers Handicap","5f ","5","Class 5","Good To Firm","4536","7","Straight","2","Leodis Dream (IRE)","6","Sexton, Ryan","5","Midgley, P T","6","75","140","4.00","8608572","12",,"Dandy Man (IRE)","Paddy Again (IRE)","Gelding","D","0",
"2022-07-07","13:30:00","Doncaster","At The Races App Market Movers Handicap","5f ","5","Class 5","Good To Firm","4536","7","Straight","3","J R Cavagin (IRE)","4","Lee, G","0","Midgley, P T","4","71","136","12.00","6119606","76",,"Oasis Dream","International Love (IRE)","Gelding","D","0",
"2022-07-07","13:30:00","Doncaster","At The Races App Market Movers Handicap","5f ","5","Class 5","Good To Firm","4536","7","Straight","4","Just That Lord","9","Carver, William","3","Hodgson, Simon","5","71","136","7.50","8176745","21",,"Avonbridge","Lady Filly","Gelding","D","0",
"2022-07-07","13:30:00","Doncaster","At The Races App Market Movers Handicap","5f ","5","Class 5","Good To Firm","4536","7","Straight","5","Primos Comet","7","Mulrennan, Paul","0","Goldie, J S","2","70","135","4.00","'0946952","8",,"Orientor","Primo Heights","Gelding","D","0",
"2022-07-07","13:30:00","Doncaster","At The Races App Market Movers Handicap","5f ","5","Class 5","Good To Firm","4536","7","Straight","6","Harrogate (IRE)","7","Robinson, Ben","0","Midgley, P T","3","65","130","11.00","6020167","23",,"Society Rock (IRE)","Invincible Me (IRE)","Gelding","D","0",
"2022-07-07","13:30:00","Doncaster","At The Races App Market Movers Handicap","5f ","5","Class 5","Good To Firm","4536","7","Straight","7","Super Julius","8","Haynes, Joey","0","Banham, Chelsea","7","63","128","8.00","4669341","26",,"Bated Breath","Paradise Isle","Gelding","D","0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","1","Lord Torranaga (FR)","7","Garritty, Billy","0","Kirby, P A","6","70","142","28.00","73P2105","36",,"Planteur (IRE)","Marie Cuddy (IRE)","Gelding","D","0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","2","The Navigator","7","Nolan, D","0","Sayer, Mrs Dianne","7","70","142","3.00","8211127","11",,"Mastercraftsman (IRE)","Blessing (USA)","Gelding","CD","0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","3","Real Terms","5","Stammers, Oliver","3","Tuer, Grant","4","69","141","12.00","7335245","309",,"Champs Elysees","Easy Terms","Mare",,"0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","4","Ebony Maw","5","Garritty, Jack","0","Whillans, Ewan","1","67","139","14.00","2508763","29","CkPc","Iffraaj","Skirrid","Gelding",,"0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","5","Eclipse De Lunar (IRE)","4","Allan, David","0","Easterby, T D","5","65","137","6.50","9858308","27","CkPc TT","Sea The Moon (GER)","Scoville (GER)","Gelding",,"0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","6","Cappoquin (IRE)","3","Morris, Luke","0","Prescott, Sir Mark","11","72","133","2.00","754","78",,"Muhaarar","Tecla (IRE)","Filly",,"0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","7","Mr Mccall","4","Stott, Kevin","0","Kirby, P A","10","61","133","11.00","8454717","29","CkPc","Farhh","Naayla (IRE)","Gelding","CD","0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","8","Iolani (GER)","10","Sullivan, James P","0","Sayer, Mrs Dianne","8","58","130","12.00","2335023","24","CkPc","Sholokhov (IRE)","Imogen (GER)","Gelding","CD","0",
"2022-07-07","13:40:00","Carlisle","Lake District Handicap","1m3f ","11","Class 5","Good To Firm","3996","9","Right Handed","9","Timbukone (IRE)","3","Rodriguez, Callum","0","Dalgleish, Keith","3","69","130","8.00","752234","9",,"Zoffany (IRE)","High Figurine (IRE)","Gelding",,"0",
