Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-08-05","13:20:00","Brighton","starsportsbet.co.uk Handicap","6f ","6","Class 6","Good To Firm","3726","5","Left Handed","1","Porfin (IRE)","4","McEntee, Grace","3","McEntee, P S","6","62","137","3.50","3648255","21",,"Belardo (IRE)","Tropical Mist (IRE)","Gelding","D","0",
"2022-08-05","13:20:00","Brighton","starsportsbet.co.uk Handicap","6f ","6","Class 6","Good To Firm","3726","5","Left Handed","2","Secret Handsheikh","4","Keenan, Darragh","0","Gallagher, J","4","60","135","3.50","'0066634","13","Blnk","Mayson","Descriptive (IRE)","Gelding","D","0",
"2022-08-05","13:20:00","Brighton","starsportsbet.co.uk Handicap","6f ","6","Class 6","Good To Firm","3726","5","Left Handed","3","Minhaaj (IRE)","5","Currie, Nicola","0","Attwater, M J","3","58","133","5.00","4480734","13","CkPc","Invincible Spirit (IRE)","Sharqeyih","Mare",,"0",
"2022-08-05","13:20:00","Brighton","starsportsbet.co.uk Handicap","6f ","6","Class 6","Good To Firm","3726","5","Left Handed","4","Glamorous Force","5","Marquand, Tom","0","Harris, R A","1","56","131","6.00","4336577","59",,"Lethal Force (IRE)","Glamorous Spirit (IRE)","Gelding","C","0",
"2022-08-05","13:20:00","Brighton","starsportsbet.co.uk Handicap","6f ","6","Class 6","Good To Firm","3726","5","Left Handed","5","Rosequiano","3",,"0","Williams, S C","5","54","125","0.00","7507038","2",,"Equiano (FR)","Warden Rose","Filly",,"0",
"2022-08-05","13:20:00","Brighton","starsportsbet.co.uk Handicap","6f ","6","Class 6","Good To Firm","3726","5","Left Handed","6","Sapphires Moon","3","Watson, Jason","0","Carroll, A W","2","50","127","2.00","3975061","1",,"Ardad (IRE)","Shifting Moon","Filly","C","0",
"2022-08-05","13:40:00","Musselburgh","Champagne Pommery Rose Magnum Handicap","1m1f ","9","Class 6","Good","3456","7","Right Handed","1","Ayr Empress (IRE)","4","James, S H","0","Dalgleish, Keith","2","60","135","5.50","1592442","17","CkPc","Holy Roman Emperor (IRE)","Miss Anneliese (IRE)","Filly","CD","0",
"2022-08-05","13:40:00","Musselburgh","Champagne Pommery Rose Magnum Handicap","1m1f ","9","Class 6","Good","3456","7","Right Handed","2","Cosa Sara (IRE)","4","Mulrennan, Paul","0","Goldie, J S","5","59","134","3.33","8116233","6",,"Gleneagles (IRE)","Antique Platinum (IRE)","Filly",,"0",
"2022-08-05","13:40:00","Musselburgh","Champagne Pommery Rose Magnum Handicap","1m1f ","9","Class 6","Good","3456","7","Right Handed","3","Iron Sheriff (IRE)","4","Peate, Jonny","5","Fell, Roger","6","56","131","8.00","'0217732","13","CkPc","Lawman (FR)","Rebelline (IRE)","Gelding",,"0",
"2022-08-05","13:40:00","Musselburgh","Champagne Pommery Rose Magnum Handicap","1m1f ","9","Class 6","Good","3456","7","Right Handed","4","Breckland","4","Rodriguez, Callum","0","Dalgleish, Keith","7","54","129","3.50","'0576124","16",,"Helmet (AUS)","Cherry Orchard (IRE)","Gelding",,"0",
