Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","1","Kaasib (IRE)","2","Kirby, Adam","0","Cox, C G","9","0","136","2.75","21","30",,"U S Navy Flag (USA)","Cherished (IRE)","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","2","Alif Power (IRE)","2","Egan, David","0","Varian, Roger","3","0","130","10.00","none",,,"El Kabeir (USA)","Extricate (IRE)","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","3","Bluelight Bay (IRE)","2","Bishop, Charles","0","Houghton, Eve Johnson","4","0","130","16.00","none",,,"Exceed And Excel (AUS)","Sirens Cove","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","4","Commission","2","ONeill, Dane","0","Tregoning, M P","10","0","130","50.00","none",,,"Profitable (IRE)","Modify","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","5","Dayyan (IRE)","2","Levey, S M","0","Hannon (Jnr), Richard","12","0","130","14.00","56","13",,"Kodiac","Dutch Destiny","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","6","Fumbleinthejungle","2","Dawes, Rose","7","Channon, M R","1","0","130","50.00","5","9",,"Bungle Inthejungle","Good Morning Lady","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","7","Galeron (IRE)","2","Spencer, Jamie","0","Hills, Charles","11","0","130","40.00","none",,,"Camacho","Society Gal (IRE)","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","8","Indian Renegade (IRE)","2","Ryan, Rossa","0","Hannon (Jnr), Richard","6","0","130","16.00","none",,,"Sioux Nation (USA)","Jewel In The Sand (IRE)","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","9","Lahab","2","Turner, Hayley","0","Balding, A M","7","0","130","16.00","none",,,"U S Navy Flag (USA)","Cristielle","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","10","Mischief Magic (IRE)","2","Buick, William","0","Appleby, Charlie","2","0","130","1.88","none",,,"Exceed And Excel (AUS)","Veil Of Silence (IRE)","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","11","Monopolise","2","Marquand, Tom","0","Walker, Ed","13","0","130","40.00","none",,,"Showcasing","Simply Me","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","12","Royal Scotsman (IRE)","2","Crowley, Jim","0","Cole, P F I","8","0","130","5.00","4","13",,"Gleneagles (IRE)","Enrol","Colt",,"0",
"2022-05-20","13:00:00","Goodwood","William Hill Acca Club / British EBF Novice Stakes (GBB Race)","6f ","6","Class 4","Good","5994","13","Straight","13","Show Respect (IRE)","2","Steward, Louis","0","Meehan, B J","5","0","130","50.00","none",,,"Showcasing","More Respect (IRE)","Colt",,"0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","1","Andre Amar (IRE)","6","Dawson, R","0","Brisland, Robyn","13","57","137","8.00","8412252","218",,"Dandy Man (IRE)","Heavens Vault (IRE)","Gelding","C","0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","2","Monsieur Fantaisie (IRE)","4","Mangan, Gina","5","Oshea, J G M","8","55","135","3.00","3321226","1","Blnk","Make Believe","Rachel Tiffany (USA)","Gelding",,"0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","3","Grey Galleon (USA)","8","Pearson, Laura","3","Teal, R A","10","55","135","7.00","3968755","26","CkPc","Mizzen Mast (USA)","Floresta (USA)","Gelding","CD","0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","4","Blue Venture","5","Probert, David","0","Carroll, A W","6","53","133","7.50","1645244","188",,"Bated Breath","Blue Goddess (IRE)","Mare",,"0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","5","Creek Harbour (IRE)","7","Howarth, Christian","7","Wintle, A","7","52","132","9.00","3247575","27",,"Kodiac","Allegheny Creek (IRE)","Gelding","C","0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","6","Rhubarb","5","Hutchinson, Callum","5","Price, R J","2","51","131","7.50","3227816","10",,"Nayef (USA)","Cockney Fire","Mare",,"0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","7","Papas Girl (IRE)","4","Keniry, L P","0","Moore, J S","12","50","130","8.00","8723253","10",,"Mehmas (IRE)","Sunny Harbor (IRE)","Filly",,"0",
"2022-05-20","13:10:00","Bath","M J Church Contracting Handicap (Div 1)","5.5f ","5.5","Class 6","Good","2970","13","Left Handed","8","Epeius (IRE)","9","Fisher, Taylor","7","Tickle, J","11","48","128","28.00","'0707986","39","Vsor","Arakan (USA)","Gilda Lilly (USA)","Gelding",,"0",
