Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","1","Its Chico Time (IRE)","2","Watson, Jason","0","Teal, R A","3","0","133","33.00","'0","14",,"Dark Angel (IRE)","Bear Cheek (IRE)","Gelding",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","2","Jungle Fever (IRE)","2","Fanning, Joe","0","Johnston, M","5","0","133","3.50","5","18",,"Bungle Inthejungle","Titian Saga (IRE)","Colt",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","3","Kingsbury (IRE)","2","Morris, Luke","0","Brisland, Robyn","4","0","133","10.00","46","11",,"Bungle Inthejungle","Without Doubt (IRE)","Colt",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","4","Candy Rain (IRE)","2","Egan, John","0","Bell, M L W","9","0","128","4.00","45","18","Vsor","Kodiac","Stormy Clouds (IRE)","Filly",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","5","Final Judgement","2","Keenan, Darragh","0","Chapple-Hyam, Jane","7","0","128","33.00","'0","31",,"Harry Angel (IRE)","Espagnolette","Filly",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","6","La Mia Dutchessa (IRE)","2","Doyle, Hollie","0","Loughnane, David","2","0","128","10.00","9","18",,"Kuroshio (AUS)","Dutch Heiress","Filly",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","7","Lumacho (IRE)","2","Turner, Hayley","0","Boughey, George","6","0","128","3.50","none",,,"Camacho","Southern Belle (IRE)","Filly",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","8","Swear (IRE)","2","Dobbs, Pat","0","Hannon (Jnr), Richard","1","0","128","4.00","54","16",,"Camacho","Very Honest (IRE)","Filly",,"0",
"2022-05-27","13:00:00","Brighton","Cazoo Maiden Stakes (GBB Race)","5.5f ","5.5","Class 5","Good To Firm","3942","9","Left Handed","9","Zabbie","2","ONeill, Dane","0","Hannon (Jnr), Richard","8","0","128","8.00","none",,,"Poets Word (IRE)","Barnezet (GR)","Filly",,"0",
"2022-05-27","13:10:00","Carlisle","Aikhead Apprentice Handicap","1m1f ","9","Class 6","Good To Firm","3186","6","Right Handed","1","James Park Woods (IRE)","6",,"0","Davis, D J S Ffrench","4","58","135","0.00","6724544","3",,"Australia","Happy Holly (IRE)","Gelding",,"0",
"2022-05-27","13:10:00","Carlisle","Aikhead Apprentice Handicap","1m1f ","9","Class 6","Good To Firm","3186","6","Right Handed","2","Mr Coco Bean (USA)","8","Peate, Jonny","3","Cuthbert, Helen","6","57","134","11.00","3294877","70","CkPc","Gio Ponti (USA)","Ing Ing (FR)","Gelding",,"0",
"2022-05-27","13:10:00","Carlisle","Aikhead Apprentice Handicap","1m1f ","9","Class 6","Good To Firm","3186","6","Right Handed","3","Decoding (IRE)","4","Sexton, Ryan","3","Johnston, M","2","52","129","2.50","'07740","13",,"Dawn Approach (IRE)","Khazina (USA)","Filly",,"0",
"2022-05-27","13:10:00","Carlisle","Aikhead Apprentice Handicap","1m1f ","9","Class 6","Good To Firm","3186","6","Right Handed","4","Genever Dragon (IRE)","5","Wheatley, Zak","3","McCain Jnr, D","7","52","129","5.00","6433696","17","Blnk","Dragon Pulse (IRE)","Glen Ginnie (IRE)","Gelding",,"0",
"2022-05-27","13:10:00","Carlisle","Aikhead Apprentice Handicap","1m1f ","9","Class 6","Good To Firm","3186","6","Right Handed","5","Raffles Rebel","4","Pyle, William","5","Kirby, P A","1","47","124","1.75","3050084","21","CkPc","Al Kazeem","Go Between","Gelding",,"0",
"2022-05-27","13:10:00","Carlisle","Aikhead Apprentice Handicap","1m1f ","9","Class 6","Good To Firm","3186","6","Right Handed","6","Chinese Spirit (IRE)","8","Sanna, G","3","Perratt, Miss L A","5","47","124","12.00","2543060","14",,"Clodovil (IRE)","In The Ribbons","Gelding","C D","0",
"2022-05-27","13:10:00","Carlisle","Aikhead Apprentice Handicap","1m1f ","9","Class 6","Good To Firm","3186","6","Right Handed","7","Listen Again (IRE)","4","Wilkie, Brandon","5","Easterby, T D","3","46","123","6.00","2332706","30","Blnk","Make Believe","Though (IRE)","Filly",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","1","Attache (IRE)","3","Davies, Harry","7","Balding, A M","4","65","140","1.50","5450781","10","Blnk","Declaration Of War (USA)","Go Kart (IRE)","Gelding",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","2","King Of War","3","Shoemark, Kieran","0","Dunn, Mrs Alex","5","62","137","6.50","3854643","10"," TT","Churchill (IRE)","Materialistic","Gelding",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","3","Lifes A Beach (IRE)","3","Ryan, Rossa","0","Hannon (Jnr), Richard","3","61","136","2.00","479652","10",,"Footstepsinthesand","Acca Laurentia (IRE)","Colt",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","4","Belisa De Vega (IRE)","3","Crouch, Hector","0","Portman, J G","8","58","133","8.50","'07947","16",,"Fascinating Rock (IRE)","Royal Razalma (IRE)","Filly",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","5","Steppes (IRE)","3","Heard, Tyler","5","Price, R J","2","53","128","25.00","879869","63",,"Bow Creek (IRE)","Step This Way (USA)","Filly",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","6","Greg The Great","3","Dobie, Georgia","3","Houghton, Eve Johnson","7","53","128","22.00","9700","16",,"Gregorian (IRE)","Fantasy Queen","Gelding",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","7","Gilbert","3","Probert, David","0","West, Adam","6","49","124","25.00","876340","25",,"Cityscape","Merry Diva","Gelding",,"0",
"2022-05-27","13:20:00","Chepstow","Cazoo Handicap","1m ","8","Class 6","Good","2970","8","Straight","8","Falmouth Ballerina","3","Fisher, Taylor","7","Tickle, J","1","46","121","40.00","'0005976","16",,"Cannock Chase (USA)","Queens Ballerina (IRE)","Filly",,"0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","1","Paddy K","3","Keenan, Darragh","0","Gallagher, J","7","65","135","28.00","2800","71",,"Ardad (IRE)","Bella Catalina","Gelding",,"0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","2","Blaast","3","Doyle, Hollie","0","Watson, Archie","2","64","134","7.00","4236504","29","CkPc","Showcasing","Absolute Blast (IRE)","Filly",,"0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","3","Accelerando (IRE)","3","Ghiani, Marco","0","Williams, S C","4","64","134","4.00","6527343","18",,"No Nay Never (USA)","Keystone Gulch (USA)","Filly",,"0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","4","Jackmeister Rudi","3","Callan, N","0","Evans, P D","3","62","132","3.50","75293","43",,"Churchill (IRE)","Beyond Desire","Gelding",,"0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","5","Wooders Dream","3","Hogan, D E","0","Jones, Jack","1","61","131","16.00","32450","24","CkPc","Equiano (FR)","Psychics Dream","Filly",,"0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","6","My Bonnie Lassie","3","Keeley, Aidan","7","Woodman, S","5","60","130","22.00","1288073","8",,"Highland Reel (IRE)","Bonnie Arlene (IRE)","Filly","D","0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","7","Giselles Izzy (IRE)","3","Egan, John","0","Best, John & Jewell, Karen","8","54","124","1.50","66642","8",,"Camacho","Miss Cape (IRE)","Filly",,"0",
"2022-05-27","13:35:00","Brighton","Free Tips Daily On attheraces.com Handicap","6f ","6","Class 6","Good To Firm","2970","8","Left Handed","8","Seven Springs","3","Gordon, Josephine","0","McEntee, P S","6","47","117","33.00","'0636676","8",,"Lethal Force (IRE)","Blacke Forest","Filly",,"0",
"2022-05-27","13:45:00","Carlisle","Whinnow EBF Novice Stakes (GBB Race)","5f ","5","Class 4","Good To Firm","6210","5","Straight","1","Carmela (IRE)","2","Curtis, B A","0","Loughnane, David","2","0","133","1.50","15","14",,"Tasleet","Jayla","Filly","D","0",
"2022-05-27","13:45:00","Carlisle","Whinnow EBF Novice Stakes (GBB Race)","5f ","5","Class 4","Good To Firm","6210","5","Straight","2","Queen Of Deauville (IRE)","2","Norton, Francis","0","Johnston, M","5","0","133","4.50","1","11",,"Showcasing","Syann (IRE)","Filly","CD","0",
"2022-05-27","13:45:00","Carlisle","Whinnow EBF Novice Stakes (GBB Race)","5f ","5","Class 4","Good To Firm","6210","5","Straight","3","Cold Case","2","Lee, Clifford","0","Burke, K R","3","0","131","1.10","none",,,"Showcasing","Killermont Street (IRE)","Colt",,"0",
"2022-05-27","13:45:00","Carlisle","Whinnow EBF Novice Stakes (GBB Race)","5f ","5","Class 4","Good To Firm","6210","5","Straight","4","Mint Edition","2","Scott, Rowan","0","Bethell, Ed","1","0","131","22.00","none",,,"Showcasing","Starflower","Colt",,"0",
"2022-05-27","13:45:00","Carlisle","Whinnow EBF Novice Stakes (GBB Race)","5f ","5","Class 4","Good To Firm","6210","5","Straight","5","Kodi Dancer (IRE)","2","Elliott, Andrew","0","Burke, K R","4","0","126","25.00","6","18",,"Kodiac","Nijah (IRE)","Filly",,"0",
