Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","1","Hot Team (IRE)","6","Planas, Connor","3","Morris, Patrick","1","55","135","2.00","1577773","4","Vsor","Zoffany (IRE)","Ahd (USA)","Gelding",,"0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","2","Waud House","5","Watts, Shannon","5","Graham, Harriet/Rutherford, Gary","6","49","129","8.00","4879","14","CkPc","Harbour Watch (IRE)","Daunt Rock (IRE)","Gelding",,"0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","3","Top Attraction","5","Lewis, Owen","3","Fairhurst, C W","7","47","127","12.00","4070556","11","Vsor","Fountain Of Youth (IRE)","Symphonic Dancer (USA)","Gelding","C","0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","4","Turbulent Power","4","Jary, Alex","3","Rothwell, B S","4","46","126","40.00","6853098","85",,"Power","Skywards Miles (IRE)","Filly",,"0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","5","Channel Packet","8","Timms, Oliver","5","Appleby, M","8","46","126","16.00","4675878","22","CkPc","Champs Elysees","Etarre (IRE)","Horse","C","0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","6","Caracristi","3","Patzelt, Madigan","7","Kirby, P A","5","53","125","2.25","'0403541","12",,"Mondialiste (IRE)","Jen Jos Enigma (IRE)","Filly",,"0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","7","Buachaill (IRE)","3","Cole, Morgan","0","Barclay, Stella","9","52","124","9.00","7009658","4","Hood","Gregorian (IRE)","Anazah (USA)","Gelding",,"0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","8","Mad Artymaise (IRE)","3","Winn, Mark","3","Boanas, Miss G","2","47","119","18.00","'0706","31",,"Dandy Man (IRE)","El Mirage (IRE)","Filly",,"0",
"2022-08-03","13:30:00","Newcastle","Sky Sports Racing Sky 415 Apprentice Handicap","1m2f ","10","Class 6","Standard To Slow","3726","9","Left Handed","9","Oscar Doodle","3","Pyle, William","3","Ellison, B","3","46","118","5.00","'0700053","8","CkPc","Outstrip","Dusty Blue","Gelding",,"0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","1","Desert Team (IRE)","3","Burns, Harry","5","Crisford, Simon","5","81","138","3.50","2413141","19",,"Invincible Spirit (IRE)","Kilmah","Filly",,"0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","2","Son And Sannie (IRE)","6","Fisher, Taylor","7","Watson, Archie","7","75","135","12.00","8181420","11",,"Es Que Love (IRE)","Anamundi","Gelding",,"0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","3","Antiphon (IRE)","3","Dobie, Georgia","3","Murphy, Mike / Keady, Michael","1","77","134","3.33","4312242","11",,"Kodiac","Freedoms Light","Gelding",,"0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","4","Sows (IRE)","3","Bishop, Charles","0","Saunders, M S","3","77","134","12.00","'0647534","35",,"Kodiac","Zvarkhova (FR)","Filly",,"0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","5","Boom The Groom (IRE)","11","Watson, Jason","0","Carroll, A W","4","65","125","9.00","5807521","43",,"Kodiac","Ecco Mi (IRE)","Gelding","C D","0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","6","The Defiant","6","Clutterbuck, Rhys","3","Steele, Daniel","2","65","125","2.75","1420235","8"," TT","Morpheus","Killer Class","Gelding",,"0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","7","Holbache","4","Phillips, Mollie","5","Carroll, A W","8","63","123","12.00","4895257","34",,"Coach House (IRE)","By Rights","Gelding","C","0",
"2022-08-03","13:40:00","Brighton","Star Property Group Handicap","5.5f ","5.5","Class 4","Good To Firm","5508","8","Left Handed","8","Street Parade","6","Ladd, Theodore","0","Attwater, M J","6","61","121","11.00","8272153","13","CkPc","Swiss Spirit","Jollification (IRE)","Gelding","CD","0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","1","Mountain Warrior","2","Curtis, B A","0","Bethell, Ed","1","0","133","1.63","4","23",,"Brazen Beau (AUS)","Plucky","Colt",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","2","Tribal Hunter (IRE)","2","Orr, Oisin","0","Fahey, R A","9","0","133","8.50","none",,,"Sioux Nation (USA)","Mizayin (IRE)","Colt",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","3","Hougoumont","2","Mulrennan, Paul","0","Camacho, Miss J A","5","0","131","3.00","2","32",,"Rajasinghe (IRE)","New Road Side","Colt",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","4","Knights Artist (IRE)","2","Kirrane, Sean","3","Easterby, T D","11","0","131","16.00","4","14",,"Caravaggio (USA)","Cape Elizabeth (IRE)","Colt",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","5","Oahu","2","Robinson, Ben","0","Ellison, B","6","0","131","20.00","none",,,"Mondialiste (IRE)","Kaiulani (IRE)","Gelding",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","6","Star Start (IRE)","2","Dennis, Phil","0","Menzies, Rebecca","13","0","131","25.00","none",,,"U S Navy Flag (USA)","Button Up (IRE)","Colt",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","7","Heart Of Sofia (IRE)","2","McManoman, Faye","3","Tinkler, N","7","0","128","80.00","'0","18",,"James Garfield (IRE)","Tut (IRE)","Filly",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","8","Mamzelle Dupont (IRE)","2","Shaw, Harrison","0","Quinn, J J","10","0","128","25.00","6","21",,"Tagula (IRE)","Malory Towers","Filly",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","9","Princess Savannah","2","Eaves, Tom","0","Ryan, K A","3","0","128","7.00","'08","26",,"Ardad (IRE)","Juncea","Filly",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","10","Sophias Starlight (FR)","2","James, S H","0","Tuer, Grant","12","0","128","9.00","none",,,"Hunters Light (IRE)","Endeavor (FR)","Filly",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","11","Zerbinetta (IRE)","2","Gray, S A","0","Duffield, Mrs A","8","0","128","80.00","59","10","Hood","Kodiac","Escapism (IRE)","Filly",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","12","Greycious Anna","2","Garritty, Billy","0","Burke, K R","2","0","126","11.00","7","30",,"Havana Grey","Annawi","Filly",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","13","Spurn Point (IRE)","2","Mathers, Patrick","0","Mullaney, L A","14","0","126","40.00","none",,,"Dandy Man (IRE)","One For June (IRE)","Filly",,"0",
"2022-08-03","14:00:00","Newcastle","At The Races App Expert Tips/Irish Stallion Farms EBF Restricted Novice Stakes (GBB Race)","6f ","6","Class 5","Standard To Slow","3672","14","Straight","14","Techno Lady (IRE)","2","Hamilton, Tony","0","Fahey, R A","4","0","126","80.00","'04","18",,"Camacho","Nateeja (IRE)","Filly",,"0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","1","Grandstand (IRE)","6","Mangan, Gina","5","Price, R J","8","43","135","4.00","6775363","12","Vsor","Kodiac","Lady Shanghai (IRE)","Gelding","CD","0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","2","Lippy Lady (IRE)","6","Keenan, Darragh","0","Newcombe, A G","1","45","135","12.00","7676060","289",,"Bungle Inthejungle","Sayrah","Mare","D","0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","3","Luscifer","5","Bishop, Charles","0","Harris, R A","6","42","135","7.50","8509746","5",,"Heeraat (IRE)","Nut (IRE)","Gelding","D","0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","4","Vitesse Du Son","5","Howarth, Christian","5","Haynes, Alice","7","42","135","6.50","6480405","21","CkPc","Fast Company (IRE)","Sister Guru","Gelding",,"0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","5","An Angels Dream (FR)","3","Voikhansky, Alexander","7","Hannon (Jnr), Richard","2","50","128","2.25","675906","14",,"Dream Ahead (USA)","Sandys Charm (FR)","Filly",,"0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","6","Isemel (IRE)","3","Cherchi, Stefano","3","Hannon (Jnr), Richard","4","44","128","10.00","860886","28","CkPc","Camacho","Mia Madonna","Filly",,"0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","7","Singapore Flyer","3","Ghiani, Marco","0","Williams, S C","3","44","128","12.00","9008","13"," TT","Exceed And Excel (AUS)","Miss Marina Bay","Filly",,"0",
"2022-08-03","14:10:00","Brighton","Star Construction And Maintenance Classified Stakes","1m ","8","Class 6","Good To Firm","3726","8","Left Handed","8","Somedayonedaynever (IRE)","3","Watson, Jason","0","Carroll, A W","5","44","128","4.50","'0807U64","36",,"Moohaajim (IRE)","Fravolina (USA)","Filly",,"0",
"2022-08-03","14:20:00","Pontefract","Solutions4Cleaning Handicap (Gentleman Amateur Jockeys)","1m2f ","10","Class 6","Good","3285","6","Left Handed","1","Headingley (IRE)","4","Ennis, Mr M","0","OMeara, D","1","67","165","4.50","69005P5","18","Vsor","Dawn Approach (IRE)","Gold Bubbles (USA)","Gelding",,"0",
"2022-08-03","14:20:00","Pontefract","Solutions4Cleaning Handicap (Gentleman Amateur Jockeys)","1m2f ","10","Class 6","Good","3285","6","Left Handed","2","Tele Red","5","Lander, Mr Jack","7","Burke, K R","2","62","160","2.25","4446226","30",,"Telescope (IRE)","Hardy Blue (IRE)","Gelding",,"0",
"2022-08-03","14:20:00","Pontefract","Solutions4Cleaning Handicap (Gentleman Amateur Jockeys)","1m2f ","10","Class 6","Good","3285","6","Left Handed","3","Prince Achille","3","Okeeffe, Mr Jonathan","7","OKeeffe, Jedd","6","60","150","7.00","6662677","8","CkPc","Reliable Man","Halle Bop","Gelding",,"0",
"2022-08-03","14:20:00","Pontefract","Solutions4Cleaning Handicap (Gentleman Amateur Jockeys)","1m2f ","10","Class 6","Good","3285","6","Left Handed","4","Dandys Angel (IRE)","5","Cagney, Eireann","3","Wainwright, J S","4","52","150","2.13","5642252","8",,"Dandy Man (IRE)","Party Pipit (IRE)","Mare",,"0",
"2022-08-03","14:20:00","Pontefract","Solutions4Cleaning Handicap (Gentleman Amateur Jockeys)","1m2f ","10","Class 6","Good","3285","6","Left Handed","5","Quoteline Direct","9","Tett, Frederick","0","Hammond, Micky","3","49","147","7.50","5423604","40",,"Sir Percy","Queens Pudding (IRE)","Gelding","CD","0",
"2022-08-03","14:20:00","Pontefract","Solutions4Cleaning Handicap (Gentleman Amateur Jockeys)","1m2f ","10","Class 6","Good","3285","6","Left Handed","6","Le Bayou (FR)","5","Harding, James","0","Eyre, J L","5","46","144","10.00","5990870","22","Blnk","Dabirsim (FR)","Kastiya (FR)","Gelding","D","0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","1","Tathmeen (IRE)","7","Hardie, Cameron","0","Brittain, Antony","4","56","136","10.00","4365945","5","Vsor","Exceed And Excel (AUS)","Deyaar (USA)","Gelding","C D","0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","2","Slainte Mhath","4","Dennis, Phil","0","Scott, Miss Katie","12","55","135","4.00","'P055521","77",,"Mayson","Ofelia (IRE)","Filly","D","0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","3","Zamjar","8","Curtis, B A","0","Morris, Patrick","6","55","135","11.00","'0430677","86","CkPc","Exceed And Excel (AUS)","Clouds End","Gelding","CD","0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","4","Arnold","8","Gray, S A","0","Duffield, Mrs A","7","53","133","7.50","3725044","22",,"Equiano (FR)","Azurinta (IRE)","Gelding","D","0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","5","Dirty Leeds","3","Mulrennan, Paul","0","Camacho, Miss J A","2","55","131","14.00","4683908","23",,"Swiss Spirit","New Road Side","Gelding",,"0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","6","Lincoln Pride (IRE)","3","Nolan, D","0","OMeara, D","10","53","129","4.00","6016623","13",,"Pride Of Dubai (AUS)","Naddwah","Filly",,"0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","7","Billy Wedge","7","Breslin, Andrew","3","Mechie, N","11","49","129","4.50","'0430092","71",,"Arabian Gleam","Misu Billy","Gelding","CD","0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","8","Birdie Bowers (IRE)","5","Swift, Mr Dale","0","Thompson, D W","3","47","127","18.00","3305200","35",,"Bungle Inthejungle","Shamiya (IRE)","Gelding",,"0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","9","Storm Master","5","Kirrane, Sean","3","Riches, John","8","47","127","50.00","9380040","12",,"Music Master","Miacarla","Gelding",,"0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","10","Embla","4","Muir, Paula","3","Brown, A D","5","46","126","10.00","2224966","15","Blnk","Albaasil (IRE)","Medam","Filly",,"0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","11","See My Baby Jive","6","James, S H","0","Whillans, D W","1","46","126","18.00","'0870774","7",,"Coach House (IRE)","Lady Fiona","Mare",,"0",
"2022-08-03","14:30:00","Newcastle","QuinnBet Handicap","6f ","6","Class 6","Standard To Slow","3726","12","Straight","12","Cheese The One","3","Donohoe, Stephen","0","Menzies, Rebecca","9","48","124","11.00","'0250077","40","CkPc","Outstrip","Arabian Music (IRE)","Filly",,"0",
"2022-08-03","14:40:00","Brighton","Star Property Investments Classified Stakes","1m2f ","10","Class 6","Good To Firm","3726","6","Left Handed","1","Confrerie (IRE)","7","Bishop, Charles","0","Baker, George","1","50","135","8.00","'0574950","123",,"Society Rock (IRE)","Intellibet One","Gelding","C","0",
"2022-08-03","14:40:00","Brighton","Star Property Investments Classified Stakes","1m2f ","10","Class 6","Good To Firm","3726","6","Left Handed","2","Glencoe Boy (IRE)","5","Cox, William","3","Carroll, A W","4","42","135","16.00","8458848","116",,"Gleneagles (IRE)","Eastern Appeal (IRE)","Gelding",,"0",
"2022-08-03","14:40:00","Brighton","Star Property Investments Classified Stakes","1m2f ","10","Class 6","Good To Firm","3726","6","Left Handed","3","Thunderoad","6","Watson, Jason","0","Carroll, A W","6","50","135","4.00","6227717","57",,"Street Sense (USA)","Royal Crystal (USA)","Gelding","CD","0",
"2022-08-03","14:40:00","Brighton","Star Property Investments Classified Stakes","1m2f ","10","Class 6","Good To Firm","3726","6","Left Handed","4","Asense","3","Clutterbuck, Rhys","3","Moore, G L","5","50","127","2.00","'0686644","28","CkPc","Equiano (FR)","Atwix","Filly",,"0",
