Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","1","Best Life (IRE)","6","Quinlan, Sean","0","Rowley, Melanie","0","0","163","100.00","49","47",,"Leading Light (IRE)","Gli Gli (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle","Ninth","2","4290","4730","0","0","0","0","Ludlow","2",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","2","Cave Article (IRE)","5","Tudor, Jack","0","Williams, Christian","0","0","163","40.00","none",,,"Court Cave (IRE)","Marys Article (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle","No Run","0","4290","0","0","0","0","0",,"0",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","3","Cave Bleu","6","Hamilton, Jamie","0","Mackie, J","0","0","163","150.00","4038P","24",,"Arvico (FR)","Glan Lady (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle","Pulled Up","3","4290","4290","0","0","0","0","Doncaster","5",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","4","Clatterbridge (IRE)","7","Nichol, Craig","0","Barclay, Stella","0","0","163","100.00","none",,,"Valirann (FR)","Marinnette (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle","No Run","0","4290","0","0","0","0","0",,"0",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","5","Entity Of Substanz","5","Skelton, Harry","0","Skelton, Daniel","0","0","163","6.00","7","29",,"No Risk At All (FR)","Sardagna (FR)","Gelding",,"10","National Hunt","Maiden Hurdle","Seventh","1","4290","3630","0","0","0","0","Newbury","1",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","6","Gentlemans Relish (IRE)","5","Boinville, Nico","0","Henderson, N J","0","0","163","4.00","'01P","57",,"Doyen (IRE)","Temple Juno (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle","Pulled Up","2","4290","3630","3630","0","0","1","Kempton","3",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","7","Ginger Jonny (IRE)","6","Burke, Jonathan","0","Longsdon, C E","0","0","163","28.00","6","113"," TT","Mizzou (IRE)","Lady Upmanship (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle","Sixth","1","4290","4290","0","0","0","0","Chepstow","1",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","8","Grand Albert (IRE)","6","Hughes, Brian","0","McCain Jnr, D","0","0","163","3.50","23","43",,"Jet Away","Ruthy Lukey (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle","Third","2","4290","4620","0","0","0","0","Market Rasen","2",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","9","Jagwar (FR)","5",,"0","Greenall, O / Guerriero, J","0","119","163","0.00","251","2"," TT","Karaktar (IRE)","Quizas Jolie (FR)","Gelding","D","10","National Hunt","Maiden Hurdle","First","3","4290","4400","4290","1","0","0","Carlisle","3",
"2024-02-21","13:30:00","Doncaster","SBK EBF National Hunt Maiden Hurdle (GBB Race)","2m3.5f ","19.5","Class 4","Soft","4193","15","Left Handed","10","Jukebox Fury (IRE)","5","Bowen, James C","0","Henderson, N J","0","0","163","10.00","none",,,"Jukebox Jury (IRE)","Dalamine (FR)","Gelding",,"10","National Hunt","Maiden Hurdle","No Run","0","4290","0","0","0","0","0",,"0",
