Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-07-24","13:00:00","Chelmsford City","Follow chelmsfordcrc On Twitter Nursery","5f ","5","Class 3","Standard","6480","5","Left Handed","1","One More Olly","2","Sousa, Silvestre De","0","Hughes, Richard","5","76","135","0.62","10","39",,"Camacho","Electrify (IRE)","Filly","CD","0",
"2022-07-24","13:00:00","Chelmsford City","Follow chelmsfordcrc On Twitter Nursery","5f ","5","Class 3","Standard","6480","5","Left Handed","2","Fragrance","2","Norton, Francis","0","Johnston, M","1","76","135","5.50","23185","16",,"Oasis Dream","Bahamadam","Filly","D","0",
"2022-07-24","13:00:00","Chelmsford City","Follow chelmsfordcrc On Twitter Nursery","5f ","5","Class 3","Standard","6480","5","Left Handed","3","Lucy Lightfoot (IRE)","2","Ghiani, Marco","0","Williams, S C","2","75","134","7.00","8410","72",,"Fast Company (IRE)","Redoutable (IRE)","Filly","D","0",
"2022-07-24","13:00:00","Chelmsford City","Follow chelmsfordcrc On Twitter Nursery","5f ","5","Class 3","Standard","6480","5","Left Handed","4","New Hope Bullet (IRE)","2","ONeill, K T","0","Haynes, Alice","3","72","131","6.00","4213","13",,"New Bay","Morning Frost (IRE)","Filly","D","0",
"2022-07-24","13:00:00","Chelmsford City","Follow chelmsfordcrc On Twitter Nursery","5f ","5","Class 3","Standard","6480","5","Left Handed","5","Shes A Mirage","2","Voikhansky, Alexander","7","Hannon (Jnr), Richard","4","67","126","7.00","6437","22",,"Kodiac","Aqlaam Vision","Filly",,"0",
"2022-07-24","13:20:00","Uttoxeter","Cazoo Juvenile Hurdle (GBB Race)","2m ","16","Class 4","Good","4738","5","Left Handed","1","Fast Forward (FR)","3","Cannon, Tom J","0","King, A","0","0","154","1.75","9281213","37","CkPc","Recorder","Forward Feline (IRE)","Gelding",,"9",
"2022-07-24","13:20:00","Uttoxeter","Cazoo Juvenile Hurdle (GBB Race)","2m ","16","Class 4","Good","4738","5","Left Handed","2","Free Chakarte (FR)","3","Scudamore, Tom","0","Pipe, D E","0","0","154","1.88","1322","7"," TT","Highland Reel (IRE)","Piroska (IRE)","Filly",,"9",
"2022-07-24","13:20:00","Uttoxeter","Cazoo Juvenile Hurdle (GBB Race)","2m ","16","Class 4","Good","4738","5","Left Handed","3","Rolypolymoly","3","Edwards, Lee","0","West, Adam","0","0","154","2.75","6554362","14",,"Heeraat (IRE)","Elzebieta (IRE)","Gelding",,"9",
"2022-07-24","13:20:00","Uttoxeter","Cazoo Juvenile Hurdle (GBB Race)","2m ","16","Class 4","Good","4738","5","Left Handed","4","Boudica Warrior (IRE)","3","Quinlan, Jack","0","Murphy, Amy","0","0","147","18.00","82549","95",,"War Command (USA)","Miss Estrada (IRE)","Filly",,"9",
"2022-07-24","13:20:00","Uttoxeter","Cazoo Juvenile Hurdle (GBB Race)","2m ","16","Class 4","Good","4738","5","Left Handed","5","Never No Trouble","3",,"0","McCain Jnr, D","0","0","147","0.00","2735452","39",,"Time Test","Kitba","Filly",,"9",
