Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2023-01-14","12:05:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 4","Standard","5129","4","Left Handed","1","Tabaretta (FR)","3","Spencer, Jamie","0","Appleby, Charlie","1","85","135","3.50","92412","61","Blnk","Dubawi (IRE)","Davantage (FR)","Gelding",,"0","All Weather","Handicap",
"2023-01-14","12:05:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 4","Standard","5129","4","Left Handed","2","Mighty River (IRE)","3","Ryan, Rossa","0","Tate, James","4","81","131","2.00","5313","26",,"Siyouni (FR)","Coral Garden","Colt",,"0","All Weather","Handicap",
"2023-01-14","12:05:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 4","Standard","5129","4","Left Handed","3","Mohatu","3","Fallon, Cieren","0","Haggas, W J","2","77","127","1.10","631","12",,"Roaring Lion (USA)","Tiger Eye (IRE)","Colt","C","0","All Weather","Handicap",
"2023-01-14","12:05:00","Lingfield","Its Time To Turn To talkSPORT Handicap","1m2f ","10","Class 4","Standard","5129","4","Left Handed","4","Khal (IRE)","3","Norton, Francis","0","Johnston, Charlie","3","73","123","14.00","873","82",,"Roaring Lion (USA)","Penny Pepper (IRE)","Gelding",,"0","All Weather","Handicap",
"2023-01-14","12:12:00","Wetherby","wetherbyracing.co.uk Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Soft","4901","11","Left Handed","1","A Shining Moon (IRE)","5","Midgley, Tom","5","Midgley, P T","0","0","162","25.00","5348950","18",,"Sea The Moon (GER)","Aliana (GER)","Gelding",,"9","National Hunt","Maiden Hurdle",
"2023-01-14","12:12:00","Wetherby","wetherbyracing.co.uk Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Soft","4901","11","Left Handed","2","Ballybeg Boss (IRE)","5","Hughes, Brian","0","McCain Jnr, D","0","0","162","1.50","2","24",,"Libertarian","Ballybeg Dusty (IRE)","Gelding",,"9","National Hunt","Maiden Hurdle",
"2023-01-14","12:12:00","Wetherby","wetherbyracing.co.uk Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Soft","4901","11","Left Handed","3","Ffree Pedro (IRE)","7","Gillard, Mr T","3","McCain Jnr, D","0","0","162","6.00","none",,,"Yeats (IRE)","Aint Misbehavin (IRE)","Gelding",,"9","National Hunt","Maiden Hurdle",
"2023-01-14","12:12:00","Wetherby","wetherbyracing.co.uk Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Soft","4901","11","Left Handed","4","Fiston De Becon (FR)","8","Bowen, Sean P","0","Murphy, Olly","0","110","162","4.50","757370P","39",,"Secret Singer (FR)","Sharonne (FR)","Gelding",,"9","National Hunt","Maiden Hurdle",
"2023-01-14","12:12:00","Wetherby","wetherbyracing.co.uk Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Soft","4901","11","Left Handed","5","Gift Of Raaj (IRE)","8","Mania, Ryan","0","Fell, Roger","0","0","162","9.00","5532937","12",,"Iffraaj","Gift Of Spring (USA)","Gelding",,"9","National Hunt","Maiden Hurdle",
"2023-01-14","12:12:00","Wetherby","wetherbyracing.co.uk Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Soft","4901","11","Left Handed","6","Glascar More (IRE)","7","Coltherd, Sam W","0","Foster, Miss J E","0","0","162","50.00","'075P0","18"," TT","Es Que Love (IRE)","Ruby Ridge (IRE)","Gelding",,"9","National Hunt","Maiden Hurdle",
