Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-08-08","13:00:00","Kempton","Unibet Horserace Betting Operator Of The Year/EBF Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard To Slow","3672","6","Right Handed","1","Matching Sox (IRE)","2","Probert, David","0","Balding, A M","6","0","133","7.00","none",,"Hood","Camacho","Follow My Lead","Colt",,"0",
"2022-08-08","13:00:00","Kempton","Unibet Horserace Betting Operator Of The Year/EBF Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard To Slow","3672","6","Right Handed","2","Cuban Grey","2","Turner, Hayley","0","Cowell, R M H","5","0","131","14.00","none",,,"Havana Grey","Tout Va Bien (IRE)","Colt",,"0",
"2022-08-08","13:00:00","Kempton","Unibet Horserace Betting Operator Of The Year/EBF Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard To Slow","3672","6","Right Handed","3","Gintini (IRE)","2","Morris, Luke","0","Mongan, Mrs L J","2","0","131","33.00","none",,,"Starspangledbanner (AUS)","Shamas Song (IRE)","Colt",,"0",
"2022-08-08","13:00:00","Kempton","Unibet Horserace Betting Operator Of The Year/EBF Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard To Slow","3672","6","Right Handed","4","Big R (IRE)","2","Fallon, Cieren","0","Houghton, Eve Johnson","1","0","129","5.00","7","62",,"Cotai Glory","Turuqaat","Colt",,"0",
"2022-08-08","13:00:00","Kempton","Unibet Horserace Betting Operator Of The Year/EBF Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard To Slow","3672","6","Right Handed","5","Keep Bidding (IRE)","2","Hornby, Rob","0","Beckett, R M","4","0","128","0.57","24","66",,"Ribchester (IRE)","Coolfitch (IRE)","Filly",,"0",
"2022-08-08","13:00:00","Kempton","Unibet Horserace Betting Operator Of The Year/EBF Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard To Slow","3672","6","Right Handed","6","Attrazione (IRE)","2","Osborne, Saffie","3","Boughey, George","3","0","126","9.00","none",,,"Holy Roman Emperor (IRE)","Maoineas (IRE)","Filly",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","1","Enzos Angel","3","Hornby, Rob","0","Williams, S C","2","72","137","4.50","544","40",,"Dark Angel (IRE)","Along Came Casey (IRE)","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","2","They Dont Know (IRE)","3","Probert, David","0","Holland, Darryll","4","72","137","7.50","6222225","60","Blnk TT","Vocalised (USA)","Fields Of May (IRE)","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","3","Mambo Beat (IRE)","3","Fahy, J P","0","Cox, C G","5","71","136","40.00","'0530","59"," TT","Red Jazz (USA)","Bulrushes","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","4","Pangloss","3","Fallon, Cieren","0","King, A","11","71","136","20.00","6632187","65",,"Havana Gold (IRE)","Fantastic Santanyi","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","5","Kodiac Blue","3","Mitchell, Jack","0","Varian, Roger","9","71","136","16.00","4445","18","CkPc","Kodiac","Grande Bleue (IRE)","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","6","Cabinet Maker (IRE)","3","Kingscote, Richard","0","Johnston, M","7","71","136","6.00","5885115","10",,"Mastercraftsman (IRE)","Elegant Peace (IRE)","Gelding","CD","0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","7","Zimmer (IRE)","3","Downing, George","0","Mullins, J W","8","70","135","66.00","none",,,"Zelzal (FR)","Rjwa (IRE)","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","8","Marsh Benham (IRE)","3","Cosgrave, Pat","0","Baker, George","12","68","133","22.00","'0722213","24",,"Galileo Gold","Zelie Martin (IRE)","Gelding","D","0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","9","Take A Stand (IRE)","3","Callan, N","0","Tate, James","3","68","133","2.75","335453","15",,"Invincible Spirit (IRE)","Youre Back (USA)","Colt",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","10","Kingwell","3",,"0","Gansera-Leveque, Mrs Ilka","6","66","131","0.00","73364","12"," TT","Kingman","Frenzified","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","11","Non Stop (FR)","3","Egan, David","0","Tizzard, Joe","13","66","131","9.00","440271","53",,"Starspangledbanner (AUS)","Saint Hilary","Gelding","D","0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","12","Sicilian Vito (IRE)","3","Morris, Luke","0","Ryan, J","1","64","129","7.00","3305433","16","CkPc","Night Of Thunder (IRE)","Pencarrow","Gelding",,"0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","13","Bulleit","3","Havlin, Robert","0","Jarvis, W","14","63","128","11.00","1512355","17",,"Helmet (AUS)","Flora Medici","Gelding","CD","0",
"2022-08-08","13:30:00","Kempton","Unibet Support Safe Gambling Handicap","1m ","8","Class 5","Standard To Slow","3996","13","Right Handed","14","The Spotlight Kid","3","Bennett, Charlie","0","Ivory, D K","10","61","126","22.00","56847","16",,"Mayson","Marjong","Gelding",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","1","Planet Legend (IRE)","3","Muscutt, D","0","Ferguson, James","5","76","136","6.00","4223","34","CkPc","Galileo (IRE)","Zut Alors (IRE)","Gelding",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","2","Banned","3","Buick, William","0","Morrison, H","7","76","136","2.00","50352","14",,"Ulysses (IRE)","Clarietta","Filly",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","3","Teagarden Jazz","3","Doyle, Hollie","0","Charlton, Roger/Harry","8","75","135","2.75","572","34",,"Golden Horn","Zamoura","Filly",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","4","Auntie Margaret (FR)","3",,"0","Johnston, M","9","74","134","0.00","5323829","9",,"Kendargent (FR)","Dommyah","Filly",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","5","Ocean Ruler","3",,"0","Tate, James","3","73","133","0.00","'0535229","19","Vsor","Shamardal (USA)","Saltanat (IRE)","Colt",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","6","Master of Colours","3","McDonald, P J","0","Botti, M","4","69","129","20.00","9499","111","Blnk","Muhaarar","Maglietta Fina (IRE)","Gelding",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","7","Buxted Reel (IRE)","3","Crowley, Jim","0","Williams, Ian","1","68","128","4.00","9522533","2",,"Highland Reel (IRE)","Blue Lightning","Gelding",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","8","Noble Run (USA)","3","Keniry, L P","0","Balding, A M","6","65","125","8.00","955","17",,"Noble Mission","Toxis (USA)","Colt",,"0",
"2022-08-08","13:45:00","Wolverhampton","Sky Sports Racing HD Virgin 535 Maiden Handicap","1m4f ","12","Class 5","Standard","4536","6","Left Handed","9","The Churchill Lad (IRE)","3",,"0","Menzies, Rebecca","2","62","122","0.00","66647","46","Hood","Churchill (IRE)","Imalwayshotforyou (USA)","Gelding",,"0",
"2022-08-08","14:00:00","Kempton","Unibet/British Stallion Studs EBF Restricted Maiden Fillies Stakes (GBB Race)","1m ","8","Class 4","Standard To Slow","5346","6","Right Handed","1","Fariba (IRE)","2","Callan, N","0","Foy, Kevin","4","0","128","0.91","4","16",,"Farhh","Last Pearl","Filly",,"0",
"2022-08-08","14:00:00","Kempton","Unibet/British Stallion Studs EBF Restricted Maiden Fillies Stakes (GBB Race)","1m ","8","Class 4","Standard To Slow","5346","6","Right Handed","2","Feyha (IRE)","2","Probert, David","0","Balding, A M","6","0","128","3.50","5","28",,"Sir Percy","Mariana (IRE)","Filly",,"0",
"2022-08-08","14:00:00","Kempton","Unibet/British Stallion Studs EBF Restricted Maiden Fillies Stakes (GBB Race)","1m ","8","Class 4","Standard To Slow","5346","6","Right Handed","3","Golden Adler (GER)","2","Hornby, Rob","0","Teal, R A","5","0","128","40.00","'0","18",,"Churchill (IRE)","Golden Whip (GER)","Filly",,"0",
"2022-08-08","14:00:00","Kempton","Unibet/British Stallion Studs EBF Restricted Maiden Fillies Stakes (GBB Race)","1m ","8","Class 4","Standard To Slow","5346","6","Right Handed","4","Rosette","2","Mitchell, Jack","0","Johnston, M","2","0","128","5.00","5","32",,"Bobbys Kitten (USA)","La Vie En Rose","Filly",,"0",
"2022-08-08","14:00:00","Kempton","Unibet/British Stallion Studs EBF Restricted Maiden Fillies Stakes (GBB Race)","1m ","8","Class 4","Standard To Slow","5346","6","Right Handed","5","Pink Lily","2","Turner, Hayley","0","Hannon (Jnr), Richard","1","0","126","16.00","75","9",,"Sixties Icon","Mellow","Filly",,"0",
"2022-08-08","14:00:00","Kempton","Unibet/British Stallion Studs EBF Restricted Maiden Fillies Stakes (GBB Race)","1m ","8","Class 4","Standard To Slow","5346","6","Right Handed","6","Royal Athena","2","Kingscote, Richard","0","Ward, Tom","3","0","126","8.00","none",,,"Golden Horn","Neartica (FR)","Filly",,"0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","1","Mega Marvel","3","Ryan, Rossa","0","Appleby, M","8","60","138","7.00","5140054","46",,"Equiano (FR)","Megaleka","Colt","D","0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","2","Lucia Joy","3","Sexton, Ryan","5","Boughey, George","9","67","133","4.50","1505644","1",,"Ulysses (IRE)","Synergy (FR)","Filly",,"0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","3","Radetsky (USA)","5","Doyle, Hollie","0","Johnson, B R","2","74","132","1.88","'0880145","184"," Eye","Speightstown (USA)","Brooch (USA)","Gelding",,"0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","4","Russellinthebushes (IRE)","3","Buick, William","0","Evans, P D","7","70","131","2.75","4783844","23",,"Bungle Inthejungle","Princess Banu","Filly",,"0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","5","Glorious Charmer","6","Fisher, Jonathan","5","Herrington,M ","1","52","130","14.00","2961238","34"," TT","Charm Spirit (IRE)","Fantacise","Gelding","CD","0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","6","Cool Spirit","7","Clutterbuck, Rhys","3","Griffiths, D C","3","57","128","28.00","5809990","6","Hood","Swiss Spirit","Marmot Bay (IRE)","Gelding","D","0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","7","Steelriver (IRE)","12","McDonald, P J","0","Herrington,M ","4","56","128","11.00","8775826","10","CkPc","Iffraaj","Numerus Clausus (FR)","Gelding","CD","0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","8","Zwift","3","Hardie, Cameron","0","OMeara, D","6","62","123","22.00","1604966","17","CkPc","Kodiac","Yukon Girl (IRE)","Filly",,"0",
"2022-08-08","14:15:00","Wolverhampton","Cazoo Claiming Stakes","6f ","6","Class 6","Standard","3726","9","Left Handed","9","Heerose Girl","3","Mason, Joanna","0","Easterby, M W","5","29","121","40.00","'009","223",,"Heeraat (IRE)","Rose Bien","Filly",,"0",
"2022-08-08","14:30:00","Kempton","Unibet/British Stallion Studs EBF Fillies Restricted Novice Stakes (GBB Race)","7f ","7","Class 4","Standard To Slow","5346","5","Right Handed","1","Munch","2","Probert, David","0","Menuisier, David","4","0","134","2.00","91","47",,"New Bay","Madernia (IRE)","Filly","CD","0",
"2022-08-08","14:30:00","Kempton","Unibet/British Stallion Studs EBF Fillies Restricted Novice Stakes (GBB Race)","7f ","7","Class 4","Standard To Slow","5346","5","Right Handed","2","Enola Grey (IRE)","2","Hornby, Rob","0","Portman, J G","1","76","128","1.25","333","11",,"Havana Grey","Izola","Filly",,"0",
