Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-06-22","13:05:00","Worcester","Sky Sports Racing Sky 415 Novices Chase (GBB Race)","2m4f ","20","Class 3","Good","7733","4","Left Handed","1","Hang In There (IRE)","8","Bellamy, Tom","0","Lavelle, Miss E C","0","143","162","0.08","2127921","24",,"Yeats (IRE)","Jaldemosa (FR)","Gelding","D","13",
"2022-06-22","13:05:00","Worcester","Sky Sports Racing Sky 415 Novices Chase (GBB Race)","2m4f ","20","Class 3","Good","7733","4","Left Handed","2","Nyoufsea","7","Poste, Ben J","0","Sadik, A","0","74","156","66.00","4P4PP35","8",,"Fair Mix (IRE)","Just Smokie","Gelding",,"13",
"2022-06-22","13:05:00","Worcester","Sky Sports Racing Sky 415 Novices Chase (GBB Race)","2m4f ","20","Class 3","Good","7733","4","Left Handed","3","Storm Rising (IRE)","9","Best, J A","0","Harper, R C","0","95","156","14.00","4PP65P6","8","Blnk TT","Canford Cliffs (IRE)","Before The Storm","Gelding",,"13",
"2022-06-22","13:05:00","Worcester","Sky Sports Racing Sky 415 Novices Chase (GBB Race)","2m4f ","20","Class 3","Good","7733","4","Left Handed","4","Touchthesoul (ITY)","7","Worsley, Tabitha","3","Davis, Miss J S","0","94","156","16.00","4PP4524","41","CkPc TT","Red Rocks (IRE)","Easy Hawk","Gelding",,"13",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","1","River Usk (IRE)","2","Orr, Oisin","0","Fahey, R A","7","0","133","16.00","8","15",,"Dandy Man (IRE)","Clytha","Colt",,"0",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","2","Secret Guest","2","Lee, G","0","Smart, B","13","0","133","16.00","none",,,"Havana Grey","Lady Macduff (IRE)","Colt",,"0",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","3","Brownlee (IRE)","2","Beasley, Connor","0","Barron, T D","10","0","131","6.50","3","13",,"Bungle Inthejungle","Flashy Queen (IRE)","Colt",,"0",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","4","Debydinks (IRE)","2","Rodriguez, Callum","0","Dalgleish, Keith","1","0","131","22.00","57","7",,"Dandy Man (IRE)","Absolute Music (USA)","Colt",,"0",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","5","Hes An Angel","2","Allan, David","0","Easterby, T D","4","0","131","22.00","none",,,"Harry Angel (IRE)","Secret Keeper","Colt",,"0",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","6","Washington Heights","2","Stott, Kevin","0","Ryan, K A","3","0","131","2.25","4","15",,"Washington Dc (IRE)","Epping Rose (IRE)","Gelding",,"0",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","7","Aire Valley Apache","2","Hart, Jason","0","Quinn, J J","8","0","129","20.00","7","15",,"Due Diligence (USA)","Gracilia (FR)","Gelding",,"0",
"2022-06-22","13:20:00","Carlisle","Scaleby Restricted Maiden Stakes (GBB Race)","5f ","5","Class 5","Good To Firm","5400","13","Straight","8","Cuban Rock","2","Mulrennan, Paul","0","Goldie, J S","11","0","129","4.50","72","18",,"Havana Grey","Rocknrollbaby (IRE)","Colt",,"0",
