Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","1","Aghmorough Bridge (IRE)","8","Torrens, Simon","0","Murphy, William P","0","0","161","33.00","5UP019","32","CkPc","Doyen (IRE)","Burnt Oil Babe (IRE)","Mare",,"15","National Hunt","Beginners Chase","Ninth","3","4730","4950","4180","0","0","1","Cork","3",
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","2","Jumping Jet (IRE)","8","Kennedy, J W","0","Elliott, Gordon","0","111","161","2.00","1244333","31",,"Getaway (GER)","Little Mili (IRE)","Mare",,"15","National Hunt","Beginners Chase","Third","5","4730","5280","4400","0","0","2","Naas","8",
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","3","Merrion Gate (IRE)","7","Slevin, J J","0","Fahy, P A","0","0","161","150.00","'P0","111",,"Ocovango","Maidofthemountain (IRE)","Mare",,"15","National Hunt","Beginners Chase","Twelfth","2","4730","4730","0","0","0","0","Thurles","2",
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","4","Miss Oreo (IRE)","6","Fenelon, S","7","Hanlon, John Joseph","0","0","161","12.00","'0541P90","23","Hood","Clovis Du Berlais (FR)","At The Top (FR)","Mare","C","15","National Hunt","Beginners Chase","Eleventh","7","4730","4510","4510","0","0","1","Punchestown","8",
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","5","Missiee (IRE)","8","Noonan, G B","5","McCarthy, Eoin Christopher","0","0","161","8.00","1464F74","32",,"Dylan Thomas (IRE)","False Messenger (IRE)","Mare","D","15","National Hunt","Beginners Chase","Fourth","4","4730","5280","4730","1","0","3","Cork","6",
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","6","Sainte Dona (FR)","7","Meyler, D","0","Cooper, Thomas","0","112","161","1.75","'0664262","42",,"Saint Des Saints (FR)","Dona Ballerina (FR)","Mare",,"15","National Hunt","Beginners Chase","Second","4","4730","5390","5060","0","1","0","Limerick","6",
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","7","Soldaro (IRE)","6","Donoghue, K M","0","Cromwell, Gavin Patrick","0","113","161","5.50","1986U63","14"," TT","Soldier Of Fortune (IRE)","Supreme Beneficial (IRE)","Mare",,"15","National Hunt","Beginners Chase","Third","5","4730","4840","4180","0","0","2","Fairyhouse","8",
"2024-02-07","13:30:00","Fairyhouse","Irish Stallion Farms EBF Mares Beginners Chase","2m5.5f ","21.5",,"Heavy","7434","8","Right Handed","8","Something Abouther (IRE)","8","Kelly, Aidan","5","Roche, Padraig","0","0","161","5.00","7332155","145",,"Flemensfirth (USA)","Female (IRE)","Mare",,"15","National Hunt","Beginners Chase","Fifth","4","4730","4950","4840","0","1","1","Ballinrobe","6",
"2024-02-07","13:40:00","Sedgefield","Betting.Bet New Betting Sites Maiden Hurdle (GBB Race) (Div 1)","2m.5f ","16.5","Class 4","Soft","4193","11","Left Handed","1","Acoustic (IRE)","5","Rabbitt, Mr C","5","Barnes, M A","0","78","161","33.00","'0528086","252"," TT","Kodiac","Operissimo","Gelding",,"8","National Hunt","Maiden Hurdle","Sixth","2","3630","3740","0","0","0","0","Cartmel","3",
"2024-02-07","13:40:00","Sedgefield","Betting.Bet New Betting Sites Maiden Hurdle (GBB Race) (Div 1)","2m.5f ","16.5","Class 4","Soft","4193","11","Left Handed","2","Arlo (FR)","8","Edwards, Lee","0","Newland, Dr R D P","0","103","161","2.00","450433P","28",,"Cokoriko (FR)","Nina La Belle (FR)","Gelding",,"8","National Hunt","Maiden Hurdle","Pulled Up","3","3630","4400","0","0","0","0","Leicester","3",
