Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,LR_Placing,Horse_Season_Runs,TodayDistance_Yards,Max_DistanceYards_Run,Max_DistanceYards_Win,SameDistance_Wins,GreaterDistance_Wins,LesserDistance_Wins,LR_Track,HorseRuns_365days,
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","1","Cephalus","5","Queally, T P","0","Moore, G L","6","75","137","2.75","'0012211","12","Blnk","Cable Bay (IRE)","Angels Wings (IRE)","Gelding","CD","0","All Weather","Handicap","First","5","1760","2200","1760","6","0","1","Southwell","11",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","2","Poetic Force (IRE)","10","Gunn, Molly","7","Carroll, A W","4","73","135","20.00","1263047","20"," TT","Lope De Vega (IRE)","Obligada (IRE)","Gelding","C D","0","All Weather","Handicap","Seventh","3","1760","2530","2200","4","7","4","Wolverhampton","14",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","3","Lennys Spirit (FR)","6","Havlin, Robert","0","Dunlop, E A L","3","73","135","18.00","8131176","181"," TT","Intello (GER)","Moonee Valley (FR)","Gelding","D","0","All Weather","Handicap","Sixth","0","1760","2860","2310","1","5","1","Newmarket (Rowley)","9",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","4","Intercessor","7","Shoemark, Kieran","0","Newland, Dr R D P","10","72","134","6.00","6769316","159","Blnk TT","Due Diligence (USA)","Miss Meticulous","Gelding","D","0","All Weather","Handicap","Sixth","0","1760","3080","2310","1","4","1","Goodwood","10",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","5","Taravara (IRE)","6","Mitchell, Jack","0","Pearce, Simon","2","71","133","3.33","'0104802","30",,"The Gurkha (IRE)","Red Blossom","Gelding","D","0","All Weather","Handicap","Second","1","1760","2310","1760","1","0","0","Kempton","2",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","6","Eddie Temple (IRE)","4","Ingram, Rhiain B","3","Ingram, R","5","71","133","3.33","8856633","13","Hood","Sioux Nation (USA)","Xema","Gelding",,"0","All Weather","Handicap","Third","1","1760","2200","0","0","0","0","Chelmsford City","6",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","7","Kaaranah (IRE)","6","Bradley, Paddy","3","Butler, John","7","69","131","16.00","8819877","35",,"Estidhkaar (IRE)","Chevanah (IRE)","Gelding","D","0","All Weather","Handicap","Seventh","4","1760","2640","1870","1","1","0","Wolverhampton","10",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","8","Brunel Charm","7","Wright, Liam","7","Carter, Lee","8","67","129","16.00","2790625","13",,"Charm Spirit (IRE)","Manyara","Gelding","C","0","All Weather","Handicap","Fifth","3","1760","1760","1540","0","0","3","Chelmsford City","7",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","9","Candy Warhol (USA)","5","ONeill, K T","0","Dixon, Scott","9","60","122","33.00","9700420","10"," TT","Twirling Candy (USA)","Costume","Gelding",,"0","All Weather","Handicap","Eleventh","4","1760","2090","0","0","0","0","Southwell","8",
"2024-03-22","13:12:00","Lingfield","Bet 10 Get 40 At BetMGM Handicap","1m ","8","Class 5","Standard","6909","10","Left Handed","10","Hul Ah Bah Loo (IRE)","5","Davies, Harry","0","Dow, S","1","60","122","11.00","4454354","20",,"Ravens Pass (USA)","Susiescot (IRE)","Gelding","CD","0","All Weather","Handicap","Fourth","7","1760","2200","1760","2","0","0","Kempton","15",
"2024-03-22","13:42:00","Lingfield","Stay Golden With BetMGM Safer Gambling Handicap","6f ","6","Class 6","Standard","3664","9","Left Handed","1","Sunblock","3","Loughnane, Mr Billy","0","Boughey, George","3","60","135","2.00","'05816","15",,"Too Darn Hot","Instance","Filly",,"0","All Weather","Handicap","Sixth","5","1320","1540","1540","0","1","0","Newcastle","5",
