Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","1","Any Luck Colm (IRE)","6","OCallaghan, Shane","7","McBratney, C A","0","0","166","200.00","'P","77","CkPc","Flemensfirth (USA)","Theatre Sunset (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","2","Cross Court (IRE)","7","Morgan, Hugh","3","Bryson, W J","0","0","166","150.00","805","18",,"Court Cave (IRE)","Baracka Box (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","3","Faulty","6","Cooper, Bryan J","0","Meade, Noel","0","0","166","3.50","232","29",,"Dunaden (FR)","Topette (FR)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","4","Firm Footings (IRE)","5","Gainford, Mr J C","0","Elliott, Gordon","0","0","166","3.33","31233","18",,"Walk In The Park (IRE)","Tempest Belle (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","5","Goldwyn (IRE)","6","Fogarty, M P","0","Fogarty, Jonathan","0","0","166","16.00","835","301"," TT","Elusive Pimpernel (USA)","Lady Marmelo (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","6","Horantzau Dairy (FR)","6","Townend, P","0","Mullins, W P","0","0","166","0.83","2","411",,"Legolas (JPN)","Panzara Dairy (FR)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","7","Joshua Chamberlain (IRE)","6","Doyle, R A","0","Keane, Gerard","0","0","166","33.00","5673","189","Hood","Valirann (FR)","Another Pet (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","8","Rightfolksplease (IRE)","5","Meyler, D","0","Flynn, Paul W","0","0","166","80.00","none",,,"Policy Maker (IRE)","Ceola (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","9","The Belmont Boys (IRE)","6","Maxwell, C D","0","McLoughlin, D A","0","0","166","200.00","'0F80","19"," TT","Doyen (IRE)","Grangehill Dancer (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","10","Walhaan (IRE)","7","Walsh, E","5","Murphy, Ciaran","0","0","166","16.00","'0726954","15",,"Dark Angel (IRE)","Back In The Frame","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","11","Winning Paddy (IRE)","5","McGarvey, J S","0","Elliott, Gordon","0","0","166","25.00","none",,,"Ocovango","Winning Indian (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","12","Zeeband (IRE)","6","Gilligan, D J","7","Gilligan, Paul John","0","0","166","11.00","2310514","346",,"Sea The Stars (IRE)","Zeeba (IRE)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","13","Zefiro Dodville (FR)","5",,"0","Elliott, Gordon","0","0","166","0.00","none",,,"Saint Des Saints (FR)","Zawiyla (FR)","Gelding",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","14","Charity Barnum (IRE)","5","McNamara, Conor","0","Elliott, Gordon","0","0","159","33.00","5","48",,"Sholokhov (IRE)","Why Not Thistle (IRE)","Mare",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","15","Gonetomillgrove (IRE)","5","Torrens, Simon","0","Rothwell, P J","0","0","159","50.00","4487100","117",,"Camacho","Mozetta (IRE)","Mare",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","16","O Faolains Lass (IRE)","7","Condon, R J","5","Dooly, N","0","0","159","100.00","7808","42",,"Leading Light (IRE)","Kiltipford Lady (IRE)","Mare",,"10","National Hunt","Maiden Hurdle",
"2023-02-12","13:10:00","Navan","Navan Ford & Opel Maiden Hurdle (Div 1)","2m ","16",,"Yielding","6637","16","Left Handed","17","Prioritise (IRE)","5","Reilly, Thomas","7","McConnell, John C","0","0","159","100.00","2502650","19",,"Camelot","Penny Post (IRE)","Mare",,"10","National Hunt","Maiden Hurdle",
