Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","1","Paris Dixie","7","Godfrey, Ben","3","Honeyball, A J","0","104","169","1.63","7049231","5"," TT","Champs Elysees","Last Of The Dixies","Mare","D","13","National Hunt","Handicap Hurdle",
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","2","Blame The Game (IRE)","7","Pinchin, Miss L M","0","Gordon, C","0","103","168","2.75","6PP4811","146","CkPc","Darsi (FR)","Lucy Walters (IRE)","Gelding","C D","13","National Hunt","Handicap Hurdle",
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","3","Dellboy Trotter (IRE)","6","Brogan, Kevin","0","Leeson, Tracey","0","90","155","4.50","1143234","13",,"Dylan Thomas (IRE)","Super Daisy (IRE)","Gelding",,"13","National Hunt","Handicap Hurdle",
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","4","Montys Award (IRE)","10","Houlihan, Niall F","0","Irvine, Andy","0","84","149","8.00","'B637643","18",,"Oscar (IRE)","Montys Miss (IRE)","Gelding",,"13","National Hunt","Handicap Hurdle",
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","5","Pour Une Raison (FR)","7","Lambert, Finn","3","Mitchell, N R","0","77","142","28.00","76PPFPP","129","Blnk","Kapgarde (FR)","Got Aba (FR)","Gelding",,"13","National Hunt","Handicap Hurdle",
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","6","Chivers (IRE)","11","Dobb, Lewis","5","Steele, Daniel","0","77","142","66.00","25220P9","150",,"Duke Of Marmalade (IRE)","Thara (USA)","Gelding","C","13","National Hunt","Handicap Hurdle",
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","7","Best Pal (IRE)","5","Burton, Danny","0","Drinkwater, S W","0","77","142","5.50","8970704","25",,"Soldier Of Fortune (IRE)","Shapley Shadow (IRE)","Gelding",,"13","National Hunt","Handicap Hurdle",
"2022-10-01","13:25:00","Fontwell","Download The Vickers.Bet App Conditional Jockeys Handicap Hurdle","3m2.5f ","26.5","Class 5","Good To Soft","4575","8","Left Handed","8","Invincible Cave (IRE)","9","Worsley, Tabitha","0","Woods, Mrs Cynthia","0","77","142","66.00","26P5477","146",,"Court Cave (IRE)","Bespoke Baby (IRE)","Gelding",,"13","National Hunt","Handicap Hurdle",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","1","Something Enticing (IRE)","4","Heffernan, J A","0","Balding, A M","13","93","138","8.50","2512720","91","CkPc","Fascinating Rock (IRE)","La Chapelle (IRE)","Filly","D","0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","2","Al Husn (IRE)","3","Egan, David","0","Varian, Roger","8","92","133","3.33","74111","14",,"Dubawi (IRE)","Hadaatha (IRE)","Filly","C","0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","3","Crystal Estrella","3","Kingscote, Richard","0","Stoute, Sir Michael","12","89","130","8.00","741","134",,"Iffraaj","Crystal Etoile","Filly","D","0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","4","Dha Leath (IRE)","4","Carroll, G F","0","Cromwell, Gavin Patrick","2","84","129","16.00","4151104","20"," TT","Mehmas (IRE)","Tarried","Filly","D","0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","5","Morgan Fairy (IRE)","3","Hayes, C D","0","Haggas, W J","11","87","128","14.00","1301223","28",,"Lope De Vega (IRE)","My Fairy (IRE)","Filly",,"0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","6","Persist","3","Fallon, Cieren","0","Haggas, W J","10","87","128","7.50","3217221","30",,"Frankel","Persuasive (IRE)","Filly",,"0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","7","Zenga","3","Dawson, R","0","Varian, Roger","3","87","128","14.00","4312","51",,"Lope De Vega (IRE)","Blending","Filly",,"0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","8","White Willow","4","Spencer, Jamie","0","Fahey, R A","6","82","127","14.00","1310213","16",,"New Bay","Surcingle (USA)","Filly","D","0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","9","Kings Joy","3","Havlin, Robert","0","Gosden, John and Thady","1","86","127","12.00","132956","67",,"Kingman","Golden Laughter (USA)","Filly",,"0","Flat","Handicap",
"2022-10-01","13:31:00","Newmarket (Rowley)","British EBF Premier Fillies Handicap","1m2f ","10","Class 2","Good To Soft","25770","13","Straight","10","Ill Be There","3","Buick, William","0","Boughey, George","4","84","125","4.00","7511","17",,"Starspangledbanner (AUS)","Hanella (IRE)","Filly",,"0","Flat","Handicap",
