Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","1","Portelet Bay","5","Williams, Jordan","5","Evans, P D","7","57","137","12.00","1508882","18"," TT","Mayson","Fenella Rose","Gelding",,"0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","2","Jack Leslie","4","Watson, Jason","0","Murphy, P G","9","55","135","50.00","54349","20",,"Twilight Son","Fenella Rose","Gelding",,"0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","3","Hes Our Star (IRE)","8","Ryan, Rossa","0","Carroll, A W","14","54","134","4.00","7885142","6","Blnk","Lord Shanakill (USA)","Afilla","Gelding","D","0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","4","Griggy (IRE)","7","Marsh, Finley","0","Wintle, A","2","54","134","16.00","1603407","18",,"Dandy Man (IRE)","Joint Destiny (IRE)","Gelding","C","0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","5","Swiss Rowe (IRE)","5",,"0","Loughnane, Daniel Mark","13","53","133","0.00","7755129","49",,"Swiss Spirit","Hucking Hot","Gelding","D","0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","6","Pittsburg (IRE)","7","Queally, T P","0","Potter, R D","4","53","133","7.00","2997243","17",,"Sageburg (IRE)","Constant Approach (IRE)","Gelding",,"0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","7","Think Trigger (IRE)","5","Clutterbuck, Rhys","0","Moore, G L","11","52","132","9.00","7463633","219",,"Epaulette (AUS)","Khibraat","Gelding",,"0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","8","Dutugamunu (IRE)","6","Levey, S M","0","Carter, Lee","8","52","132","8.50","3437505","34","Vsor","Ivawood (IRE)","Bunditten (IRE)","Gelding","C","0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","9","Inaam (IRE)","10","Muscutt, D","0","Butler, John","10","51","131","1.50","'0570312","6",,"Camacho","Duckmore Bay (IRE)","Gelding","CD","0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","10","Suzis Connoisseur","12","Jakes, Tommie","7","Chapple-Hyam, Jane","3","51","131","11.00","9363542","21",,"Art Connoisseur (IRE)","Suzi Spends (IRE)","Gelding","C D","0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","11","My Beauty (IRE)","4","Ingram, Rhiain B","3","Ingram, R","6","46","126","80.00","6990","7",,"Prince Of Lir (IRE)","Zanida (IRE)","Filly",,"0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","12","Queen Sarabi (IRE)","5","Phillips, Mollie","3","Carroll, A W","1","46","126","66.00","1683300","27",,"The Last Lion (IRE)","Tango Tonic (IRE)","Mare","D","0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","13","Dance Of Dragons","4","Whelan, Trevor","0","West, Miss Sheena","5","46","126","80.00","99465","191",,"Gutaifan (IRE)","Sahafh (USA)","Filly",,"0","All Weather","Handicap",
"2023-02-17","13:50:00","Lingfield","Spreadex Sports Get 40 In Bonuses Handicap","7f ","7","Class 6","Standard","4292","13","Left Handed","14","Gonzaga","8","Coughlan, Laura","5","Bennett, J A","12","46","126","40.00","7777564","21","CkPc","Oasis Dream","Symposia","Gelding",,"0","All Weather","Handicap",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","1","Tiger Jet (IRE)","7","Brooke, Henry","0","Ellison, B","0","112","170","6.50","8014137","41",,"Jet Away","Just A Moment (IRE)","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","2","Lock Down Luke","7","Quinlan, Sean","0","Stephen, Mrs Jackie","0","109","167","5.00","6413182","47",,"Lucarno (USA)","La Grande Villez (FR)","Gelding","CD","11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","3","Swallows Song","5","Johnston, Dylan","7","Jardine, I","0","109","167","4.50","132","14",,"Kayf Tara","One Gulp","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","4","Curley Finger (IRE)","6","Moscrop, Nathan","0","Menzies, Rebecca","0","108","166","8.50","3631346","21"," TT","Getaway (GER)","Tooreen (IRE)","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","5","Five Dollar Fine (IRE)","8","Hughes, Brian","0","Hamilton, Mrs A","0","105","163","3.50","633","17",,"Shantou (USA)","Danecole (IRE)","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","6","Fortcanyon (IRE)","7","Stones, Lewis","5","Forster, Miss S E","0","95","153","8.00","94577P1","17"," TT","Yeats (IRE)","Thegoodwans Sister (IRE)","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","7","How Much (IRE)","5","Hamilton, Jamie","0","Easterby, T D","0","90","148","50.00","'0P4P","34",,"Ask","Womanofthemountain (IRE)","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","8","Bolt Man","5","Fox, Derek R","0","Duncan, I A","0","89","147","20.00","83P64","80","CkPc","Millenary","Miss Chatterbox","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","9","Pipers Cross (IRE)","6","Lynn, Bruce","3","Forster, Miss S E","0","87","145","10.00","7616465","17",,"Soldier Of Fortune (IRE)","Oatfield Lady (IRE)","Mare","C","11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","10","Goodoldbill","7","Chapman, Ross","0","Walton, Mrs J M","0","87","145","40.00","5676","33",,"Leading Light (IRE)","Golden Sunbird (IRE)","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:05:00","Kelso","Book Now For Ladies Day Novices Handicap Hurdle (GBB Race)","2m7f ","23","Class 4","Good","4753","11","Left Handed","11","Shantou Moon (IRE)","6","Reed, Harry","0","Davidson, Tristan","0","85","143","10.00","78960","22","CkPc TT","Shantou (USA)","Emma Ami (IRE)","Gelding",,"11","National Hunt","Handicap Novices Hurdle",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","1","Lequinto (IRE)","6",,"0","Carroll, A W","6","87","137","0.00","1160678","34",,"Requinto (IRE)","Moss Nation","Gelding","D","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","2","Jilly Cooper (IRE)","4","Stammers, Oliver","3","Johnston, Charlie","7","85","135","3.00","2527313","10",,"Lope De Vega (IRE)","Jillnextdoor (IRE)","Filly","CD","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","3","San Isidro (IRE)","5","Muscutt, D","0","Ferguson, James","10","85","135","16.00","'008","249","Hood","Power","Olanthia (IRE)","Gelding",,"0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","4","Algheed (IRE)","5","Coakley, Ross","0","Loughnane, Daniel Mark","1","82","132","9.00","3311137","10",,"Dark Angel (IRE)","Rathaath (IRE)","Mare","CD","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","5","Sun Power (FR)","6","Fallon, Cieren","0","Evans, P D","8","81","131","9.00","'0511767","17"," TT","Night Of Thunder (IRE)","Sparkling Smile (IRE)","Gelding","D","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","6","Secret Strength (IRE)","4","Catton, Luke","5","Boyle, J R","3","79","129","5.50","2320801","14","CkPc","Mehmas (IRE)","Midnight Destiny (IRE)","Gelding","CD","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","7","Sayifyouwill","5","Levey, S M","0","Perrett, Mrs A J","5","78","128","7.00","6418353","13",,"Sayif (IRE)","Amirah (IRE)","Mare","CD","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","8","Mohareb","7","Ladd, Theodore","0","Appleby, M","4","78","128","16.00","7657684","13","CkPc","Delegator","Irrational","Gelding","CD","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","9","Dancinginthewoods","6","Larson, Frederick","3","Murphy, Amy","2","76","126","4.00","9561233","27","Vsor","Garswood","Pachanga","Gelding","D","0","All Weather","Handicap",
"2023-02-17","14:20:00","Lingfield","Spreadex Sports Best Premier League Odds Handicap","7f ","7","Class 4","Standard","5234","9","Left Handed","10","Poetic Force (IRE)","9","Phillips, Mollie","3","Carroll, A W","9","75","125","8.00","3461712","7",,"Lope De Vega (IRE)","Obligada (IRE)","Gelding","CD","0","All Weather","Handicap",
"2023-02-17","14:35:00","Kelso","Johnston Smillie Novices Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Good","4357","8","Left Handed","1","Lihyan (IRE)","5","Moscrop, Nathan","0","Menzies, Rebecca","0","119","161","14.00","4173","12",,"Vendangeur (IRE)","Elle Est Milan (IRE)","Gelding",,"8","National Hunt","Novices Hurdle",
