Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,RaceCode,RaceType,
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","1","Appreciate It (IRE)","9","Townend, P","0","Mullins, W P","0","152","161","3.50","1117113","40",,"Jeremy (USA)","Sainte Baronne (FR)","Gelding","C D","14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","2","Balco Coastal (FR)","7","Boinville, Nico","0","Henderson, N J","0","151","161","11.00","12P3512","40",,"Coastal Path","Fliugika (FR)","Gelding",,"14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","3","Banbridge (IRE)","7",,"0","OBrien, Joseph Patrick","0","152","161","0.00","1101132","40",,"Doyen (IRE)","Old Carton Lass (IRE)","Gelding","C D","14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","4","Christopher Wood (IRE)","8",,"0","Williams, Miss Venetia","0","132","161","0.00","6226022","44",,"Fast Company (IRE)","Surf The Web (IRE)","Gelding",,"14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","5","James Du Berlais (FR)","7","Jacob, Daryl","0","Mullins, W P","0","151","161","16.00","9216","39",,"Muhtathir","Kings Daughter (FR)","Gelding",,"14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","6","Mighty Potter (FR)","6","Russell, D N","0","Elliott, Gordon","0","162","161","0.91","31P1111","39",,"Martaline","Matnie (FR)","Gelding","D","14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","7","Notlongtillmay","7","Wedge, Adam","0","Morgan, Miss Laura","0","142","161","50.00","2341111","40",,"Malinas (GER)","Tara Croft","Gelding",,"14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","8","Stage Star (IRE)","7","Cobden, Harry","0","Nicholls, P F","0","152","161","8.50","1PP1211","47",,"Fame And Glory","Sparky May","Gelding","C D","14","National Hunt","Novices Chase",
"2023-03-16","13:30:00","Cheltenham","Turners Novices Chase (Grade 1) (Registered As The Golden Miller) (GBB Race)","2m4f ","20","Grade 1","Soft","98472","7","Left Handed","9","Unexpected Party (FR)","8","Skelton, Harry","0","Skelton, Daniel","0","138","161","66.00","21P2323","47"," TT","Martaline","Reform Act (USA)","Gelding",,"14","National Hunt","Novices Chase",
"2023-03-16","13:50:00","Hexham","Follow HexhamRaces On Twitter Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Heavy","4753","13","Left Handed","1","Caithness (IRE)","7",,"0","Russell, Miss Lucinda V","0","110","160","0.00","34","19",,"Dylan Thomas (IRE)","Princess Nina (IRE)","Gelding",,"8","National Hunt","Maiden Hurdle",
"2023-03-16","13:50:00","Hexham","Follow HexhamRaces On Twitter Maiden Hurdle (GBB Race)","2m.5f ","16.5","Class 4","Heavy","4753","13","Left Handed","2","Cuzco Du Mathan (FR)","5","Hamilton, Jamie","0","Moffatt, James","0","115","160","4.00","6","30"," TT","Martaline","Thisbee Du Mathan (FR)","Gelding",,"8","National Hunt","Maiden Hurdle",
