Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","1","Dindin (FR)","9",,"0","Pipe, D E","0","102","170","0.00","'P4536","11","Blnk TT","Balko (FR)","Taguy Star (FR)","Gelding",,"13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","2","First Revolution (IRE)","8","Midgley, Tom","5","Todhunter, M","0","99","167","9.00","2861138","1","Hood","Jeremy (USA)","Shaigino (IRE)","Gelding",,"13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","3","Wheres Maud Gone (IRE)","6","Wedge, Adam","0","Morgan, Miss Laura","0","95","163","6.00","1557532","24","CkPc TT","Yeats (IRE)","Barchetta (IRE)","Mare","D","13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","4","Six One Nine (IRE)","7","Quinlan, Sean","0","Grant, C","0","90","158","12.00","275142F","24","Vsor TT","Cloudings (IRE)","Indian Athlete (IRE)","Gelding","D","13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","5","Red Maple (IRE)","6","ONeill, Jonjo (Jr)","0","ONeill, Jonjo","0","86","154","5.50","800P813","34",,"Sholokhov (IRE)","Champagne Ruby (IRE)","Gelding","D","13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","6","Serjeant Painter","7","Woods, K K","0","Pauling, Ben","0","85","153","1.20","3317431","7",,"Royal Applause","Szabos Art","Gelding","C","13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","7","Uncle O","8","Poste, Ben J","0","Hobson, Miss Clare","0","76","144","28.00","3193583","223"," TT","Fair Mix (IRE)","Clever Liz","Gelding",,"13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","8","Getaman (IRE)","9","Bellamy, Tom","0","Jeffreys, D J","0","75","143","7.00","'004263B","24","Blnk","Getaway (GER)","Zingarellas Joy (IRE)","Gelding",,"13",
"2022-06-27","13:00:00","Southwell","Cazoo Handicap Chase","2m.5f ","16.5","Class 5","Good","3513","8","Left Handed","9","Rann Of Kutch (IRE)","7","Hogan, Mr J","7","Sowersby, M E","0","74","142","16.00","'PP4442P","24",,"Dylan Thomas (IRE)","Scartara (FR)","Mare",,"13",
"2022-06-27","13:30:00","Southwell","Download The At The Races App Handicap Chase","3m1.5f ","25.5","Class 4","Good","5010","10","Left Handed","1","Defi DOudairies (FR)","9","Armson, Philip","5","Pipe, D E","0","117","168","9.00","7","10","CkPc TT","Vision DEtat (FR)","Iroise DOudairies (FR)","Gelding",,"19",
