racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-05-04","13:30:00","Chester","ICM Stellar Sports Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15462","Good To Soft","6","1st",,"Absolutelyflawless","5","Loughnane, David","2","Pearson, Laura","0","125","6",,"0","1 mins 4.50s","64.5",,"0","5","1","Flat","8","3.1637113962384964","2","2","1115","20","Non-Handicap","wore hood to post, held up in last pair, headway towards inside over 1f out, ridden and stayed on inside final furlong, led final 100 yards, ran on well","3","Inside","Left Handed",,"17","1","Ribchester (IRE)","Flat","15462",
"2022-05-04","13:30:00","Chester","ICM Stellar Sports Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15462","Good To Soft","6","2nd","1.5","Ocean Cloud (IRE)","4","Kelleway, Miss Gay","2","Morris, Luke","0","125","5.5",,"0","1 mins 4.50s","64.5","1.5","0","5","2","Flat","7.264949684163852","3.3","2","2","1115","20","Non-Handicap","wore hood to post, chased leaders, came centre home straight, ridden to lead inside final furlong, headed and not pace of winner final 100 yards, kept on for clear 2nd","5","Inside","Left Handed",,"16","2","Camacho","Flat","7251",
"2022-05-04","13:30:00","Chester","ICM Stellar Sports Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15462","Good To Soft","6","3rd","1.75","Zephina","1","Evans, P D","2","Buick, William","0","125","10",,"0","1 mins 4.50s","64.5","3.25","0","5","3","Flat","11.188012610704174","4","2","2","1115","20","Non-Handicap","well away, chased leaders on inside, pushed along and outpaced 2f out, rallied on inside and stayed on into well held 3rd towards finish","7","Inside","Left Handed",,"9","3","Zoustar (AUS)","Flat","3627",
"2022-05-04","13:30:00","Chester","ICM Stellar Sports Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15462","Good To Soft","6","4th","NK","Glorious Angel (IRE)","7","Palmer, Hugo","2","Doyle, James","0","125","8.5",,"0","1 mins 4.50s","64.5","3.4","0","5","4","Flat","12","5.1","2","2","1115","20","Non-Handicap","off the pace in last pair out wide, pushed along halfway, headway chasing leaders halfway, came widest in home straight, ridden to challenge over 1f out, stayed on same pace inside final furlong, lost well held 3rd towards finish","4","Inside","Left Handed",,"18","1","Cotai Glory","Flat","1812",
"2022-05-04","13:30:00","Chester","ICM Stellar Sports Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15462","Good To Soft","6","5th","0.5","Dunnington Lad (IRE)","3","Evans, P D","2","Downing, George","0","130","10",,"0","1 mins 4.50s","64.5","3.9","0","5","5","Flat","13.5","4.248597361282443","2","2","1115","20","Non-Handicap","hung right throughout, chased leader, came wide in home straight, ridden to challenge over 1f out, weakened final 110 yards","1","Inside","Left Handed"," TT","9","2","Camacho","Flat","906",
"2022-05-04","13:30:00","Chester","ICM Stellar Sports Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15462","Good To Soft","6","6th","0.5","Star Of Lady M","2","OMeara, D","2","Tudhope, Daniel","0","125","0.91","(Fav)","0","1 mins 4.50s","64.5","4.4","0","5","6","Flat","2.004185222466604","1.3684947418384446","2","2","1115","20","Non-Handicap","edged right throughout, led, came centre in home straight, ridden and headed inside final furlong, weakened final 110 yards","6","Inside","Left Handed",,"20","2","Havana Grey","Flat","500",
"2022-05-04","14:05:00","Chester","tote.co.uk Free Chester Placepot Every Day Handicap","3yo","Class 2",,"5f ","20616","Good To Soft","6","1st",,"Live In The Dream (IRE)","2","West, Adam","3","Moore, Ryan","0","127","1.38","(Fav)","92","1 mins 2.93s","62.93",,"92.5","5","1","Flat","2.516366384512534","1.6997882936164386","2","2","1115","20","Handicap","made all, stayed on inside in home straight, ridden clear inside final furlong, ran on well","5","Inside","Left Handed",,"12","7","Prince Of Lir (IRE)","Flat","20616",
"2022-05-04","14:05:00","Chester","tote.co.uk Free Chester Placepot Every Day Handicap","3yo","Class 2",,"5f ","20616","Good To Soft","6","2nd","2.25","Nymphadora","1","Balding, A M","3","Watson, Jason","0","131","5.5",,"96","1 mins 2.93s","62.93","2.25","92.5","5","2","Flat","6.405806209","3.45","2","2","1115","20","Handicap","chased leaders on rail, ridden over 1f out, stayed on inside final furlong, went 2nd final strides, no chance with winner","2","Inside","Left Handed",,"208","7","No Nay Never (USA)","Flat","9668",
"2022-05-04","14:05:00","Chester","tote.co.uk Free Chester Placepot Every Day Handicap","3yo","Class 2",,"5f ","20616","Good To Soft","6","3rd","HD","Shamlaan (IRE)","5","Foy, Kevin","3","Mitchell, Jack","0","128","4.5",,"93","1 mins 2.93s","62.93","2.35","92.5","5","3","Flat","6.6","2.9973304138931054","2","2","1115","20","Handicap","soon chasing winner, ridden and every chance over 1f out, not pace of winner inside final furlong, lost 2nd final strides","4","Inside","Left Handed",,"4","11","Mehmas (IRE)","Flat","4836",
"2022-05-04","14:05:00","Chester","tote.co.uk Free Chester Placepot Every Day Handicap","3yo","Class 2",,"5f ","20616","Good To Soft","6","4th","1.5","Navello","4","Boughey, George","3","Buick, William","0","124","5",,"89","1 mins 2.93s","62.93","3.85","92.5","5","4","Flat","6.198361793200039","2.952172684120378","2","2","1115","20","Handicap","restless in stalls, well enough away, soon outpaced in last pair and forced to race wide, some headway widest under pressure over 1f out, never going pace to get involved","6","Inside","Left Handed",,"25","14","Ivawood (IRE)","Flat","2416",
