racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","1st",,"Zarinsk","2","Lyons, G M","2","Keane, C T","0","128","4.5",,"97","1 mins 31.73s","91.73",,"0","7","1","Flat","6.949303998859321","1.996853721","3","3","1540","0","Non-Handicap","broke well to lead, made all, increased advantage approaching straight, ridden over 1f out, kept on strongly final 100 yards","11","None","Left Handed",,"51","3","Kodiac","Flat","53097",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","2nd","2.5","Library (IRE)","1","OBrien, A P","2","Moore, Ryan","0","128","2","(Fav)","0","1 mins 31.73s","91.73","2.5","0","7","2","Flat","3.3","1.533602866","3","3","1540","0","Non-Handicap","prominent, 3rd halfway, improved to 2nd 2 1/2f out, ridden and effort over 1f out, no impression on winner final 100 yards, no extra close home","6","None","Left Handed",,"15","3","Galileo (IRE)","Flat","17699",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","3rd","NK","Highly Desirable (IRE)","5","Lupini, Miss Natalia","2","Lordan, W M","0","128","125",,"0","1 mins 31.73s","91.73","2.65","0","7","3","Flat","188.25318672126457","30","3","3","1540","0","Non-Handicap","mid-division, 7th halfway, headway on inner 2f out, ridden in 5th 1f out, kept on well in 3rd closing stages, never nearer","4","None","Left Handed",,"20","2","Twilight Son","Flat","8850",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","4th","0.75","Clever And Cool (IRE)","9","Bolger, J S","2","Manning, K J","0","128","14",,"0","1 mins 31.73s","91.73","3.4","0","7","4","Flat","19.30936225662088","4.9","3","3","1540","0","Non-Handicap","mid-division, 6th halfway, headway to 4th under 2f out, ridden into 3rd 1f out, no impression on leaders, dropped to 4th closing stages","1","None","Left Handed",,"3","1","Vocalised (USA)","Flat","4425",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","5th","2.75","Kayhana (IRE)","10","Weld, D K","2","Hayes, C D","0","128","7",,"0","1 mins 31.73s","91.73","6.15","0","7","5","Flat","10.909979815704064","3.274159121504927","3","3","1540","0","Non-Handicap","rear of mid-division, 8th over 3f out, effort 2f out, soon ridden, 6th 1f out, kept on same pace in 5th closing stages, no threat","5","None","Left Handed",,"91","1","Harzand (IRE)","Flat","2655",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","6th","NK","Easy (IRE)","11","Twomey, P","2","Lee, W J","0","128","3",,"0","1 mins 31.73s","91.73","6.3","0","7","6","Flat","4.6","1.78","3","3","1540","0","Non-Handicap","dwelt, raced towards rear, 10th 3f out, ridden and progress 1f out, kept on same pace in 6th closing stages, no danger","2","None","Left Handed",,"50","1","Kodiac","Flat","1770",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","7th","1.75","Ma Belle Artiste (IRE)","4","OBrien, Joseph Patrick","2","McDonogh, D P","0","128","16",,"0","1 mins 31.73s","91.73","8.05","0","7","7","Flat","21","5.192523814","3","3","1540","0","Non-Handicap","tracked leader early, soon in touch, 4th halfway, lost place and under pressure over 2f out, ridden and weakened 1f out","7","None","Left Handed",,"12","2","Zoffany (IRE)","Flat","0",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","8th","NK","Sheyya (IRE)","3","Murtagh, J P","2","Coen, Ben M","0","128","10",,"0","1 mins 31.73s","91.73","8.2","0","7","8","Flat","12.682961627772649","3.45","3","3","1540","0","Non-Handicap","dwelt slightly, soon in touch, 5th halfway, progress to 3rd over 2f out, ridden and no impression on leaders 1 1/2f out, soon dropped to 4th, weakened final furlong","9","None","Left Handed",,"100","1","Starspangledbanner (AUS)","Flat","0",
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","9th","0.75","Sweetest Rose (IRE)","8","Lyons, G M","2","Carroll, G F","0","128","14",,"0","1 mins 31.73s","91.73","8.95","0","7","9","Flat","18.954690850818693","4.330321785","3","3","1540","0","Non-Handicap","towards rear, 9th over 3f out, under pressure in 10th 2f out, no impression, modest late headway, never a factor","10","None","Left Handed",,"35","1","Dark Angel (IRE)","Flat",,
"2022-09-10","13:30:00","Leopardstown","Ballylinch Stud Irish EBF Ingabelle Stakes (Fillies Listed)","2yo","Irish","Listed Race","7f ","53097","Soft","11","10th","4.25","Satin","6","Harrington, Mrs John","2","Foley, Shane","0","128","80",,"0","1 mins 31.73s","91.73","13.2","0","7","10","Flat","90.32364201838848","24.94450415841827","3","3","1540","0","Non-Handicap","in touch, soon prominent, 2nd halfway, dropped to 3rd and under pressure 2 1/2f out, lost place under 2f out, soon weakened quickly","8","None","Left Handed",,"15","2","Australia","Flat",,
