racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","1st",,"Grove Road (IRE)","0","Watson, Archie","6","Wedge, Adam","0","154","6.5",,"0","5 mins 31.76s","331.76",,"0","20.5","1","National Hunt","8.4","2.5161425067372685","3","3","4408","57","Novices Hurdle","prominent, led before 3 out, ridden before 2 out and faced challenge, kept on dourly, always doing enough","3","None","Right Handed",,"331","1","Mahler","Undulating","4629",
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","2nd","1.5","The King Of Ryhope","0","Skelton, Daniel","6","Skelton, Harry","0","154","1.75","(Fav)","0","5 mins 31.76s","331.76","1.5","0","20.5","2","National Hunt","2.94","1.4309633897242022","3","3","4408","57","Novices Hurdle","towards rear, not fluent 5th, headway after 4 out, pressed leader from before 2 out, pushed along before last, stayed on one pace, no impression","8","None","Right Handed",,"None","0","Malinas (GER)","Undulating","2133",
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","3rd","11","Horacio Apples (FR)","0","Greenall, Oliver","5","Brooke, Henry","0","154","16",,"0","5 mins 31.76s","331.76","12.5","0","20.5","3","National Hunt","24","4.481585314792028","3","3","4408","57","Novices Hurdle","towards rear, not fluent 2 out, plugged on and took 3rd final flight, no match for front pair","4","None","Right Handed",,"258","3","Saddex","Undulating","1066",
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","4th","11","Regarde (IRE)","0","Snowden, Jamie","5","Sheehan, Gavin","0","154","4",,"0","5 mins 31.76s","331.76","23.5","0","20.5","4","National Hunt","5.262152611678886","1.8678747351371618","3","3","4408","57","Novices Hurdle","led, mistake 7th, pushed along and headed before 3 out, kept on until weakened before last","5","None","Right Handed",,"589","1","Kapgarde (FR)","Undulating","534",
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","5th","5","So Many Roads","0","Whillans, D W","5","Nichol, Craig","0","154","50",,"0","5 mins 31.76s","331.76","28.5","0","20.5","5","National Hunt","73.15417564034753","10.000793867723228","3","3","4408","57","Novices Hurdle","in rear, ridden after 3 out, mistake 2 out, never in contention","7","None","Right Handed",,"257","2","Sulamani (IRE)","Undulating","0",
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","PU",,"Cedar Row (IRE)","0","ONeill, Jonjo","5","ONeill, Jonjo (Jr)","0","154","5.5",,"0","5 mins 31.76s","331.76",,"0","20.5","PU","National Hunt","9.459290152","2.031998646","3","3","4408","57","Novices Hurdle","chased leaders, pushed along before 3 out, weakened quickly after 2 out and pulled up","1","None","Right Handed",,"None","0","Westerner","Undulating",,
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","PU",,"Glenavaddra (IRE)","0","Bewley, G T","6","Bewley, Jonathon","3","151","40",,"0","5 mins 31.76s","331.76",,"0","20.5","PU","National Hunt","55","9.6","3","3","4408","57","Novices Hurdle","handy, pushed along after 4 out and soon beaten, pulled up before 2 out","2","None","Right Handed",,"589","1","Jet Away","Undulating",,
"2022-10-30","12:50:00","Carlisle","Join Racing TV Now Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m4.5f ","4629","Heavy","8","PU",,"Rock On Cowboy (IRE)","0","Pauling, Ben","5","Woods, K K","0","154","5",,"0","5 mins 31.76s","331.76",,"0","20.5","PU","National Hunt","6.6","2.1783276622481216","3","3","4408","57","Novices Hurdle","tracked leaders, lost position and dropped to rear after 4 out, well behind and pulled up after 3 out","6","None","Right Handed",,"None","0","Snow Sky","Undulating",,
"2022-10-30","13:25:00","Carlisle","Gordon Richards Novices Limited Handicap Chase (GBB Race)","4yo+","Class 3",,"2m4f ","6808","Good To Soft","11","1st",,"Iron Bridge (IRE)","0","ONeill, Jonjo","6","ONeill, Jonjo (Jr)","0","156","3.5","(Fav)","125","5 mins 16.82s","316.82",,"128","20","1","National Hunt","4.68713163174076","2.097961695809953","3","3","4400","48","Handicap Novices Chase","towards rear, headway after 5 out, went 5th 3 out and pushed along, ridden and chased leader after 2 out, led last, stayed on strongly to draw clear run-in, won going away","10","None","Right Handed",,"194","3","Milan","Undulating","6808",
"2022-10-30","13:25:00","Carlisle","Gordon Richards Novices Limited Handicap Chase (GBB Race)","4yo+","Class 3",,"2m4f ","6808","Good To Soft","11","2nd","8.5","Harpers Brook (IRE)","0","Pauling, Ben","6","Woods, K K","0","158","5",,"127","5 mins 16.82s","316.82","8.5","128","20","2","National Hunt","7","2.4594932436687307","3","3","4400","48","Handicap Novices Chase","mid-division, went 3rd 3 out, led before 2 out, pushed along and headed last, kept on, no chance with winner","8","None","Right Handed",,"196","6","Ask","Undulating","3136",
