racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","1st",,"Culcor","4","Lyons, G M","3","Keane, C T","0","134","0.83","(Fav)","79","1 mins 28.78s","88.78",,"0","7","1","Flat","1.953542699414811","1.131601289","3","3","1540","0","Maiden","broke well to lead, made all, reduced advantage over 3f out, ridden 2f out, asserted under 1f out, kept on well, comfortably","2","None","Right Handed","Blnk","20","4","Invincible Spirit (IRE)","Undulating","6903",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","2nd","3.25","Fiddlers Green (IRE)","9","Murphy, John Joseph","3","McCullagh, N G","0","134","18",,"0","1 mins 28.78s","88.78","3.25","0","7","2","Flat","27.128531164","5.9","3","3","1540","0","Maiden","soon tracked leader in 2nd, closed over 3f out, edged right over 2f out, ridden over 1f out, no impression on winner under 1f out, kept on same pace","4","None","Right Handed",,"None","0","Awtaad (IRE)","Undulating","2301",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","3rd","1.75","Coreman (IRE)","5","Murphy, P J F","3","Ryan, Gavin","0","134","16",,"0","1 mins 28.78s","88.78","5","0","7","3","Flat","19.425770693732925","4.2","3","3","1540","0","Maiden","completely missed break, raced in rear, 10th halfway, effort over 2f out, progress under 2f out, improved to 3rd under 1f out, kept on, never nearer","1","None","Right Handed",,"None","0","Divine Prophet (AUS)","Undulating","1150",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","4th","7","Deuteronomy (IRE)","3","Burns, R P","3","Crosse, S M","0","134","20",,"0","1 mins 28.78s","88.78","12","0","7","4","Flat","34","5.4","3","3","1540","0","Maiden","dwelt slightly, raced towards rear, 8th halfway, headway 2f out, kept on same pace to 4th closing stages, no threat","3","None","Right Handed",,"13","1","Acclamation","Undulating","575",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","5th","0.5","Gran Roque (IRE)","2","Murray, Adrian","3","Coen, J","7","122","7",,"0","1 mins 28.78s","88.78","12.5","0","7","5","Flat","10.5","2.346122573199681","3","3","1540","0","Maiden","close up, a little keen, 4th halfway, headway entering straight, ridden in 4th 2f out, edged left under 2f out, dropped to 5th under 1f out, weakened","8","None","Right Handed",,"17","1","Mehmas (IRE)","Undulating","345",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","6th","SH","Merida Pulse (IRE)","6","McCann, Anthony","3","McAteer, L T","3","126","25",,"0","1 mins 28.78s","88.78","12.55","0","7","6","Flat","36.538029853","7.541622740341117","3","3","1540","0","Maiden","awkward leaving stalls, soon mid-division, 5th halfway, came wide entering straight, ridden over 2f out, edged left 1 1/2f out, soon lost place, kept on closing stages","10","None","Right Handed",,"None","0","Dragon Pulse (IRE)","Undulating","229",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","7th","HD","Vernotstoppen (IRE)","1","Harty, Edward and Patrick","3","Hayes, C D","0","134","7",,"0","1 mins 28.78s","88.78","12.65","0","7","7","Flat","11.273087744","2.732494494","3","3","1540","0","Maiden","close up, a little keen, 3rd halfway, switched left 2f out, ridden 1 1/2f out, no impression on leaders 1f out, weakened","7","None","Right Handed",,"None","0","Es Que Love (IRE)","Undulating","0",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","8th","3.5","Grant Wood (IRE)","8","Murtagh, J P","3","Kelly, S B","0","134","4",,"0","1 mins 28.78s","88.78","16.15","0","7","8","Flat","7","2.035136920408476","3","3","1540","0","Maiden","rear of mid-division, 7th halfway, niggled along 3f out, no impression 2f out, ridden and edged left 1 1/2f out, weakened final furlong","5","None","Right Handed",,"None","0","Caravaggio (USA)","Undulating","0",
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","9th","3.75","Lex Maxima (IRE)","7","McConnell, John C","3","OConnor, Donagh","0","134","50",,"0","1 mins 28.78s","88.78","19.9","0","7","9","Flat","113.35290167587459","15","3","3","1540","0","Maiden","rear of mid-division, 6th halfway, under pressure entering straight, lost place and ridden 2f out, weakened 1 1/2f out","6","None","Right Handed",,"185","1","Lawman (FR)","Undulating",,
"2022-06-06","13:45:00","Gowran Park","Thomastown Maiden","3yo","Irish",,"7f ","6903","Yielding","10","10th","4.75","Hastily","10","McGuinness, Tom","3","Leonard, Killian","0","129","125",,"0","1 mins 28.78s","88.78","24.65","0","7","10","Flat","780","75","3","3","1540","0","Maiden","awkward leaving stalls, raced towards rear, 9th halfway, ridden and no impression under 2f out, slightly hampered 1 1/2f out, weakened, never a factor","9","None","Right Handed",,"13","1","Charm Spirit (IRE)","Undulating",,
"2022-06-06","14:20:00","Gowran Park","Sonix Entertainment Handicap","3yo+","Irish",,"7f ","11681","Yielding","13","1st",,"Spanish Tenor (IRE)","12","McGuinness, Adrian","8","MacRedmond, Cian","5","131","20",,"92","1 mins 26.87s","86.87",,"90","7","1","Flat","26.90109980616253","7.223481502304203","3","3","1540","0","Handicap","broke well to lead, made all, 2 lengths clear under 3f out, ridden over 1f out, reduced advantage 1f out, ran on well final 100 yards","5","None","Right Handed",,"31","50","Lope De Vega (IRE)","Undulating","11681",
