racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","1st",,"Espionage (IRE)","2","OBrien, A P","2","Moore, Ryan","0","133","2.25","(Fav)","0","1 mins 26.79s","86.79",,"0","7","1","Flat","3.6200516521125605","1.6290195158364802","3","3","1540","0","Maiden","made all on far side rail, pushed along and went clear 2f out, ridden and clear 1f out, stayed on well under pressure final furlong","6","None","Right Handed"," TT","19","1","Galileo (IRE)","Undulating","8761",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","2nd","1.75","Sierra Blanca (IRE)","11","OBrien, A P","2","Lordan, W M","0","133","12",,"0","1 mins 26.79s","86.79","1.75","0","7","2","Flat","16.691187514","4.5","3","3","1540","0","Maiden","in rear, 14th and pushed along 2f out, moderate 9th and ridden 1f out, stayed on well final furlong, 2nd last strides, never nearer","12","None","Right Handed",,"105","2","No Nay Never (USA)","Undulating","2920",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","3rd","0.5","Djockovic (IRE)","16","OCallaghan, M D","2","Roche, L F","0","133","3.33",,"0","1 mins 26.79s","86.79","2.25","0","7","3","Flat","5.140055568277239","2.12","3","3","1540","0","Maiden","mid-division, pushed along in 9th 2f out, ridden in 4th 1f out, headway into 2nd and no impression on winner inside final furlong, dropped to 3rd last strides","5","None","Right Handed",,"None","0","Kodiac","Undulating","1461",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","4th","0.5","Thalara (IRE)","9","Condon, K J","2","Lee, W J","0","128","50",,"0","1 mins 26.79s","86.79","2.75","0","7","4","Flat","85.01393965838824","16.546124975197017","3","3","1540","0","Maiden","tracked leaders, ridden in 3rd 2f out, 2nd and no impression on winner 1f out, no extra in 4th inside final furlong","16","None","Right Handed",,"None","0","Awtaad (IRE)","Undulating","730",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","5th","1.25","Engeline (IRE)","15","Kinirons, A","2","Whelan, R P","0","128","100",,"0","1 mins 26.79s","86.79","4","0","7","5","Flat","170","36","3","3","1540","0","Maiden","mid-division, ridden in 12th 2f out, moderate 7th 1f out, kept on one pace","14","None","Right Handed",,"None","0","Make Believe","Undulating","438",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","6th","1.5","Dark Side (IRE)","13","OBrien, Joseph Patrick","2","Crosse, S M","0","133","3.5",,"0","1 mins 26.79s","86.79","5.5","0","7","6","Flat","6.6","2.14","3","3","1540","0","Maiden","rear of mid-division, moderate 13th and pushed along 2f out, ridden in moderate 10th 1f out, kept on one pace","4","None","Right Handed",,"18","1","Zoffany (IRE)","Undulating","292",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","7th","SH","New Variant (IRE)","10","Bolger, J S","2","Manning, K J","0","133","66",,"0","1 mins 26.79s","86.79","5.55","0","7","7","Flat","151.2439484524041","25.435482179","3","3","1540","0","Maiden","prominent, 2nd at halfway, ridden 2f out, dropped to moderate 5th 1f out, no impression","9","None","Right Handed",,"10","1","New Approach (IRE)","Undulating","0",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","8th","0.5","Alexander John (IRE)","12","Comer, Luke","2","Crosse, Nathan","3","130","80",,"0","1 mins 26.79s","86.79","6.05","0","7","8","Flat","184.31354209213188","46.405864209793506","3","3","1540","0","Maiden","prominent, ridden in 3rd 2f out, soon no impression on leaders, weakened final furlong","1","None","Right Handed",,"None","0","Dick Whittington (IRE)","Undulating","0",
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","9th","2.5","Narmar (IRE)","8","Bromhead, Henry De","2","Carroll, G F","0","133","18",,"0","1 mins 26.79s","86.79","8.55","0","7","9","Flat","22.678299615126747","6.663353948234582","3","3","1540","0","Maiden","mid-division, ridden in 8th 2f out, no impression","8","None","Right Handed",,"None","0","Invincible Spirit (IRE)","Undulating",,
"2022-09-25","13:25:00","Curragh","Williamhill.ie Irish EBF Maiden","2yo","Irish",,"7f ","8761","Yielding To Soft","16","10th","1.5","Shot Of Love","3","Lyons, G M","2","Keane, C T","0","133","5",,"0","1 mins 26.79s","86.79","10.05","0","7","10","Flat","9.092125702848422","2.694094306873449","3","3","1540","0","Maiden","mid-division, ridden in 6th 2f out, weakened","11","None","Right Handed",,"50","1","Invincible Spirit (IRE)","Undulating",,
