racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","1st",,"Spring Day","9","Balding, A M","2","Probert, David","0","128","12",,"0","1 mins 13.06s","73.06",,"0","6","1","All Weather","15.314538417476289","4.660482533250272","3","3","1320","0","Novices","awkward start, in rear, pulled wide and driven 2f out, stayed on strongly to lead inside final furlong","7","Centre","Left Handed",,"None","0","Bobbys Kitten (USA)","Polytrack","4104",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","2nd","0.75","Elongate (IRE)","2","Haynes, Alice","2","Bass, George","3","123","7",,"0","1 mins 13.06s","73.06","0.75","0","6","2","All Weather","8.6","2.604215669","3","3","1320","0","Novices","prominent, pushed along to dispute lead over 1f out, kept on, but headed inside final furlong","8","Centre","Left Handed",,"78","2","Dandy Man (IRE)","Polytrack","1927",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","3rd","0.5","Expeditious","7","Haynes, Alice","2","Howarth, Christian","5","130","3.33","(JFav)","71","1 mins 13.06s","73.06","1.25","0","6","3","All Weather","5.445492964274591","1.93","3","3","1320","0","Novices","slightly slowly away, driven to lead after 1f, headed 3f out, pushed along to dispute lead again over 1f out, no extra final 110yds","1","Centre","Left Handed",,"16","6","Fast Company (IRE)","Polytrack","964",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","4th","NK","Butterfly Effect (IRE)","6","Scott, George","2","Shepherd, Callum","0","128","3.33","(JFav)","0","1 mins 13.06s","73.06","1.4","0","6","4","All Weather","5.8052318602782895","1.89","3","3","1320","0","Novices","in rear, pushed along 2f out, headway to chase leaders 1f out, no extra final 110 yds","3","Centre","Left Handed",,"77","2","James Garfield (IRE)","Polytrack","482",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","5th","NK","Phoenix Glow (IRE)","8","Channon, M R","2","Bishop, Charles","0","128","18",,"0","1 mins 13.06s","73.06","1.55","0","6","5","All Weather","24","5.4","3","3","1320","0","Novices","prominent, headway to lead 3f out, pushed along when challenged over 1f out, no extra final 110yds","5","Centre","Left Handed",,"7","2","Bungle Inthejungle","Polytrack","0",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","6th","SH","Galaxy Gazer","5","Tate, James","2","Ryan, Rossa","0","128","4",,"70","1 mins 13.06s","73.06","1.6","0","6","6","All Weather","5.396557694499277","1.83","3","3","1320","0","Novices","took keen hold in midfield, pushed along 2f out, outpaced slightly 1f out, kept on","4","Centre","Left Handed",,"15","4","Iffraaj","Polytrack","0",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","7th","3","Regal Glory (IRE)","1","Mongan, Mrs L J","2","Bennett, Charlie","0","126","66",,"0","1 mins 13.06s","73.06","4.6","0","6","7","All Weather","110","20","3","3","1320","0","Novices","led, headed after 1f, pushed along when chasing leaders 2f out, weakened inside final furlong","10","Centre","Left Handed",,"10","2","Cotai Glory","Polytrack","0",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","8th","0.5","Probable","4","Watson, Archie","2","Crouch, Hector","0","128","3.5",,"0","1 mins 13.06s","73.06","5.1","0","6","8","All Weather","5","1.9300070504793254","3","3","1320","0","Novices","slowly away, in rear, pushed along 2f out, made no impression","6","Centre","Left Handed","Hood","None","0","Harry Angel (IRE)","Polytrack","0",
"2022-09-22","17:45:00","Chelmsford City","Book Your Christmas Party Here Fillies Restricted Novice Stakes (GBB Race)","2yo","Class 5",,"6f ","4104","Standard","9","9th","0.75","La Poderosa","3","Scargill, Dr J D","2","Wood, George","0","126","125",,"0","1 mins 13.06s","73.06","5.85","0","6","9","All Weather","222.50611478615963","32.05906294436183","3","3","1320","0","Novices","midfield, pushed along over 1f out , made no impression","9","Centre","Left Handed",,"10","2","Havana Grey","Polytrack",,
"2022-09-22","18:15:00","Chelmsford City","Betsi Handicap","3yo+","Class 5",,"6f ","4266","Standard","9","1st",,"Epic Express","4","Dwyer, C A","4","Bass, George","3","127","4.5",,"62","1 mins 10.89s","70.89",,"67","6","1","All Weather","6.2670565838810575","2.4191134045633045","3","3","1320","0","Handicap","midfield, pulled wide and driven 2f out, led inside final furlong, stayed on strongly","10","Centre","Left Handed",,"14","22","Twilight Son","Polytrack","4266",
