racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-05-16","13:20:00","Carlisle","British Stallion Studs EBF Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","6210","Good To Firm","5","1st",,"Queen Of Deauville (IRE)","5","Johnston, M","2","Norton, Francis","0","128","3",,"0","1 mins 4.65s","64.65",,"0","5","1","Flat","4.484831692","2.014373942889069","2","2","1100","0","Novices","close up, shaken up and led well over 1f out, ridden and edged left inside final furlong, pushed out towards finish, readily","6","Inside","Straight",,"None","0","Showcasing","Undulating","6210",
"2022-05-16","13:20:00","Carlisle","British Stallion Studs EBF Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","6210","Good To Firm","5","2nd","2.75","Monte Forte","6","Ryan, K A","2","Stott, Kevin","0","133","1.38","(Fav)","0","1 mins 4.65s","64.65","2.75","0","5","2","Flat","2.5096229982279414","1.5179692816461825","2","2","1100","0","Novices","chased leaders, pushed along and no impression well over 2f out, ridden over 1f out, kept on inside last, always held","3","Inside","Straight",,"None","0","Cotai Glory","Undulating","2915",
"2022-05-16","13:20:00","Carlisle","British Stallion Studs EBF Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","6210","Good To Firm","5","3rd","3.5","Al Hitmi","1","Burke, K R","2","Hart, Jason","0","133","2.5",,"0","1 mins 4.65s","64.65","6.25","0","5","3","Flat","4.164566643366706","1.9262454863585292","2","2","1100","0","Novices","tracked leaders, pushed along and switched left 2f out, ran on one pace","1","Inside","Straight",,"None","0","Harry Angel (IRE)","Undulating","1458",
"2022-05-16","13:20:00","Carlisle","British Stallion Studs EBF Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","6210","Good To Firm","5","4th","4.25","Carmentis (IRE)","4","Haslam, B M R","2","Mullen, Andrew","0","128","10",,"0","1 mins 4.65s","64.65","10.5","0","5","4","Flat","11.371735800344977","5.322109957464854","2","2","1100","0","Novices","slowly away, in rear, in touch, ridden and ran green 2f out, gradually faded","4","Inside","Straight",,"None","0","Kodiac","Undulating","729",
"2022-05-16","13:20:00","Carlisle","British Stallion Studs EBF Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","6210","Good To Firm","5","5th","1.25","Dixiedoodledragon (IRE)","3","Dalgleish, Keith","2","James, S H","0","128","16",,"0","1 mins 4.65s","64.65","11.75","0","5","5","Flat","21.86391550257744","9.220718856519088","2","2","1100","0","Novices","keen to start, led, pushed along 2f out, headed well over 1f out, weakened 1f out","5","Inside","Straight",,"None","0","Dragon Pulse (IRE)","Undulating","0",
"2022-05-16","13:55:00","Carlisle","Blackwell Handicap","4yo+","Class 5",,"5f ","3996","Soft","8","1st",,"Ventura Flame (IRE)","6","Dalgleish, Keith","5","Garritty, Billy","0","134","10",,"74","1 mins 3.23s","63.23",,"70.5","5","1","Flat","12","3.100552206","3","3","1100","0","Handicap","in rear, pushed along 3f out, switched left to outside 2f out, soon ridden and headway to lead 1f out, ran well, won going away","3","Inside","Straight",,"20","38","Dandy Man (IRE)","Undulating","3996",
"2022-05-16","13:55:00","Carlisle","Blackwell Handicap","4yo+","Class 5",,"5f ","3996","Soft","8","2nd","3.5","Stalingrad","8","Tuer, Grant","5","James, S H","0","129","2.75",,"69","1 mins 3.23s","63.23","3.5","70.5","5","2","Flat","4","1.688531015171029","3","3","1100","0","Handicap","chased leaders, ridden and pressed front rank under 2f out, ran on but no chance with winner","7","Inside","Straight",,"202","13","War Front (USA)","Undulating","1876",
"2022-05-16","13:55:00","Carlisle","Blackwell Handicap","4yo+","Class 5",,"5f ","3996","Soft","8","3rd","0.75","Good Earth (IRE)","9","Herrington,M ","5","Eaves, Tom","0","128","2.5","(Fav)","68","1 mins 3.23s","63.23","4.25","70.5","5","3","Flat","4","1.6174634334379359","3","3","1100","0","Handicap","dwelt, towards rear, ridden and some headway over 1f out, kept on one pace","8","Inside","Straight",,"6","40","Acclamation","Undulating","938",
"2022-05-16","13:55:00","Carlisle","Blackwell Handicap","4yo+","Class 5",,"5f ","3996","Soft","8","4th","NK","Rhythm (IRE)","2","Carr, Mrs R A","4","Mason, Joanna","0","135","16",,"75","1 mins 3.23s","63.23","4.4","70.5","5","4","Flat","22","5.049978802","3","3","1100","0","Handicap","dwelt, chased leaders, ridden well over 1f out, ran on same pace until no extra closing stages","1","Inside","Straight",,"21","11","Acclamation","Undulating","469",
"2022-05-16","13:55:00","Carlisle","Blackwell Handicap","4yo+","Class 5",,"5f ","3996","Soft","8","5th","2.25","Runninwild","3","Duffield, Mrs A","4","Scott, Rowan","0","130","4.5",,"70","1 mins 3.23s","63.23","6.65","70.5","5","5","Flat","6.711571486253904","2.0908323187929105","3","3","1100","0","Handicap","dwelt, soon led, pushed along 2f out, ridden and headed 1f out, soon weakened","6","Inside","Straight",,"16","10","Fountain Of Youth (IRE)","Undulating","300",
