racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-09-25","13:50:00","Down Royal","Molson Coors Beverage Company Nursery Handicap","2yo","Irish",,"5f ","5841","Heavy","6","1st",,"Seven Eleven","4","Levins, J F","2","Whelan, R P","0","125","8.5",,"62","1 mins 5.24s","65.24",,"61.5","5","1","Flat","0","0","2","0","1100","0","Handicap Nursery","held up in touch, 4th 2f out, soon pushed along and headway, 2nd and challenged over 1f out, led 1f out, ridden and kept on well","3","None","Straight",,"79","3","Ten Sovereigns (IRE)","Undulating","5841","Filly","True Verdict (IRE)","Danehill Dancer (IRE)","76",
"2023-09-25","13:50:00","Down Royal","Molson Coors Beverage Company Nursery Handicap","2yo","Irish",,"5f ","5841","Heavy","6","2nd","0.75","Gold Coast Galleon (FR)","1","OBrien, Joseph Patrick","2","Stone-Walsh, C","7","132","5",,"76","1 mins 5.24s","65.24","0.75","61.5","5","2","Flat","0","0","2","0","1100","0","Handicap Nursery","bumped slightly from stalls, soon held up in touch, 5th 2f out, progress when not clear run and checked over 1f out, ridden and no impression in 3rd under 1f out, kept on, 2nd final 50 yards, nearest finish","1","None","Straight",,"7","4","Magna Grecia (IRE)","Undulating","1947","Gelding","Byron Bay (FR)","Showcasing","76",
"2023-09-25","13:50:00","Down Royal","Molson Coors Beverage Company Nursery Handicap","2yo","Irish",,"5f ","5841","Heavy","6","3rd","0.75","Veracidad (IRE)","6","Condon, K J","2","Powell, J A","5","119","3.5",,"61","1 mins 5.24s","65.24","1.5","61.5","5","3","Flat","0","0","2","0","1100","0","Handicap Nursery","tracked leaders in close 3rd, disputed over 2f out, led 1 1/2f out, ridden and strongly pressed over 1f out, headed 1f out, soon no impression, kept on one pace, no extra in 3rd final 50 yards","4","None","Straight","Vsor","7","8","Cable Bay (IRE)","Undulating","973","Filly","Lyin Eyes","Equiano (FR)","76",
"2023-09-25","13:50:00","Down Royal","Molson Coors Beverage Company Nursery Handicap","2yo","Irish",,"5f ","5841","Heavy","6","4th","1","Oak Allye (IRE)","2","Coleman, Kevin","2","Crosse, Nathan","0","119","3.5",,"56","1 mins 5.24s","65.24","2.5","61.5","5","4","Flat","0","0","2","0","1100","0","Handicap Nursery","went slightly right from stalls, led, pushed along and headed over 2f out, ridden and no impression in 5th over 1f out, kept on one pace","6","None","Straight",,"11","6","Starspangledbanner (AUS)","Undulating","487","Filly","Sea Minstrel (IRE)","Sea The Stars (IRE)","76",
"2023-09-25","13:50:00","Down Royal","Molson Coors Beverage Company Nursery Handicap","2yo","Irish",,"5f ","5841","Heavy","6","5th","NK","Si Senior (IRE)","3","Magee, Patrick","2","Keane, C T","0","135","2","(Fav)","72","1 mins 5.24s","65.24","2.65","61.5","5","5","Flat","0","0","2","0","1100","0","Handicap Nursery","tracked leader in close 2nd, disputed travelling well over 2f out, pushed along and headed 1 1/2f out, no impression in 3rd when not clear run 1f out, soon ridden and no extra","2","None","Straight",,"11","5","Bungle Inthejungle","Undulating","292","Filly","House Of Roses","New Approach (IRE)","76",
"2023-09-25","13:50:00","Down Royal","Molson Coors Beverage Company Nursery Handicap","2yo","Irish",,"5f ","5841","Heavy","6","6th","12","Call Me Culann (IRE)","7","Davison, Jack W","2","Roche, L F","0","119","8.5",,"56","1 mins 5.24s","65.24","14.65","61.5","5","6","Flat","0","0","2","0","1100","0","Handicap Nursery","dwelt, always behind and pushed along from early, no impression when jumped road crossing 2f out, weakened over 1f out","7","None","Straight","CkPc","36","3","Soldiers Call","Undulating","195","Filly","Rosefinch","Iffraaj","76",
"2023-09-25","14:25:00","Down Royal","Coors Handicap","3yo","Irish",,"5f ","8230","Heavy","7","1st",,"Wave Machine (FR)","5","Murtagh, J P","3","Coen, Ben M","0","134","5",,"79","1 mins 3.50s","63.5",,"78","5","1","Flat","0","0","2","0","1100","0","Handicap","dwelt, held up in touch towards rear, pushed along in 4th 2f out, switched right and went 2nd on inner over 1f out, challenged inside final furlong, ridden and led final 100 yards, kept on well","4","None","Straight","Vsor","49","12","Shalaa (IRE)","Undulating","8230","Filly","Kisses Of Love (FR)","Le Havre (IRE)","85",
"2023-09-25","14:25:00","Down Royal","Coors Handicap","3yo","Irish",,"5f ","8230","Heavy","7","2nd","0.5","Amazon Lady (IRE)","6","McCreery, W","3","Lee, W J","0","139","4",,"84","1 mins 3.50s","63.5","0.5","78","5","2","Flat","0","0","2","0","1100","0","Handicap","broke well and prominent, tracked leaders in 3rd after 1f, 2nd over 2f out, led under 2f out, ridden and strongly pressed inside final furlong, headed final 100 yards, no impression, kept on same pace","2","None","Straight",,"22","5","Bungle Inthejungle","Undulating","2743","Filly","Ladys Locket (IRE)","Fasliyev (USA)","85",
"2023-09-25","14:25:00","Down Royal","Coors Handicap","3yo","Irish",,"5f ","8230","Heavy","7","3rd","HD","Spirit Of Eagles (IRE)","7","Grassick, M C","3","Hassett, M W","7","112","6",,"64","1 mins 3.50s","63.5","0.6","78","5","3","Flat","0","0","2","0","1100","0","Handicap","held up in rear, headway over 1f out, pushed along in 4th 1f out, ridden in 3rd when switched right final 100 yards, soon not clear run on inner, kept on well, never nearer","8","None","Straight"," TT","38","10","Gleneagles (IRE)","Undulating","1372","Filly","Tranquil Spirit (IRE)","Invincible Spirit (IRE)","85",
"2023-09-25","14:25:00","Down Royal","Coors Handicap","3yo","Irish",,"5f ","8230","Heavy","7","4th","1.5","Polar Bear (IRE)","8","Harrington, Mrs John","3","Foley, Shane","0","140","3.5","(Fav)","85","1 mins 3.50s","63.5","2.1","78","5","4","Flat","0","0","2","0","1100","0","Handicap","tracked leaders, pushed along in 3rd 2f out, ridden over 1f out, ran around under pressure, no impression in 4th final 100 yards, kept on one pace","1","None","Straight","CkPc","27","14","Kodi Bear (IRE)","Undulating","686","Gelding","Blue Marmalade (IRE)","Duke Of Marmalade (IRE)","85",
