racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","1st",,"Hilts (IRE)","2","OKeeffe, Jedd","3","Marsh, Finley","0","137","4.5",,"74","2 mins 21.13s","141.13",,"64","10","1","Flat","6.2","2.36","3","3","2200","9","Handicap","in touch, pushed along and headway over 1f out, ridden to lead inside final furlong, ran on","2","Inside","Left Handed",,"21","9","New Bay","Flat","3996",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","2nd","2","Ebony Maw","3","Whillans, Ewan","5","Brookes, Aiden","3","128","9",,"64","2 mins 21.13s","141.13","2","64","10","2","Flat","14","4.195191140345125","3","3","2200","9","Handicap","close up, ridden to lead over 1f out, headed inside final furlong, kept on","5","Inside","Left Handed",,"20","15","Iffraaj","Flat","1876",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","3rd","1","Royal Regent","4","Smith, R Michael","10","Murtagh, Connor","0","129","6",,"62","2 mins 21.13s","141.13","3","64","10","3","Flat","7.6321593281988696","2.571810930378305","3","3","2200","9","Handicap","tracked leaders, ridden and every chance over 1f out, kept on one pace","7","Inside","Left Handed","CkPc","9","48","Urgent Request (IRE)","Flat","938",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","4th","0.75","Dundory (IRE)","5","Oshea, J G M","6","Mangan, Gina","3","139","2.75","(Fav)","75","2 mins 21.13s","141.13","3.75","64","10","4","Flat","4.024397762845817","1.66","3","3","2200","9","Handicap","held up, pushed along and headway 3f out, ridden and every chance over 1f out, kept on one pace","1","Inside","Left Handed","CkPc","11","32","Holy Roman Emperor (IRE)","Flat","469",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","5th","5","Yellow Bear","1","Carroll, D","3","Wheatley, Zak","3","128","14",,"68","2 mins 21.13s","141.13","8.75","64","10","5","Flat","16.5","4.988544579753807","3","3","2200","9","Handicap","tracked leader, ridden to lead 2f out, headed over 1f out, no extra inside final furlong","6","Inside","Left Handed",,"20","9","Poets Voice","Flat","300",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","6th","1.5","Shine On Brendan (IRE)","11","Goldie, J S","5","Sexton, Ryan","3","133","5.5",,"69","2 mins 21.13s","141.13","10.25","64","10","6","Flat","9","2.7462863223100977","3","3","2200","9","Handicap","held up, headway 3f out, ridden over 2f out, kept on same pace","3","Inside","Left Handed",,"9","36","Society Rock (IRE)","Flat","300",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","7th","2.5","Spanish Hustle","8","Goldie, J S","4","Waugh, Amie","3","122","12",,"58","2 mins 21.13s","141.13","12.75","64","10","7","Flat","16.5","4.9904291997241685","3","3","2200","9","Handicap","in rear, pushed along 3f out, kept on final furlong, never nearer","10","Inside","Left Handed",,"10","17","Pearl Secret","Flat","0",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","8th","0.5","Flying Moon (GER)","7","Smith, R Michael","6","Breslin, Andrew","0","126","12",,"59","2 mins 21.13s","141.13","13.25","64","10","8","Flat","15.520920567830323","4","3","3","2200","9","Handicap","awkwardly away, in rear, pushed along 3f out, never on terms","9","Inside","Left Handed",,"20","39","Sea The Moon (GER)","Flat","0",
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","9th","2.75","Sophiesticate (IRE)","6","Goldie, J S","3","Kirrane, Sean","0","134","20",,"71","2 mins 21.13s","141.13","16","64","10","9","Flat","26","6.8","3","3","2200","9","Handicap","towards rear, pushed along 3f out, never on terms","4","Inside","Left Handed",,"8","15","War Command (USA)","Flat",,
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","10th","5","Gurkhali Girl (IRE)","9","Jardine, I","3","Russell, Harry","0","122","33",,"59","2 mins 21.13s","141.13","21","64","10","10","Flat","45.69188103","11.5","3","3","2200","9","Handicap","led, ridden and headed 2f out, weakened entering final furlong","11","Inside","Left Handed","CkPc","24","9","The Gurkha (IRE)","Flat",,
"2022-10-06","13:15:00","Ayr","Virgin Bet Apprentice Handicap","3yo+","Class 5",,"1m2f ","3996","Heavy","11","11th","58","Cabinet Maker (IRE)","12","Johnston, M","3","Stammers, Oliver","0","127","20",,"64","2 mins 21.13s","141.13","79","64","10","11","Flat","32","8.474491345626888","3","3","2200","9","Handicap","always in rear, eased final 2f, tailed off","8","Inside","Left Handed",,"13","15","Mastercraftsman (IRE)","Flat",,
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","1st",,"Boy Douglas (IRE)","7","Dods, M","2","Beasley, Connor","0","133","6.5",,"0","1 mins 50.82s","110.82",,"0","8","1","Flat","9.399270970652431","2.3690328721296465","3","3","1760","9","Novices","keen early, tracked leaders, ridden to lead narrowly over 1f out, ran on","2","Inside","Left Handed",,"21","2","New Bay","Flat","3510",
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","2nd","0.5","Radetsky Marsch (FR)","8","Watson, Archie","2","Doyle, Hollie","0","133","1.5","(Fav)","0","1 mins 50.82s","110.82","0.5","0","8","2","Flat","2.8914005514660674","1.350467764435816","3","3","1760","9","Novices","tracked leader, ridden to lead 2f out, headed narrowly over 1f out, ran on","6","Inside","Left Handed",,"22","1","Seahenge (USA)","Flat","1648",
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","3rd","4","Eastvan (IRE)","4","Russell, Miss Lucinda V","2","Orr, Oisin","0","133","3.33",,"0","1 mins 50.82s","110.82","4.5","0","8","3","Flat","4.666900069153052","1.6557599261745413","3","3","1760","9","Novices","towards rear, pushed along 3f out, ridden and headway entering final furlong, kept on","4","Inside","Left Handed",,"41","1","Make Believe","Flat","824",
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","4th","3.25","The Renegade","2","Palmer, Hugo","2","McDonald, P J","0","133","7",,"0","1 mins 50.82s","110.82","7.75","0","8","4","Flat","8.8","2.618349180487566","3","3","1760","9","Novices","towards rear, pushed along over 3f out, ridden and headway entering final furlong, nearest finish","7","Inside","Left Handed",,"14","2","Mastercraftsman (IRE)","Flat","412",
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","5th","3","Lovely Lady","1","Dalgleish, Keith","2","Rodriguez, Callum","0","128","9",,"0","1 mins 50.82s","110.82","10.75","0","8","5","Flat","12.538719734","3.1","3","3","1760","9","Novices","in rear, pushed along 3f out, never nearer","8","Inside","Left Handed",,"21","2","Mastercraftsman (IRE)","Flat","0",
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","6th","1.75","Muir Wood","5","Johnston, M","2","Hart, Jason","0","133","8",,"0","1 mins 50.82s","110.82","12.5","0","8","6","Flat","10.9375268815484","3.1","3","3","1760","9","Novices","in touch, pushed along and slightly outpaced 2f out","5","Inside","Left Handed",,"None","0","Teofilo (IRE)","Flat","0",
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","7th","1","Artisan Dancer (FR)","3","Johnston, M","2","Stammers, Oliver","3","130","28",,"0","1 mins 50.82s","110.82","13.5","0","8","7","Flat","40.20853616053937","7","3","3","1760","9","Novices","led, ridden and headed 2f out, weakened approaching final furlong","1","Inside","Left Handed",,"21","2","Mastercraftsman (IRE)","Flat","0",
"2022-10-06","13:50:00","Ayr","Virgin Bet Novice Stakes (GBB Race)","2yo","Class 5",,"1m ","3510","Heavy","8","8th","26","Earthquake","6","Russell, Miss Lucinda V","2","Mulrennan, Paul","0","133","40",,"0","1 mins 50.82s","110.82","39.5","0","8","8","Flat","52.37852259111154","11.891637844503856","3","3","1760","9","Novices","dwelt, wide and headway to track leaders over 6f out, weakened 2f out, eased","3","Inside","Left Handed",,"None","0","Garswood","Flat","0",
"2022-10-06","14:25:00","Ayr","virginbet.com Handicap","3yo+","Class 6",,"1m ","3456","Heavy","13","1st",,"Zumaaty (IRE)","7","Jardine, I","4","Lee, Clifford","0","127","4","(Fav)","52","1 mins 49.95s","109.95",,"61","8","1","Flat","5.6","2.28","3","3","1760","9","Handicap","held up, steady headway from over 2f out, led and hung badly left over 1f out, ran on","11","Inside","Left Handed",,"10","16","Tamayuz","Flat","3456",
"2022-10-06","14:25:00","Ayr","virginbet.com Handicap","3yo+","Class 6",,"1m ","3456","Heavy","13","2nd","2.25","Bashful","4","Jardine, I","4","Mullen, Andrew","0","140","7",,"65","1 mins 49.95s","109.95","2.25","61","8","2","Flat","11","3.368250912","3","3","1760","9","Handicap","in touch, headway when not clear run 2f out, ridden and stayed on to chase winner inside final furlong","2","Inside","Left Handed","CkPc","10","20","Manduro (GER)","Flat","1622",
"2022-10-06","14:25:00","Ayr","virginbet.com Handicap","3yo+","Class 6",,"1m ","3456","Heavy","13","3rd","1.75","Golden Valour","9","Smith, R Michael","6","James, S H","0","140","16",,"65","1 mins 49.95s","109.95","4","61","8","3","Flat","20.501255751160674","6.129946416","3","3","1760","9","Handicap","close up, pushed along and slightly outpaced over 2f out, ridden and headway approaching final furlong, stayed on","3","Inside","Left Handed","CkPc","20","29","Kingman","Flat","812",
