racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","1st",,"Wolfspear (IRE)","0","Murphy, Olly","7","Boyden, Mr Oliver","7","161","16",,"100","4 mins 36.10s","276.1",,"91","18.5","1","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","held up in mid-division, headway before 3 out, led after 2 out, hung left before last, hung left towards finish, stayed on","2","None","Right Handed",,"493","7","Fame And Glory","Very Undulating","3725","Gelding","Espresso Lady (IRE)","Shantou (USA)","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","2nd","2.5","Stanley Pincombe (IRE)","0","Gordon, C","6","Landau, Miss Molly","7","158","12",,"97","4 mins 36.10s","276.1","2.5","91","18.5","2","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","mid-division, headway before 4th, chased winner before last, stayed on, unable to challenge","5","None","Right Handed",,"159","16","Multiplex","Very Undulating","1864","Gelding","Allez Zane","Sir Harry Lewis (USA)","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","3rd","5","Sams Amour","0","Burke, Kieran","6","McCain-Mitchell, Toby","7","159","28",,"98","4 mins 36.10s","276.1","7.5","91","18.5","3","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","prominent, not fluent 3rd, outpaced before 3 out, rallied from 2 out, went 3rd flat, kept on","3","None","Right Handed",,"208","4","Black Sam Bellamy (IRE)","Very Undulating","931","Mare","Aphrodisias (FR)","Double Bed (FR)","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","4th","2.75","Lady Gwen","0","Bailey, K C","5","Keen-hawkins, Miss L","7","158","9",,"97","4 mins 36.10s","276.1","10.25","91","18.5","4","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","chased leaders, handy when not fluent 6th, challenged 3 out, disputing 3rd and beaten last, one pace","6","None","Right Handed",,"12","11","Haafhd","Very Undulating","466","Mare","Countess Camilla","Bobs Return (IRE)","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","5th","1","Merry Monty","0","Down, C J","6","King, Mr James","0","149","22",,"81","4 mins 36.10s","276.1","11.25","91","18.5","5","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","took keen hold, led, wandered into 1st, headed after 2 out, no extra flat","15","None","Right Handed",,"589","6","Arvico (FR)","Very Undulating","232","Gelding","Red Mimi","Presenting","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","6th","2.5","Gyllen (USA)","0","Woollacott, Mrs Kayley","8","Newman, Mr Joshua","0","149","18",,"81","4 mins 36.10s","276.1","13.75","91","18.5","6","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","held up towards rear, headway before 3 out, no impression 2 out","14","None","Right Handed",,"298","11","Medaglia Doro (USA)","Very Undulating","0","Gelding","Miss Halory (USA)","Mr Prospector (USA)","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","7th","8","Sassified (IRE)","0","Hobbs, P J / White, J","5","Pritchard, Mr Callum","7","155","5.5",,"94","4 mins 36.10s","276.1","21.75","91","18.5","7","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","mid-division, some headway before 3 out, no impression, well beaten from 2 out","8","None","Right Handed","CkPc","18","24","Excelebration (IRE)","Very Undulating","0","Gelding","Satwa Pearl","Rock Of Gibraltar (IRE)","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","8th","0.75","Weavers Answer","0","Vaughan, Tim","5","Vaughan, Mr Edward","7","146","4",,"85","4 mins 36.10s","276.1","22.5","91","18.5","8","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","chased leaders, ridden and beaten before 3 out, no extra 2 out","13","None","Right Handed",,"16","9","Dunaden (FR)","Very Undulating","0","Gelding","Oskars Eva (IRE)","Black Sam Bellamy (IRE)","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","9th","2.25","Watchoutitscookie (IRE)","0","Hawke, N J","5","Herbison, Miss E","7","139","16",,"78","4 mins 36.10s","276.1","24.75","91","18.5","9","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","prominent, jumped right 4th, not fluent 6th, mistake 3 out, soon beaten, no extra 2 out","17","None","Right Handed","Hood","179","12","Doyen (IRE)","Very Undulating",,"Gelding","Medimli (IRE)","Medaaly","100",
"2023-10-24","14:00:00","Exeter","Racing TV Profits Returned To Racing Amateur Jockeys Handicap Hurdle","3yo+","Class 5",,"2m2.5f ","3725","Good","18","10th","SH","Pittsburg (IRE)","0","Potter, R D","7","McGarty-Jones, Miss E","7","151","11",,"90","4 mins 36.10s","276.1","24.8","91","18.5","10","National Hunt","0","0","4","0","4071","0","Handicap Hurdle","held up in rear, some headway 7th, looked to be going ok before 3 out, not fluent when no impression 2 out","11","None","Right Handed"," TT","12","34","Sageburg (IRE)","Very Undulating",,"Gelding","Constant Approach (IRE)","Pistolet Bleu (IRE)","100",
