racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2022-08-09","17:10:00","Carlisle","AJA Amateur Jockeys Handicap","4yo+","Class 6",,"1m3f ","3028","Good To Firm","7","1st",,"See The Sea (IRE)","1","McCain Jnr, D","8","Maggs, Mr Charlie","3","158","3.33",,"63","2 mins 25.14s","145.14",,"57","11","1","Flat","4.105584","1.5931712801581288","2","3","2459","5","Handicap","made all, pushed after 3f out, handy advantage when ridden entering final furlong, readily","4","Outside","Right Handed"," TT","20","39","Born To Sea (IRE)","Undulating","3028",
"2022-08-09","17:10:00","Carlisle","AJA Amateur Jockeys Handicap","4yo+","Class 6",,"1m3f ","3028","Good To Firm","7","2nd","5","The New Marwan","3","Fahey, R A","5","Harris, Mr Cole","3","161","3","(JFav)","66","2 mins 25.14s","145.14","5","57","11","2","Flat","3.6684802014995346","1.5143572772252059","2","3","2459","5","Handicap","prominent, pushed before 3f out, ridden after 2f out, always held by winner but kept on","2","Outside","Right Handed",,"24","18","Dark Angel (IRE)","Undulating","1515",
"2022-08-09","17:10:00","Carlisle","AJA Amateur Jockeys Handicap","4yo+","Class 6",,"1m3f ","3028","Good To Firm","7","3rd","1","Just Hiss","5","Easterby, T D","9","Easterby, Mr Thomas","0","164","3","(JFav)","66","2 mins 25.14s","145.14","6","57","11","3","Flat","4.008525131098417","1.5309479918494","2","3","2459","5","Handicap","slowly away, in rear, headway before pushed 3f out, ridden before 2f out, kept on one pace","1","Outside","Right Handed","CkPc","14","57","Lawman (FR)","Undulating","757",
"2022-08-09","17:10:00","Carlisle","AJA Amateur Jockeys Handicap","4yo+","Class 6",,"1m3f ","3028","Good To Firm","7","4th","4","Milltown Lily (IRE)","7","Hammond, Micky","4","Hunt, Miss Amy","3","142","7.5",,"47","2 mins 25.14s","145.14","10","57","11","4","Flat","10.640000559085319","2.593279","2","3","2459","5","Handicap","midfield, pushed after 3f out, kept on one pace","8","Outside","Right Handed",,"14","11","Sir Prancealot (IRE)","Undulating","379",
"2022-08-09","17:10:00","Carlisle","AJA Amateur Jockeys Handicap","4yo+","Class 6",,"1m3f ","3028","Good To Firm","7","5th","19","Calliope","8","Sayer, Mrs Dianne","9","Brooks, Chelsea","0","147","22",,"49","2 mins 25.14s","145.14","29","57","11","5","Flat","31.37013666756021","5.298148","2","3","2459","5","Handicap","towards rear, pushed after 4f out, ridden 2f out, unable to get competitive","7","Outside","Right Handed",,"22","67","Poets Voice","Undulating","300",
"2022-08-09","17:10:00","Carlisle","AJA Amateur Jockeys Handicap","4yo+","Class 6",,"1m3f ","3028","Good To Firm","7","6th","9","Wilhelm Vonvenster (FR)","2","Richards, N G","8","Corrado, Miss A","0","144","40",,"46","2 mins 25.14s","145.14","38","57","11","6","Flat","51.3198","8.04007","2","3","2459","5","Handicap","midfield, dropped to rear before pushed 3f out, ridden before 2f out, well beaten","9","Outside","Right Handed",,"89","18","Apsis","Undulating","300",
"2022-08-09","17:10:00","Carlisle","AJA Amateur Jockeys Handicap","4yo+","Class 6",,"1m3f ","3028","Good To Firm","7","7th","0.75","Chief Craftsman","9","Easterby, T D","8","Atkinson, Miss Philippa","3","152","11",,"57","2 mins 25.14s","145.14","38.75","57","11","7","Flat","12.79920856479741","2.704438","2","3","2459","5","Handicap","midfield, pushed before 3f out, dropped to rear and beaten when ridden after 2f out","6","Outside","Right Handed","Blnk","11","24","Mastercraftsman (IRE)","Undulating","0",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","1st",,"Secret Angel (IRE)","9","Burke, K R","2","James, S H","0","128","2.25","(Fav)","0","1 mins 12.82s","72.82",,"0","6","1","Flat","3.65502800759493","1.55776054574766","3","3","1282","0","Maiden","close-up, joined leader 2f out, pushed and led before final furlong, ridden entering final furlong, stayed on well","13","Inside","Straight",,"43","2","Dark Angel (IRE)","Undulating","3780",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","2nd","0.75","In These Shoes (IRE)","2","Johnston, M","2","Norton, Francis","0","128","3.5",,"0","1 mins 12.82s","72.82","0.75","0","6","2","Flat","4.544205993703889","2.02","3","3","1282","0","Maiden","soon led, pushed after 3f out, joined 2f out, headed and ridden before final furlong, kept on well","4","Inside","Straight",,"None","0","Starspangledbanner (AUS)","Undulating","1774",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","3rd","1.25","Martini Nights","3","Horton, James","2","McDonald, P J","0","128","5",,"0","1 mins 12.82s","72.82","2","0","6","3","Flat","7.2","2.4932893383281773","3","3","1282","0","Maiden","slightly slow to break, soon recovered to sit midfield, pushed behind leaders turning for home, ridden before 2f out, stayed on strongly inside final furlong, promising","8","Inside","Straight",,"None","0","No Nay Never (USA)","Undulating","888",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","4th","2.75","Crime Fiction (IRE)","4","Easterby, T D","2","Allan, David","0","128","14",,"0","1 mins 12.82s","72.82","4.75","0","6","4","Flat","21.843255390365734","4.5","3","3","1282","0","Maiden","prominent, pushed after 3f out, ridden inside final furlong where lost a place but kept on","2","Inside","Straight",,"14","1","El Kabeir (USA)","Undulating","444",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","5th","4.25","Mrs Trump (IRE)","13","Fahey, R A","2","Orr, Oisin","0","128","5.5",,"0","1 mins 12.82s","72.82","9","0","6","5","Flat","7.8","2.44","3","3","1282","0","Maiden","slightly worse than midfield, pushed and switched left before 3f out, staying on when ridden before 2f out, edged right before final furlong, kept on one pace","9","Inside","Straight",,"16","2","James Garfield (IRE)","Undulating","0",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","6th","1.5","Edwina Sheeran (IRE)","12","Fell, Roger","2","Peate, Jonny","5","123","50",,"0","1 mins 12.82s","72.82","10.5","0","6","6","Flat","71.8731873898927","17.06986363530726","3","3","1282","0","Maiden","towards rear and niggled early on, driven entering home straight, switched left 2f out and kept on steadily","3","Inside","Straight",,"None","0","Decorated Knight","Undulating","0",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","7th","2.75","Little Red Dancer","11","Brown, A D","2","Swift, Mr Dale","0","128","200",,"0","1 mins 12.82s","72.82","13.25","0","6","7","Flat","613.224161249","100","3","3","1282","0","Maiden","slightly worse than midfield, pushed before 3f out, ridden before final furlong and edged left, plugged on one pace","7","Inside","Straight",,"16","1","Pastoral Pursuits","Undulating","0",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","8th","NK","Lahaayeb (IRE)","10","Palmer, Hugo","2","Curtis, B A","0","128","6.5",,"0","1 mins 12.82s","72.82","13.4","0","6","8","Flat","6.863590354480656","2.8213744154130107","3","3","1282","0","Maiden","slightly slow to break, in rear and niggled early on, pushed 3f out, never competitive but minor late headway","6","Inside","Straight",,"None","0","El Kabeir (USA)","Undulating","0",
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","9th","0.5","Kasino","8","Smart, B","2","Lee, G","0","128","40",,"0","1 mins 12.82s","72.82","13.9","0","6","9","Flat","89.0339690528831","14","3","3","1282","0","Maiden","raced keenly in midfield, pushed 3f out, ridden and beaten before final furlong","5","Inside","Straight",,"14","1","Equiano (FR)","Undulating",,
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","10th","1.75","Arbour Lane","7","Fahey, R A","2","McHugh, B","0","128","18",,"0","1 mins 12.82s","72.82","15.65","0","6","10","Flat","24.796535386539038","6","3","3","1282","0","Maiden","in rear and niggled early on, ridden after 3f out, made no impression","1","Inside","Straight",,"47","1","Dutch Art","Undulating",,
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","11th","0.75","Navy Wren (IRE)","5","Dods, M","2","Beasley, Connor","0","128","50",,"0","1 mins 12.82s","72.82","16.4","0","6","11","Flat","98.70852114413871","16.236187093751504","3","3","1282","0","Maiden","close-up, pushed after 3f out, weakening when ridden 2f out, soon well beaten","10","Inside","Straight",,"27","1","U S Navy Flag (USA)","Undulating",,
"2022-08-09","17:40:00","Carlisle","Watch Racing TV Now EBF Maiden Fillies Stakes (GBB Race)","2yo","Class 5",,"6f ","3780","Good To Firm","12","12th","3.75","Purple Martini","1","Haslam, B M R","2","Mullen, Andrew","0","128","40",,"0","1 mins 12.82s","72.82","20.15","0","6","12","Flat","85","13","3","3","1282","0","Maiden","slightly worse than midfield, pushed before 3f out, losing ground when ridden and looked awkward before final furlong, well beaten","12","Inside","Straight",,"39","2","Mayson","Undulating",,
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","1st",,"Monsieur Kodi (IRE)","1","Fahey, R A","3","Orr, Oisin","0","134","1.75","(Fav)","74","1 mins 11.50s","71.5",,"66","6","1","Flat","2.8118665195122965","1.480841418400278","3","3","1282","0","Handicap","handy, ridden well over 1f out, led narrowly under 1f out, ran on well to assert final 110 yards, readily","2","Inside","Straight",,"22","9","Kodiac","Undulating","3996",
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","2nd","3","Golden Rainbow","8","Harker, G A","3","James, S H","0","126","12",,"66","1 mins 11.50s","71.5","3","66","6","2","Flat","14.323643217384006","4.1","3","3","1282","0","Handicap","soon led, pushed along well over 1f out, ridden and headed under 1f out, kept on, held 110 yards out","4","Inside","Straight","Vsor","71","9","Havana Gold (IRE)","Undulating","1876",
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","3rd","0.75","Golden Duke (IRE)","4","Tinkler, N","3","Scott, Rowan","0","133","3",,"73","1 mins 11.50s","71.5","3.75","66","6","3","Flat","4.9","1.5986271322008547","3","3","1282","0","Handicap","dwelt, mid-division, pushed along and chased front pair over 1f out, stayed on, no impression","3","Inside","Straight","CkPc","11","14","Galileo Gold","Undulating","938",
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","4th","1.25","Emeralds Pride","3","Dods, M","3","Beasley, Connor","0","126","4",,"66","1 mins 11.50s","71.5","5","66","6","4","Flat","5.770657568387686","1.76","3","3","1282","0","Handicap","chased leaders, ridden 2f out, no progress","5","Inside","Straight","CkPc","18","9","Pride Of Dubai (AUS)","Undulating","469",
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","5th","NSE","May Blossom","2","OMeara, D","3","Nolan, D","0","137","9",,"77","1 mins 11.50s","71.5","5.03","66","6","5","Flat","12.5","3.05","3","3","1282","0","Handicap","towards rear, pushed along over 2f out, kept on, never on terms","1","Inside","Straight","Vsor","10","20","Mayson","Undulating","300",
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","6th","SH","Ribtide","6","Nicholls, Adrian","3","Murtagh, Connor","0","122","20",,"62","1 mins 11.50s","71.5","5.08","66","6","6","Flat","22.3190853292415","5.3","3","3","1282","0","Handicap","in rear, pushed along 3f out, plugged on same pace","7","Inside","Straight",,"70","5","Ribchester (IRE)","Undulating","300",
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","7th","NK","Ruggles","7","Camacho, Miss J A","3","Lee, G","0","125","12",,"65","1 mins 11.50s","71.5","5.23","66","6","7","Flat","14","3.9665155095433873","3","3","1282","0","Handicap","mid-division, ridden over 1f out, always held","6","Inside","Straight",,"56","3","Exceed And Excel (AUS)","Undulating","0",
"2022-08-09","18:15:00","Carlisle","Join Racing TV Now Handicap","3yo","Class 5",,"6f ","3996","Good To Firm","8","8th","4.25","Makalu (IRE)","5","Carr, Mrs R A","3","Sullivan, James P","0","120","28",,"60","1 mins 11.50s","71.5","9.48","66","6","8","Flat","41.86290659548948","8","3","3","1282","0","Handicap","tracked leaders, ridden well over 1f out, soon weakened","8","Inside","Straight","CkPc","34","12","Mehmas (IRE)","Undulating","0",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","1st",,"Ginger Jam","2","Tinkler, N","7","Clements, Sophie","7","127","18",,"76","1 mins 0.72s","60.72",,"75","5","1","Flat","21","4.854834483","3","3","1100","0","Handicap","handy, pushed along and switched left over 1f out, ridden and ran on well inside last, led final stride","4","Inside","Straight","CkPc","17","39","Major Cadeaux","Undulating","6426",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","2nd","SH","Never Dark","9","Jardine, I","5","Mullen, Andrew","0","131","18",,"73","1 mins 0.72s","60.72","0.05","75","5","2","Flat","20.080248535816633","5.032562845662033","3","3","1100","0","Handicap","prominent, led 2f out, pushed along over 1f out, ridden inside final furlong, stayed on but headed final stride","6","Inside","Straight",,"22","25","No Nay Never (USA)","Undulating","3017",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","3rd","HD","John Kirkup","6","Thompson, D W","7","Beasley, Connor","0","130","25",,"72","1 mins 0.72s","60.72","0.15","75","5","3","Flat","24.169797837866724","5.760358244543895","3","3","1100","0","Handicap","mid-division, pushed along over 1f out, ran on final 110 yards, not reach leaders","9","Inside","Straight","Blnk","15","62","Assertive","Undulating","1509",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","4th","NK","Ventura Flame (IRE)","7","Dalgleish, Keith","5","Rodriguez, Callum","0","139","6.5",,"81","1 mins 0.72s","60.72","0.3","75","5","4","Flat","9.567273167234376","2.561774879195436","3","3","1100","0","Handicap","in rear, switched left, ridden and steady headway on outside 2f out, kept on, never nearer","1","Inside","Straight",,"25","43","Dandy Man (IRE)","Undulating","754",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","5th","HD","Indian Sounds (IRE)","4","Midgley, P T","6","Lee, G","0","136","4",,"78","1 mins 0.72s","60.72","0.4","75","5","5","Flat","5.1","1.870413546","3","3","1100","0","Handicap","tracked leaders, pushed along well over 1f out, ran on, no extra closing stages","2","Inside","Straight",,"17","42","Exceed And Excel (AUS)","Undulating","300",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","6th","1.75","Sacred Jewel","3","Camacho, Miss J A","3","Hanagan, Paul","0","130","14",,"75","1 mins 0.72s","60.72","2.15","75","5","6","Flat","17.52827606042629","4.5689800972600265","3","3","1100","0","Handicap","chased leaders, ridden and switched left 1f out, edged right inside last, kept on one pace","8","Inside","Straight","Hood","65","4","Dubawi (IRE)","Undulating","300",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","7th","NSE","Water Of Leith (IRE)","5","Goldie, J S","4","Mulrennan, Paul","0","131","1.75","(Fav)","73","1 mins 0.72s","60.72","2.18","75","5","7","Flat","3.0240514667148455","1.45","3","3","1100","0","Handicap","dwelt, held up towards rear on rail, waiting for gap from well over 1f out, effort and headway 1f out, soon not clear run, switched left 110 yards out, not recover","7","Inside","Straight",,"3","36","Kodiac","Undulating","0",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","8th","1.5","Internationaldream (IRE)","1","Fahey, R A","4","Orr, Oisin","0","132","5.5",,"74","1 mins 0.72s","60.72","3.68","75","5","8","Flat","7.668267321480088","2.451413113","3","3","1100","0","Handicap","led, headed 2f out, soon ridden, keeping on one pace when not much room under 1f out, eased","5","Inside","Straight","Vsor","17","24","Acclamation","Undulating","0",
"2022-08-09","18:50:00","Carlisle","Racing TV Handicap","3yo+","Class 4",,"5f ","6426","Good To Firm","9","9th","1.25","Secretinthepark","8","Menzies, Rebecca","12","Muir, Paula","3","131","16",,"76","1 mins 0.72s","60.72","4.93","75","5","9","Flat","18.46752096183009","4.9","3","3","1100","0","Handicap","mid-division, ridden 2f out, gradually weakened 1f out","3","Inside","Straight","Vsor","17","72","Sakhees Secret","Undulating",,
"2022-08-09","19:25:00","Carlisle","Every Race Live On Racing TV Handicap","4yo+","Class 4",,"1m ","6426","Good To Firm","5","1st",,"Detective","4","Sayer, Mrs Dianne","6","Mulrennan, Paul","0","129","1.88","(Fav)","79","1 mins 38.64s","98.64",,"79","8","1","Flat","2.916419567","1.6647972195482366","2","2","1713","5","Handicap","slowly away, held up in rear, in touch, effort and headway going well over 1f out, pressed leader on bridle over 110 yards out, pushed out and led closing stages, cheekily","3","Inside","Right Handed",,"8","22","Kingman","Undulating","6426",
"2022-08-09","19:25:00","Carlisle","Every Race Live On Racing TV Handicap","4yo+","Class 4",,"1m ","6426","Good To Firm","5","2nd","HD","Carnival Zain","2","Hammond, Micky","5","Garritty, Billy","0","135","3.33",,"85","1 mins 38.64s","98.64","0.1","79","8","2","Flat","5.13206090828548","2.1952277047195823","2","2","1713","5","Handicap","chased leaders, ridden and led over 1f out, kept on, headed towards finish","1","Inside","Right Handed",,"18","13","Youmzain (IRE)","Undulating","3017",
"2022-08-09","19:25:00","Carlisle","Every Race Live On Racing TV Handicap","4yo+","Class 4",,"1m ","6426","Good To Firm","5","3rd","0.75","Under Fox (IRE)","1","Easterby, T D","4","Allan, David","0","122","6.5",,"72","1 mins 38.64s","98.64","0.85","79","8","3","Flat","9.2","3.3342034598357024","2","2","1713","5","Handicap","tracked leaders, ridden over 2f out, ran on, every chance inside last, no extra closing stages","5","Inside","Right Handed","Vsor","10","18","Dandy Man (IRE)","Undulating","1509",
"2022-08-09","19:25:00","Carlisle","Every Race Live On Racing TV Handicap","4yo+","Class 4",,"1m ","6426","Good To Firm","5","4th","0.75","End Zone","5","Fell, Roger","5","Curtis, B A","0","123","12",,"73","1 mins 38.64s","98.64","1.6","79","8","4","Flat","16.188952867251864","5.685676679","2","2","1713","5","Handicap","close up, pushed along 2f out, slightly hampered and switched right well over 1f out, ridden and every chance inside final furlong, weakened towards finish","4","Inside","Right Handed",,"35","30","Dark Angel (IRE)","Undulating","754",
