racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","1st",,"Ivan Boru (IRE)","0","Reveley, K G","5","Reveley, James","0","154","10",,"0","4 mins 27.40s","267.4",,"0","18","1","National Hunt","12","2.97637227449945","3","3","3960","0","Maiden Hurdle","led, jumped right and headed 2 out, led again last, stayed on well","1","None","Left Handed",,"22","5","Brian Boru","Slight Undulations","3249","Gelding","Mirandas Lace (IRE)","Bach (IRE)","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","2nd","1.25","Ueueteotl (FR)","0","Ewart, J P L","5","Hughes, Brian","0","154","5",,"120","4 mins 27.40s","267.4","1.25","0","18","2","National Hunt","6.43772675610333","1.95","3","3","3960","0","Maiden Hurdle","always prominent, not fluent 2nd, led 2 out, headed last, stayed on, held towards finish","11","None","Left Handed",,"33","7","Tikkanen (USA)","Slight Undulations","954","Gelding","Azturk (FR)","Baby Turk","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","3rd","4","Lifetime (IRE)","0","Ellison, B","5","Cook, Danny","0","154","11",,"107","4 mins 27.40s","267.4","5.25","0","18","3","National Hunt","12.5","2.88880510481569","3","3","3960","0","Maiden Hurdle","always prominent, ridden and edged left after 2 out, stayed on same pace flat","2","None","Left Handed"," TT","30","22","Shamardal (USA)","Slight Undulations","477","Gelding","La Vita E Bella (IRE)","Definite Article","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","4th","1.75","Things Change (IRE)","0","Quinn, J J","5","Costello, Dougie","0","154","1.63","(Fav)","0","4 mins 27.40s","267.4","7","0","18","4","National Hunt","3.38070056446084","1.644344985","3","3","3960","0","Maiden Hurdle","held up, not always fluent, ridden 3 out, headway before next, 4th when mistake last, stayed on same pace, no threat to leaders","10","None","Left Handed",,"33","1","Old Vic","Slight Undulations","238","Gelding","Northwood May","Teenoso (USA)","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","5th","6","Plus Jamais (FR)","0","Goldie, J S","6","McGrath, Richard","0","154","40",,"0","4 mins 27.40s","267.4","13","0","18","5","National Hunt","93.0849793502323","14.5","3","3","3960","0","Maiden Hurdle","tracked leaders on outside, outpaced after 3 out, no impression after","5","None","Left Handed","Hood","10","5","Caballo Raptor (CAN)","Slight Undulations","0","Gelding","Branceilles (FR)","Satin Wood","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","6th","4","Potomac (IRE)","0","Dobbin, Mrs R","5","Renwick, Wilson","0","154","8",,"0","4 mins 27.40s","267.4","17","0","18","6","National Hunt","11.8888713137963","2.5","3","3","3960","0","Maiden Hurdle","mid-division, headway 3 out, beaten next, no extra last","6","None","Left Handed",,"21","10","Shamardal (USA)","Slight Undulations","0","Gelding","Pippas Song","Reference Point","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","7th","0.75","Mandarin Sunset (IRE)","0","Ewart, J P L","6","Harding, Brian","0","154","40",,"0","4 mins 27.40s","267.4","17.75","0","18","7","National Hunt","100","18.0373983021359","3","3","3960","0","Maiden Hurdle","held up towards rear, jumped right 5th, pushed along after 7th, some late progress, never on terms","3","None","Left Handed",,"8","2","Presenting","Slight Undulations","0","Gelding","Danatello (FR)","Dress Parade","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","8th","11","Vinstar (FR)","0","McCain Jnr, D","4","Maguire, Jason","0","149","2.5",,"0","4 mins 27.40s","267.4","28.75","0","18","8","National Hunt","3.65","1.57","3","3","3960","0","Maiden Hurdle","held up in touch, mistake 3 out, beaten next, no extra last","12","None","Left Handed",,"109","3","Charming Groom (FR)","Slight Undulations","0","Gelding","Kali Star (FR)","Tagel (USA)","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","9th","0.5","Regal Ramirez","0","Smith, Michael","5","Keniry, Barry","0","154","125",,"0","4 mins 27.40s","267.4","29.25","0","18","9","National Hunt","512.559670692845","80.527325029","3","3","3960","0","Maiden Hurdle","held up, always towards rear, well beaten after 2 out","7","None","Left Handed",,"21","5","Needwood Blade","Slight Undulations",,"Gelding","Beverley Hills (IRE)","Mozart (IRE)","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","10th","8","Oscar Lateen (IRE)","0","Thomson, A M","5","Buchanan, Peter","0","154","100",,"0","4 mins 27.40s","267.4","37.25","0","18","10","National Hunt","268.146360420524","34","3","3","3960","0","Maiden Hurdle","held up in rear, well beaten 3 out","4","None","Left Handed",,"21","2","Oscar (IRE)","Slight Undulations",,"Gelding","Storm Call","Celestial Storm (USA)","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","11th","23","Swindy","0","Smith, Mrs S J","5","Mania, Ryan","0","154","80",,"0","4 mins 27.40s","267.4","60.25","0","18","11","National Hunt","317.345149766547","43.7976252626866","3","3","3960","0","Maiden Hurdle","tracked leaders, not fluent 1st, lost place after 3 out, well beaten next, tailed off","9","None","Left Handed",,"17","10","Hurricane Run (IRE)","Slight Undulations",,"Gelding","Red Passion (USA)","Seeking The Gold (USA)","120",
"2013-04-29","14:10:00","Kelso","Lyntoun Private Hire Maiden Hurdle ","4yo+","Class 4",,"2m2f ","3249","Good","12","PU",,"Sports Model (IRE)","0","Jackson, Mrs V S","7","Watters, Mr G B","7","147","250",,"0","4 mins 27.40s","267.4",,"0","18","PU","National Hunt","1000","196.416628159841","3","3","3960","0","Maiden Hurdle","in rear, pushed along after 4th, soon in rear, tailed off 3 out, pulled up after","8","None","Left Handed",,"28","2","Presenting","Slight Undulations",,"Gelding","Belmarita (IRE)","Belmez (USA)","120",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","1st",,"Prince Tam","0","Graham, Harriet/Rutherford, Gary","9","England, Jonathan","5","144","4.5",,"84","4 mins 11.90s","251.9",,"95","17","1","National Hunt","6.40032969815162","2.01478628059405","3","3","3740","0","Handicap Chase","tracked leaders, went 2nd 6th, challenged 2 out, led before last where jumped left, driven out","8","None","Left Handed",,"20","41","Terimon","Slight Undulations","3899","Gelding","Princess Maxine (IRE)","Horage","101",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","2nd","4","Freddie Brown","0","Charlton, G A","9","Mania, Ryan","0","166","4.5",,"101","4 mins 11.90s","251.9","4","95","17","2","National Hunt","5.6","1.86","3","3","3740","0","Handicap Chase","led, not fluent 6th, mistake 8th, ridden and headed before last, stayed on same pace flat","1","None","Left Handed"," TT","21","19","Missed Flight","Slight Undulations","1145","Gelding","Some Shiela","Remainder Man","101",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","3rd","2","Soul Magic (IRE)","0","Graham, Harriet/Rutherford, Gary","11","Bewley, Callum","7","153","10",,"95","4 mins 11.90s","251.9","6","95","17","3","National Hunt","13.5","3.0793885807132","3","3","3740","0","Handicap Chase","in touch in mid-division, closed from 6th, went 3rd 8th, ridden 2 out, stayed on same pace last","6","None","Left Handed",,"170","26","Flemensfirth (USA)","Slight Undulations","572","Gelding","Indian Legend (IRE)","Phardante (FR)","101",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","4th","2.5","Suprise Vendor (IRE)","0","Coltherd, W S","7","Rutherford, Gary","5","155","1.75","(Fav)","95","4 mins 11.90s","251.9","8.5","95","17","4","National Hunt","2.93039472176797","1.36","3","3","3740","0","Handicap Chase","held up in rear, ridden and headway 8th, outpaced after 3 out, stayed on flat, no impression","4","None","Left Handed",,"21","46","Fath (USA)","Slight Undulations","286","Gelding","Dispol Jazz","Alhijaz","101",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","5th","11","Craicneasy (IRE)","0","Mactaggart, B","10","Alexander, Lucy","0","140","50",,"75","4 mins 11.90s","251.9","19.5","95","17","5","National Hunt","65","11.5549188802391","3","3","3740","0","Handicap Chase","pushed along leaving start, in rear, not fluent 1st or 2nd, ridden 8th, went 5th 2 out, no chance with leaders","9","None","Left Handed",,"20","11","Anshan","Slight Undulations","0","Gelding","Craic Go Leor","Deep Run","101",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","6th","11","Against The Wind","0","Russell, Miss Lucinda V","10","Buchanan, Peter","0","163","6.5",,"98","4 mins 11.90s","251.9","30.5","95","17","6","National Hunt","7.6","2.495037474","3","3","3740","0","Handicap Chase","in touch in mid-division on outside, lost place before 6th, ridden and no impression in 5th after 3 out, weakened next","2","None","Left Handed",,"767","12","Anshan","Slight Undulations","0","Gelding","Harvest Memories","Oats","101",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","7th","11","Schinken Otto (IRE)","0","Jefferson, J M","12","Haynes, Harry","0","161","22",,"96","4 mins 11.90s","251.9","41.5","95","17","7","National Hunt","35.2368821782293","6.6","3","3","3740","0","Handicap Chase","prominent, mistake 7th, outpaced when not fluent 4 out, weakened after next","3","None","Left Handed",,"24","96","Shinko Forest (IRE)","Slight Undulations","0","Gelding","Athassel Rose (IRE)","Reasonable (FR)","101",
"2013-04-29","14:40:00","Kelso","Racehorse Owners Association Handicap Chase ","5yo+","Class 4",,"2m1f ","3899","Good","8","PU",,"Primrose Time","0","Normile, Mrs L B","10","Voy, A L","3","156","10",,"94","4 mins 11.90s","251.9",,"95","17","PU","National Hunt","13.5","3.95","3","3","3740","0","Handicap Chase","prominent, lost place after 5th, well behind 8th, pulled up after","7","None","Left Handed",,"21","28","Alflora (IRE)","Slight Undulations",,"Mare","The Whirlie Weevil","Scallywag","101",
