racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2013-05-22","14:10:00","Huntingdon","Paul Rackham Champion Novices Hunters Chase ","5yo+","Class 6",,"3m ","936","Good","5","1st",,"Realt Ag Leimt (IRE)","0","Peters, M R","7","Peters, Mr D","7","159","2.25",,"0","5 mins 50.50s","350.5",,"67","24","1","National Hunt","3.42225241413964","1.81","2","2","5280","0","Novices Hunters Chase","took keen hold, tracked leader, challenged on inside after 3 out, led before next, hung right flat, driven out","5","None","Right Handed",,"734","4","Beneficial","Flat","936","Gelding","Edwarda","Safawan","111",
"2013-05-22","14:10:00","Huntingdon","Paul Rackham Champion Novices Hunters Chase ","5yo+","Class 6",,"3m ","936","Good","5","2nd","2.5","Galbally King (IRE)","0","Pennock, A","8"," Rivett, Mr B","7","159","8",,"0","5 mins 50.50s","350.5","2.5","67","24","2","National Hunt","9.2","3.5","2","2","5280","0","Novices Hunters Chase","took keen hold, led, ridden and headed before 2 out, stayed on, no impression","4","None","Right Handed",,"370","4","Beneficial","Flat","290","Gelding","Carney Hill (IRE)","Doubletour (USA)","111",
"2013-05-22","14:10:00","Huntingdon","Paul Rackham Champion Novices Hunters Chase ","5yo+","Class 6",,"3m ","936","Good","5","3rd","49","French Canadian (FR)","0","Robinson, Mrs C J","7","Jarrett, Mr R","3","163","1","(Fav)","111","5 mins 50.50s","350.5","51.5","67","24","3","National Hunt","2.16","1.3651564452383","2","2","5280","0","Novices Hunters Chase","held up, jumped left 1st, jumped slowly 5th, bumped 7th, headway next, jumped left 9th, went 3rd next, ridden 3 out, weakened before 2 out where mistake","3","None","Right Handed",,"36","4","Spadoun (FR)","Flat","145","Gelding","Floresca (FR)","Hellios (USA)","111",
"2013-05-22","14:10:00","Huntingdon","Paul Rackham Champion Novices Hunters Chase ","5yo+","Class 6",,"3m ","936","Good","5","4th","54","Fourth In Line (IRE)","0","Braithwaite, Mrs L","9","Braithwaite, Mr A","7","159","6",,"67","5 mins 50.50s","350.5","105.5","67","24","4","National Hunt","8","2.897438696","2","2","5280","0","Novices Hunters Chase","tracked leaders, not fluent 1st, jumped left 7th, not fluent 9th or 10th, lost touch 13th, tailed off","2","None","Right Handed","Blnk TT","21","6","Flemensfirth (USA)","Flat","73","Gelding","Lantern Line","The Parson","111",
"2013-05-22","14:10:00","Huntingdon","Paul Rackham Champion Novices Hunters Chase ","5yo+","Class 6",,"3m ","936","Good","5","PU",,"Departed (IRE)","0","Allen, S G","9","Kelly, Lizzie","7","159","50",,"69","5 mins 50.50s","350.5",,"67","24","PU","National Hunt","100","17.3406669176894","2","2","5280","0","Novices Hunters Chase","tracked leaders, not fluent 6th, bumped and lost place next, ridden and struggling before 9th, tailed off after 12th, soon pulled up","1","None","Right Handed","Blnk","126","8","Oscar (IRE)","Flat",,"Gelding","Same Token (IRE)","Cheval","111",
"2013-05-22","14:40:00","Huntingdon","Book Online At New Look whittleburyhall.co.uk Novices Chase ","5yo+","Class 4",,"2m.5f ","3769","Good","7","1st",,"Robbie","0","Reveley, K G","9","Reveley, James","0","152","1.88","(JFav)","132","3 mins 58.00s","238",,"0","16.5","1","National Hunt","2.91940782968097","1.44490821581783","2","2","3630","0","Novices Chase","made all, ridden flat, ran on well","5","None","Right Handed",,"14","15","Robellino (USA)","Flat","3769","Gelding","Corn Lily","Aragon","132",
"2013-05-22","14:40:00","Huntingdon","Book Online At New Look whittleburyhall.co.uk Novices Chase ","5yo+","Class 4",,"2m.5f ","3769","Good","7","2nd","1.5","Uncle Pelder (IRE)","0","Clutterbuck, K F","6","Crosse, Dave","0","152","100",,"0","3 mins 58.00s","238","1.5","0","16.5","2","National Hunt","300","78.74371408","2","2","3630","0","Novices Chase","held up, took keen hold, headway after 3 out, mistake 2 out, went 2nd flat, stayed on, not able to trouble winner","6","None","Right Handed",,"465","3","Pelder (IRE)","Flat","1107","Gelding","Aunt Annie (IRE)","Synefos (USA)","132",
"2013-05-22","14:40:00","Huntingdon","Book Online At New Look whittleburyhall.co.uk Novices Chase ","5yo+","Class 4",,"2m.5f ","3769","Good","7","3rd","0.75","Double Handful (GER)","0","Hill,Mrs Lawney ","7","Bass, David","0","152","1.88","(JFav)","0","3 mins 58.00s","238","2.25","0","16.5","3","National Hunt","2.96","1.7","2","2","3630","0","Novices Chase","tracked leaders, mistake 4th, chased winner 6th until 2 out, stayed on flat","2","None","Right Handed"," TT","19","25","Pentire","Flat","553","Gelding","Durania (GER)","Surumu (GER)","132",
"2013-05-22","14:40:00","Huntingdon","Book Online At New Look whittleburyhall.co.uk Novices Chase ","5yo+","Class 4",,"2m.5f ","3769","Good","7","4th","1","Walden Prince (IRE)","0","Carroll, A W","6","Hutchinson, Wayne","0","152","25",,"0","3 mins 58.00s","238","3.25","0","16.5","4","National Hunt","32.0113773316645","10.5","2","2","3630","0","Novices Chase","held up, took keen hold, jumped left at times, mistake 1st, headway 8th, every chance when mistake 2 out, no extra towards finish","7","None","Right Handed",,"10","20","Saffron Walden (FR)","Flat","277","Gelding","Kahyasi Princess (IRE)","Kahyasi (IRE)","132",
"2013-05-22","14:40:00","Huntingdon","Book Online At New Look whittleburyhall.co.uk Novices Chase ","5yo+","Class 4",,"2m.5f ","3769","Good","7","5th","22","Cossack Prince","0","Mongan, Mrs L J","8","Cannon, Tom J","0","152","80",,"0","3 mins 58.00s","238","25.25","0","16.5","5","National Hunt","160","40.7260370973806","2","2","3630","0","Novices Chase","tracked winner until mistake 6th, ridden after 3 out, weakened before next","1","None","Right Handed",,"26","47","Dubai Destination (USA)","Flat","0","Gelding","Danemere (IRE)","Danehill (USA)","132",
