racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","1st",,"Malystic","0","Niven, P D","9","McMenamin, Daniel","0","168","8",,"147","3 mins 53.73s","233.73",,"136","16.5","1","National Hunt","0","0","3","0","3630","0","Handicap Chase","mid-division, headway 7th, challenged 3 out, led last, stayed on well, holding 2nd towards finish","1","None","Left Handed",,"38","22","Malinas (GER)","Flat","22780","Gelding","Mystic Glen","Vettori (IRE)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","2nd","0.75","Elixir De Nutz (FR)","0","Tizzard, Joe","9","Powell, Brendan","0","167","6",,"146","3 mins 53.73s","233.73","0.75","136","16.5","2","National Hunt","0","0","3","0","3630","0","Handicap Chase","led, ridden before 2 out, headed last, every chance flat, held towards finish","2","None","Left Handed","CkPc TT","38","20","Al Namix (FR)","Flat","8548","Gelding","Nutz (FR)","Turgeon (USA)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","3rd","3.75","Coastguard Station (IRE)","0","Oliver, Henry","7","ORegan, Denis","0","144","9",,"123","3 mins 53.73s","233.73","4.5","136","16.5","3","National Hunt","0","0","3","0","3630","0","Handicap Chase","held up and behind, mistake 6th, not fluent 9th, headway from 2 out, stayed on flat, went 3rd towards finish","9","None","Left Handed","CkPc","33","12","Dylan Thomas (IRE)","Flat","4280","Gelding","Shuruwaat (IRE)","Fath (USA)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","4th","0.5","Return Ticket (IRE)","0","Menzies, Rebecca","10","Quinlan, Sean","0","157","7.5",,"136","3 mins 53.73s","233.73","5","136","16.5","4","National Hunt","0","0","3","0","3630","0","Handicap Chase","chased leaders, not fluent 4th, outpaced 4 out, stayed on from 2 out, mistake last, unable to get on terms","5","None","Left Handed","CkPc TT","14","33","Getaway (GER)","Flat","2132","Gelding","Capelvenere (IRE)","Barathea (IRE)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","5th","0.5","Hasankey (IRE)","0","Morgan, Miss Laura","7","Dobb, Lewis","7","149","6.5",,"135","3 mins 53.73s","233.73","5.5","136","16.5","5","National Hunt","0","0","3","0","3630","0","Handicap Chase","mid-division on outside, not fluent 4th or 6th, headway 9th, close 3rd 3 out, held from 2 out, no extra and lost 2 places towards finish","6","None","Left Handed","Vsor","9","33","Mastercraftsman (IRE)","Flat","1072","Gelding","Haziyna (IRE)","Halling (USA)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","6th","8.5","Gold Des Bois (FR)","0","Jardine, I","9","OFarrell, C","0","147","18",,"126","3 mins 53.73s","233.73","14","136","16.5","6","National Hunt","0","0","3","0","3630","0","Handicap Chase","chased leader until before 3 out, weakened next","8","None","Left Handed"," TT","49","30","Full Of Gold (FR)","Flat","536","Gelding","Equatoriale (FR)","Saint Estephe (FR)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","7th","1.75","Frere Darmes (FR)","0","Skelton, Daniel","6","Andrews, Bridget","0","157","2","(Fav)","136","3 mins 53.73s","233.73","15.75","136","16.5","7","National Hunt","0","0","3","0","3630","0","Handicap Chase","held up towards rear, raced keenly, not fluent 2nd, mistake 7th, not fluent 9th, effort before 4 out, no impression, well held 3 out","4","None","Left Handed"," TT","20","8","Bathyrhon (GER)","Flat","0","Gelding","Ville Sainte (FR)","Saint Des Saints (FR)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","8th","1.25","Pay The Piper (IRE)","0","Hamilton, Mrs A","8","Hughes, Brian","0","163","5",,"142","3 mins 53.73s","233.73","17","136","16.5","8","National Hunt","0","0","3","0","3630","0","Handicap Chase","held up rear of mid-division, not fluent 7th or 9th, well beaten from 4 out","3","None","Left Handed",,"9","19","Court Cave (IRE)","Flat","0","Gelding","Regal Holly","Gildoran (IRE)",
"2023-04-22","13:15:00","Ayr","Scotty Brand Handicap Chase (Premier Handicap) (GBB Race)","5yo+","Class 1",,"2m.5f ","22780","Good","9","9th","30","Ardera Cross (IRE)","0","Young Jnr, William","12","Doyle, Alan","5","137","80",,"121","3 mins 53.73s","233.73","47","136","16.5","9","National Hunt","0","0","3","0","3630","0","Handicap Chase","prominent on outside, lost place 8th, well behind 4 out, tailed off","10","None","Left Handed",,"42","94","Shantou (USA)","Flat",,"Gelding","Fair Maid Marion (IRE)","Executive Perk",
"2023-04-22","13:50:00","Ayr","CPMS Novices Champion Handicap Chase (GBB Race)","5yo+","Class 2",,"3m ","26015","Good","8","1st",,"Sail Away (FR)","0","Skelton, Daniel","7","Andrews, Bridget","0","162","6.5",,"136","5 mins 58.03s","358.03",,"127.5","24","1","National Hunt","0","0","3","0","5300","0","Handicap Novices Chase","made all, jumped well, clear 10th, unchallenged","3","None","Left Handed"," TT","34","7","Martaline","Flat","26015","Gelding","Baraka Du Berlais (FR)","Bonnet Rouge (FR)",
