racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","1st",,"Ciceron (IRE)","0","Williams, Miss Venetia","7","Treadwell, Liam","0","154","1.75","(Fav)","127","5 mins 29.30s","329.3",,"0","20.5","1","National Hunt","2.82","1.33335125550866","3","3","4510","0","Beginners Chase","tracked leader, led going well when left 5 lengths clear 2 out, driven out flat","2","None","Left Handed",,"24","26","Pivotal","Slight Undulations","3671",
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","2nd","5","Stagecoach Jasper","0","Smith, Mrs S J","7","Mania, Ryan","0","154","8.5",,"0","5 mins 29.30s","329.3","5","0","20.5","2","National Hunt","12","2.74300117679246","3","3","4510","0","Beginners Chase","mid-division, hit 2nd and next, outpaced 3 out, headway when left 3rd next, ridden to chase winner approaching last, kept on, no impression","8","None","Left Handed",,"25","8","Sir Harry Lewis (USA)","Slight Undulations","1085",
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","3rd","7","Sandys Double","0","Snowden, Jamie","7","Crosse, Dave","0","154","66",,"0","5 mins 29.30s","329.3","12","0","20.5","3","National Hunt","115.163125056","13.5","3","3","4510","0","Beginners Chase","keen early, led to 1st, tracked leaders, mistake 9th, outpaced when jumped right 3 out, left 5 lengths 2nd next, soon ridden, no extra in 3rd approaching last","6","None","Left Handed",,"497","3","Double Trigger (IRE)","Slight Undulations","542",
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","4th","16","Coeur de Fou (FR)","0","George, T R","8","Cawley, A P","0","154","16",,"0","5 mins 29.30s","329.3","28","0","20.5","4","National Hunt","18.5486753622493","4.6","3","3","4510","0","Beginners Chase","held up in last pair, mistake 3rd, struggling 4 out, 5th when mistake 2 out, stayed on to take 4th before last, never near leaders","3","None","Left Handed"," TT","657","12","Limnos (JPN)","Slight Undulations","271",
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","5th","6","Cold Knight","0","King, A","7","Thornton, Robert","0","154","6.5",,"0","5 mins 29.30s","329.3","34","0","20.5","5","National Hunt","9.8","2.37971220844338","3","3","4510","0","Beginners Chase","tracked leaders, mistake 3rd, outpaced 3 out, left moderate 4th next, weakened before last","4","None","Left Handed",,"41","11","Sir Harry Lewis (USA)","Slight Undulations","135",
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","6th","1.25","Soutine (IRE)","0","Snowden, Jamie","7","Skelton, Harry","0","154","12",,"0","5 mins 29.30s","329.3","35.25","0","20.5","6","National Hunt","13.5008174234718","3.21893275057671","3","3","4510","0","Beginners Chase","mid-division, in touch 5th, reminder 10th, blundered 4 out, weakened before 2 out","7","None","Left Handed",,"20","8","Flemensfirth (USA)","Slight Undulations","0",
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","F",,"Diocles (IRE)","0","McCain Jnr, D","7","Maguire, Jason","0","154","2.25",,"120","5 mins 29.30s","329.3",,"0","20.5","F","National Hunt","3.2","1.48016801564167","3","3","4510","0","Beginners Chase","led 1st, blundered 11th, driven and headed when fell 2 out","5","None","Left Handed",,"35","7","Bob Back (USA)","Slight Undulations",,
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","PU",,"Highland Rain","0","Candlish, Jennie","5","Quinlan, Sean","0","152","100",,"0","5 mins 29.30s","329.3",,"0","20.5","PU","National Hunt","335.880317512527","37.9315222406098","3","3","4510","0","Beginners Chase","pecked 1st, mid-division, lost place 7th, behind from 9th, soon pulled up","10","None","Left Handed",,"47","6","Sir Harry Lewis (USA)","Slight Undulations",,
"2013-02-27","14:20:00","Bangor","Thoroughbred Rehabilitation Centre Beginners Chase ","5yo+","Class 4",,"2m4.5f ","3671","Soft","9","UR",,"Celtic Intrigue (IRE)","0","George, T R","6","Heard, Liam","0","154","33",,"0","5 mins 29.30s","329.3",,"0","20.5","UR","National Hunt","45.289364469","6.6","3","3","4510","0","Beginners Chase","held up in last pair when blundered and unseated rider 7th","1","None","Left Handed",,"46","8","Celtic Swing","Slight Undulations",,
"2013-02-27","14:50:00","Bangor","Weatherbys Hamilton Insurance Mares National Hunt Novices Hurdle ","4yo+","Class 4",,"2m1f ","3119","Soft","9","1st",,"Vavite (IRE)","0","Middleton, A","6","Banks, Mr J","7","145","12",,"0","4 mins 21.00s","261",,"0","17","1","National Hunt","14","3.3","3","3","3740","0","Novices Hurdle","mid-division, headway 3 out, went 2nd next, switched inside beteen last 2, ridden to lead flat, kept on","9","None","Left Handed",,"10","4","Vinnie Roe (IRE)","Slight Undulations","3119",
