racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","1st",,"Toberton (IRE)","6","Walsh, T M","3","Dempsey, Luke","7","118","10",,"63","1 mins 25.93s","85.93",,"56","7","1","All Weather","12.6377361878348","3.1","3","3","1540","0","Maiden Claimer","slowly away, soon good headway on outer to lead after 1f, kept on well from over 1f out, reduced advantage closing stages but held on well","7","None","Left Handed",,"91","5","Chevalier (IRE)","Polytrack","5610",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","2nd","0.5","Sylvan Mist (IRE)","10","Lynam, Edward","3","Lordan, W M","0","120","3.5",,"64","1 mins 25.93s","85.93","0.5","56","7","2","All Weather","5.44043404425356","1.63350304670013","3","3","1540","0","Maiden Claimer","soon switched left from wide draw and settled towards rear, 7th halfway, headway over 1f out and went 2nd early final furlong, kept on well without reaching winner","10","None","Left Handed","CkPc TT","21","5","Footstepsinthesand","Polytrack","1301",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","3rd","1.25","Mississippi John (IRE)","2","Lyons, G M","3","Smullen, P J","0","125","12",,"61","1 mins 25.93s","85.93","1.75","56","7","3","All Weather","18.6794935063459","2.9407869207309","3","3","1540","0","Maiden Claimer","tracked leaders in 5th, switched right over 1f out and went 3rd inside final furlong, kept on same pace","6","None","Left Handed","Blnk","7","3","Lawman (FR)","Polytrack","569",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","4th","1.5","Marvelous James (IRE)","5","Lyons, G M","3","McNamara, E J","0","128","20",,"56","1 mins 25.93s","85.93","3.25","56","7","4","All Weather","65","9.57672896929143","3","3","1540","0","Maiden Claimer","prominent early, tracked leaders in 3rd halfway, 2nd early straight, ridden over 1f out and no impression in 4th inside final furlong, kept on one pace","2","None","Left Handed",,"126","7","Captain Marvelous (IRE)","Polytrack","400",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","5th","3","Ruby Flipper (IRE)","4","Morgan, Ms Joanna","3","Foley, Shane","0","120","14",,"0","1 mins 25.93s","85.93","6.25","56","7","5","All Weather","24.2997670621621","4.3","3","3","1540","0","Maiden Claimer","rear of mid-division, 8th halfway, never a factor, kept on one pace into 5th final furlong","9","None","Left Handed",,"14","1","Key Of Luck (USA)","Polytrack","0",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","6th","1.25","Eusepio (IRE)","9","Marnane, David","3","Lynch, Fergal","0","128","0.67","(Fav)","73","1 mins 25.93s","85.93","7.5","56","7","6","All Weather","1.84963663471785","1.14","3","3","1540","0","Maiden Claimer","tracked leaders, 2nd halfway, ridden and dropped to 5th 1f out, weakened inside final furlong","1","None","Left Handed"," TT","28","7","One Cool Cat (USA)","Polytrack","0",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","7th","1.25","Todd","8","Murphy, John Joseph","3","McCormack, D A","5","123","33",,"0","1 mins 25.93s","85.93","8.75","56","7","7","All Weather","232.362864407","28","3","3","1540","0","Maiden Claimer","slowly away and in rear, never a factor, ridden entering straight, kept on one pace","3","None","Left Handed",,"153","2","Gentlewave (IRE)","Polytrack","0",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","8th","NK","Beau Sakhee","3","McGuinness, Adrian","3","Hoban, Connor","5","120","25",,"56","1 mins 25.93s","85.93","8.9","56","7","8","All Weather","37.992997403","5.80378861486591","3","3","1540","0","Maiden Claimer","prominent early, tracked leaders on inner in 4th halfway, ridden early straight and no extra over 1f out, weakened","4","None","Left Handed","CkPc","21","11","Sakhees Secret","Polytrack","0",
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","9th","0.5","Charlie Casanova","7","Lynam, Edward","3","Brennan, I J","3","122","16",,"0","1 mins 25.93s","85.93","9.4","56","7","9","All Weather","34","5.458635596","3","3","1540","0","Maiden Claimer","chased leaders, 6th halfway, ridden entering straight and no extra over 1f out","5","None","Left Handed",,"21","1","Refuse To Bend (IRE)","Polytrack",,
"2013-02-15","17:50:00","Dundalk","Dundalk Stadium - Light Up Your Night Claiming Maiden ","3yo","Irish",,"7f ","5610","Standard","10","10th","1.75","Hysteria","1","OCallaghan, M D","3","King, Connor","10","110","14",,"0","1 mins 25.93s","85.93","11.15","56","7","10","All Weather","34.079972338","5.9440253053901","3","3","1540","0","Maiden Claimer","always towards rear, never a factor","8","None","Left Handed",,"None","0","Royal Applause","Polytrack",,
